canton,year,building_type,product,n,price_median_chf_kwh,price_p10_chf_kwh,price_p90_chf_kwh,price_mean_chf_kwh,fixed_median_chf_year,fixed_p10_chf_year,fixed_p90_chf_year,grid_chf_kwh_mean,energy_supply_chf_kwh_mean,community_fees_chf_kwh_mean,kev_chf_kwh_mean,metering_var_chf_kwh_mean,price_ttc_median_chf_kwh,price_ttc_p10_chf_kwh,price_ttc_p90_chf_kwh
Aargau,2023,appartement,Cheapest product,7.0,0.21611999999999998,0.168556,0.246564,0.20686285714285718,,,,0.06704857142857143,0.1131357142857143,0.0036785714285714277,0.022999999999999996,,0.23362571999999998,0.18220903600000002,0.266535684
Aargau,2023,appartement,Standard product,7.0,0.22835999999999998,0.19062,0.25036800000000003,0.220595,,,,0.07006714285714286,0.12723285714285712,0.004257142857142857,0.022999999999999996,,0.24685715999999996,0.20606022000000002,0.270647808
Aargau,2023,maison_individuelle,Cheapest product,8.0,0.24035499999999999,0.21931900000000001,0.280691,0.24584125,,,,0.09924250000000001,0.11792125,0.00567875,0.023,,0.259823755,0.237083839,0.303426971
Aargau,2023,maison_individuelle,Standard product,8.0,0.2539,0.235629,0.288018,0.25804375,,,,0.09950125000000001,0.13157999999999997,0.00577,0.023,,0.27446590000000004,0.25471494899999997,0.311347458
Aargau,2024,appartement,Cheapest product,7.0,0.30872,0.2753,0.31792000000000004,0.29876142857142857,,,,0.08954142857142855,0.18190857142857145,0.005214285714285715,0.022999999999999996,,0.33372631999999997,0.2975993,0.34367152
Aargau,2024,appartement,Standard product,7.0,0.3122,0.257174,0.342436,0.29995714285714287,,,,0.09078428571428572,0.18300714285714287,0.004611428571428572,0.022999999999999996,,0.33748819999999996,0.278005094,0.370173316
Aargau,2024,maison_individuelle,Cheapest product,8.0,0.32919999999999994,0.314737,0.362521,0.3348725,,,,0.12792375,0.17464625,0.006500000000000001,0.023,,0.35586519999999994,0.34023069699999997,0.391885201
Aargau,2024,maison_individuelle,Standard product,8.0,0.33676,0.313758,0.378513,0.34204625,,,,0.12582875,0.18715750000000003,0.00614125,0.023,,0.36403756,0.339172398,0.40917255300000005
Aargau,2025,appartement,Cheapest product,7.0,0.27002,0.2316,0.27999999999999997,0.2578614285714286,,,,0.08586571428571428,0.15205,0.0064285714285714285,0.022999999999999996,,0.29189161999999996,0.2503596,0.30267999999999995
Aargau,2025,appartement,Standard product,7.0,0.26587,0.21015799999999998,0.294008,0.25278428571428574,,,,0.0843257142857143,0.1466642857142857,0.00461,0.022999999999999996,,0.28740547,0.227180798,0.317822648
Aargau,2025,maison_individuelle,Cheapest product,8.0,0.29156499999999996,0.277489,0.32981,0.29884875,,,,0.1307725,0.1588675,0.0075,0.023,,0.31518176499999995,0.29996560899999997,0.35652461
Aargau,2025,maison_individuelle,Standard product,8.0,0.28797,0.264934,0.33028899999999994,0.29359999999999997,,,,0.11787825,0.14839,0.00622625,0.023,,0.31129556999999997,0.286393654,0.35704240899999995
Aargau,2026,appartement,Cheapest product,7.0,0.22771,0.18673599999999999,0.243318,0.21668142857142855,144.0,60.0,300.0,0.08116,0.106,0.007185714285714286,0.022999999999999996,0.001655714285714286,0.24615451,0.20186161599999997,0.26302675799999997
Aargau,2026,appartement,Standard product,7.0,0.23655,0.188312,0.258434,0.22436428571428574,144.0,60.0,360.0,0.08444571428571428,0.10892857142857142,0.005257142857142857,0.022999999999999996,0.0016800000000000003,0.25571055,0.203565272,0.27936715399999995
Aargau,2026,maison_individuelle,Cheapest product,8.0,0.2617,0.241955,0.300734,0.26753374999999996,60.0,60.0,60.0,0.11595,0.106,0.0075,0.023,0.0138975,0.2828977,0.261553355,0.32509345399999995
