canton,year,profile,building_type,product,total_ex_vat_chf_kwh,grid_chf_kwh,energy_supply_chf_kwh,community_fees_chf_kwh,kev_chf_kwh,metering_var_chf_kwh,metering_fixed_chf_year,total_incl_vat_chf_kwh,grid_chf_kwh_incl_vat,energy_supply_chf_kwh_incl_vat,community_fees_chf_kwh_incl_vat,kev_chf_kwh_incl_vat,metering_var_chf_kwh_incl_vat
Basel Stadt,2012,C5,appartement,Standard product,0.17679999999999998,0.03855,0.08125,0.0525,0.0045000000000000005,,,0.19112079999999998,0.04167255,0.08783125,0.0567525,0.004864500000000001,
Basel Stadt,2024,C5,appartement,Standard product,0.27208,0.09970000000000001,0.09095,0.05843,0.023,,,0.29411847999999996,0.1077757,0.09831695,0.06316283,0.024863,
Aargau,2024,C5,appartement,Standard product,0.26144,0.06579,0.17815,0.003305,0.023,,,0.28261664,0.07111898999999999,0.19258015,0.0035727050000000002,0.024863,
Basel Stadt,2018,C5,appartement,Standard product,0.22265000000000001,0.07274,0.06755,0.059359999999999996,0.023,,,0.24068465,0.07863194,0.07302154999999999,0.06416815999999999,0.024863,
Schaffhausen,2011,C5,appartement,Standard product,0.13078,0.04704,0.07923,0.0,0.0045000000000000005,,,0.14137318000000001,0.05085024,0.08564762999999999,0.0,0.004864500000000001,
Zug,2022,C5,appartement,Standard product,0.17543,0.07009,0.07764,0.004699999999999999,0.023,,,0.18963983,0.07576729,0.08392884,0.005080699999999999,0.024863,
Appenzell Ausserrhoden,2016,C5,appartement,Standard product,0.1139,0.04692,0.05398,0.0,0.013000000000000001,,,0.1231259,0.050720520000000005,0.058352379999999995,0.0,0.014053000000000001,
Lucerne,2013,C5,appartement,Standard product,0.13699999999999998,0.05075,0.07918,0.003505,0.0045000000000000005,,,0.14809699999999998,0.05486075,0.08559358,0.0037889049999999995,0.004864500000000001,
Basel Stadt,2014,C5,appartement,Standard product,0.17344,0.0429,0.06955,0.05499,0.006,,,0.18748864,0.0463749,0.07518355,0.059444189999999994,0.006486,
Schaffhausen,2017,C5,appartement,Standard product,0.11852,0.058655,0.045255000000000004,0.0,0.015,,,0.12812012,0.063406055,0.048920655,0.0,0.016215,
Lucerne,2014,C5,appartement,Standard product,0.14311,0.05659,0.07627,0.00425,0.006,,,0.15470190999999997,0.06117379,0.08244787,0.00459425,0.006486,
Lucerne,2018,C5,appartement,Standard product,0.13919,0.056749999999999995,0.05518,0.00426,0.023,,,0.15046439,0.06134674999999999,0.05964958,0.004605059999999999,0.024863,
Uri,2024,C5,appartement,Standard product,0.24280000000000002,0.08023999999999999,0.13455999999999999,0.005,0.023,,,0.2624668,0.08673943999999999,0.14545935999999998,0.005405,0.024863,
Uri,2026,C5,appartement,Standard product,0.17674,0.0666,0.08057,0.005,0.023,0.00157,786.0,0.19105594,0.0719946,0.08709617,0.005405,0.024863,0.00169717
Uri,2022,C5,appartement,Standard product,0.14456,0.06172,0.05484,0.005,0.023,,,0.15626936,0.06671932,0.05928204,0.005405,0.024863,
Uri,2021,C5,appartement,Standard product,0.13455999999999999,0.06172,0.04484,0.005,0.023,,,0.14545935999999998,0.06671932,0.048472039999999994,0.005405,0.024863,
Uri,2023,C5,appartement,Standard product,0.2279,0.06534,0.13455999999999999,0.005,0.023,,,0.2463599,0.07063254,0.14545935999999998,0.005405,0.024863,
Zug,2011,C5,appartement,Standard product,0.12638,0.04473,0.07715,0.0,0.0045000000000000005,,,0.13661678,0.048353129999999994,0.08339914999999999,0.0,0.004864500000000001,
Uri,2017,C5,appartement,Standard product,0.13266,0.06412,0.04754,0.006,0.015,,,0.14340545999999998,0.06931372,0.05139074,0.006486,0.016215,
Aargau,2018,C5,appartement,Standard product,0.12367,0.04128999999999999,0.05422,0.0029,0.023,,,0.13368727,0.04463448999999999,0.058611819999999995,0.0031348999999999995,0.024863,
Neuchâtel,2023,C5,appartement,Standard product,0.23922000000000002,0.06089000000000001,0.13409000000000001,0.012,0.023,,,0.25859682,0.06582209,0.14495129,0.012972,0.024863,
Lucerne,2019,C5,appartement,Standard product,0.13352,0.05318,0.053360000000000005,0.0039900000000000005,0.023,,,0.14433511999999998,0.057487579999999996,0.05768216,0.004313190000000001,0.024863,
Uri,2025,C5,appartement,Standard product,0.22658,0.06875,0.12984,0.005,0.023,,,0.24493298,0.07431875,0.14035704000000002,0.005405,0.024863,
Zug,2026,C5,appartement,Standard product,0.15572,0.06284,0.063,0.0059,0.023,0.00098,492.0,0.16833331999999998,0.06793003999999998,0.068103,0.0063779,0.024863,0.00105938
Aargau,2023,C5,appartement,Standard product,0.19692,0.04987,0.122,0.003,0.023,,,0.21287052,0.053909469999999994,0.131882,0.003243,0.024863,
Schaffhausen,2022,C5,appartement,Standard product,0.1414,0.05612,0.062279999999999995,0.0,0.023,,,0.1528534,0.06066572,0.06732468,0.0,0.024863,
Neuchâtel,2019,C5,appartement,Standard product,0.15719,0.04675,0.07705000000000001,0.0092,0.023,,,0.16992238999999998,0.05053675,0.08329105,0.0099452,0.024863,
Aargau,2022,C5,appartement,Standard product,0.13727,0.043769999999999996,0.06636,0.003,0.023,,,0.14838887,0.047315369999999995,0.07173516,0.003243,0.024863,
Thurgau,2023,C5,appartement,Standard product,0.23919,0.06218,0.13619,0.003,0.023,,,0.25856439000000003,0.06721658,0.14722139,0.003243,0.024863,
Aargau,2015,C5,appartement,Standard product,0.12267,0.04532,0.06439,0.0027,0.011000000000000001,,,0.13260627,0.04899092,0.06960559,0.0029187,0.011891,
Thurgau,2013,C5,appartement,Standard product,0.13954,0.05027,0.08181,0.0012,0.0045000000000000005,,,0.15084274,0.05434187,0.08843660999999998,0.0012971999999999999,0.004864500000000001,
Zug,2017,C5,appartement,Standard product,0.11478,0.04717,0.05101,0.0016,0.015,,,0.12407717999999998,0.05099077,0.05514181,0.0017296,0.016215,
Zug,2020,C5,appartement,Standard product,0.16365,0.06131,0.07698,0.0023499999999999997,0.023,,,0.17690564999999997,0.06627611,0.08321538,0.0025403499999999994,0.024863,
Uri,2016,C5,appartement,Standard product,0.13785,0.06462,0.054240000000000003,0.006,0.013000000000000001,,,0.14901585,0.06985422,0.05863344,0.006486,0.014053000000000001,
Schaffhausen,2018,C5,appartement,Standard product,0.13383,0.059980000000000006,0.05085,0.0,0.023,,,0.14467023,0.06483838,0.05496885,0.0,0.024863,
Neuchâtel,2013,C5,appartement,Standard product,0.15535,0.04855,0.0833,0.019,0.0045000000000000005,,,0.16793334999999998,0.05248255,0.0900473,0.020538999999999998,0.004864500000000001,
Neuchâtel,2026,C5,appartement,Standard product,0.206165,0.053239999999999996,0.12877,0.012,0.0115,0.000655,327.6,0.22286436499999998,0.057552439999999996,0.13920037,0.012972,0.0124315,0.000708055
Neuchâtel,2011,C5,appartement,Standard product,0.1736,0.05684,0.09327,0.0165,0.0045000000000000005,,,0.1876616,0.06144404,0.10082487,0.0178365,0.004864500000000001,
Basel Stadt,2013,C5,appartement,Standard product,0.17493999999999998,0.03529,0.08125,0.053899999999999997,0.0045000000000000005,,,0.18911013999999998,0.03814849,0.08783125,0.058265899999999995,0.004864500000000001,
Basel Stadt,2020,C5,appartement,Standard product,0.22016,0.07114,0.06755,0.05847,0.023,,,0.23799295999999998,0.07690233999999999,0.07302154999999999,0.06320607,0.024863,
Zug,2013,C5,appartement,Standard product,0.12801,0.04157,0.08194000000000001,0.0,0.0045000000000000005,,,0.13837881000000002,0.04493717,0.08857714000000001,0.0,0.004864500000000001,
Zug,2016,C5,appartement,Standard product,0.1252,0.04954,0.061059999999999996,0.0016,0.013000000000000001,,,0.1353412,0.05355274,0.06600586,0.0017296,0.014053000000000001,
Lucerne,2023,C5,appartement,Standard product,0.23637,0.05714,0.15052,0.00571,0.023,,,0.25551597,0.06176834,0.16271212,0.00617251,0.024863,
Lucerne,2022,C5,appartement,Standard product,0.14765,0.048780000000000004,0.07097,0.0049,0.023,,,0.15960965,0.05273118,0.07671857,0.005296899999999999,0.024863,
Basel Stadt,2017,C5,appartement,Standard product,0.21173999999999998,0.06958,0.06755,0.05961,0.015,,,0.22889094,0.07521598,0.07302154999999999,0.06443841,0.016215,
Lucerne,2017,C5,appartement,Standard product,0.13121,0.056749999999999995,0.0552,0.00426,0.015,,,0.14183801,0.06134674999999999,0.059671199999999994,0.004605059999999999,0.016215,
Uri,2015,C5,appartement,Standard product,0.14711,0.06552,0.06446,0.00613,0.011000000000000001,,,0.15902591,0.07082712,0.06968126,0.006626529999999999,0.011891,
Uri,2018,C5,appartement,Standard product,0.13885999999999998,0.06332,0.04754,0.005,0.023,,,0.15010765999999998,0.06844892,0.05139074,0.005405,0.024863,
Lucerne,2016,C5,appartement,Standard product,0.13319,0.056749999999999995,0.05918,0.00426,0.013000000000000001,,,0.14397839,0.06134674999999999,0.06397358,0.004605059999999999,0.014053000000000001,
Schaffhausen,2026,C5,appartement,Standard product,0.23854,0.09348000000000001,0.1199,0.0,0.023,0.00216,1080.0,0.25786174,0.10105188000000001,0.1296119,0.0,0.024863,0.00233496
Lucerne,2011,C5,appartement,Standard product,0.14455,0.056740000000000006,0.07905999999999999,0.00425,0.0045000000000000005,,,0.15625855,0.061335940000000005,0.08546385999999999,0.00459425,0.004864500000000001,
Schaffhausen,2016,C5,appartement,Standard product,0.12723,0.058005,0.056535,0.0,0.013000000000000001,,,0.13753563,0.062703405,0.061114335,0.0,0.014053000000000001,
Lucerne,2024,C5,appartement,Standard product,0.2397,0.07058,0.14083,0.00649,0.023,,,0.2591157,0.07629698,0.15223723,0.00701569,0.024863,
Basel Stadt,2026,C5,appartement,Standard product,0.26014,0.0867,0.09095,0.057859999999999995,0.023,0.0016300000000000002,816.0,0.28121134,0.09372269999999999,0.09831695,0.06254665999999999,0.024863,0.0017620300000000001
Basel Stadt,2015,C5,appartement,Standard product,0.19799,0.062240000000000004,0.06955,0.0552,0.011000000000000001,,,0.21402718999999998,0.06728144,0.07518355,0.059671199999999994,0.011891,
Appenzell Ausserrhoden,2024,C5,appartement,Standard product,0.25991,0.07695,0.15997,0.0,0.023,,,0.28096270999999995,0.08318295,0.17292757,0.0,0.024863,
Uri,2020,C5,appartement,Standard product,0.13726000000000002,0.06172,0.04754,0.005,0.023,,,0.14837806,0.06671932,0.05139074,0.005405,0.024863,
Basel Stadt,2025,C5,appartement,Standard product,0.26853,0.09615,0.09095,0.05843,0.023,,,0.29028093,0.10393814999999999,0.09831695,0.06316283,0.024863,
Basel Stadt,2019,C5,appartement,Standard product,0.22185,0.07194,0.06755,0.059359999999999996,0.023,,,0.23981984999999997,0.07776714,0.07302154999999999,0.06416815999999999,0.024863,
Basel Stadt,2011,C5,appartement,Standard product,0.17814,0.041890000000000004,0.08125,0.050499999999999996,0.0045000000000000005,,,0.19256933999999998,0.045283090000000005,0.08783125,0.05459049999999999,0.004864500000000001,
Appenzell Ausserrhoden,2014,C5,appartement,Standard product,0.10908,0.03914,0.06394,0.0,0.006,,,0.11791547999999999,0.04231034,0.06911914,0.0,0.006486,
Appenzell Ausserrhoden,2013,C5,appartement,Standard product,0.12219,0.03634,0.08134999999999999,0.0,0.0045000000000000005,,,0.13208739,0.03928354,0.08793934999999999,0.0,0.004864500000000001,
Basel Stadt,2022,C5,appartement,Standard product,0.22149000000000002,0.07234,0.06755,0.058600000000000006,0.023,,,0.23943069,0.07819954,0.07302154999999999,0.0633466,0.024863,
Zug,2014,C5,appartement,Standard product,0.12669,0.04785999999999999,0.07283,0.0,0.006,,,0.13695189,0.05173665999999999,0.07872923,0.0,0.006486,
Lucerne,2026,C5,appartement,Standard product,0.21383,0.06322,0.12,0.00644,0.023,0.00117,584.4,0.23115022999999998,0.06834082,0.12972,0.00696164,0.024863,0.00126477
Appenzell Ausserrhoden,2015,C5,appartement,Standard product,0.11381999999999999,0.0397,0.06312000000000001,0.0,0.011000000000000001,,,0.12303941999999998,0.042915699999999994,0.06823272000000001,0.0,0.011891,
Uri,2012,C5,appartement,Standard product,0.15624000000000002,0.07027,0.07797,0.0034999999999999996,0.0045000000000000005,,,0.16889544,0.07596187,0.08428556999999999,0.0037834999999999995,0.004864500000000001,
Basel Landschaft,2022,C5,appartement,Standard product,0.14163,0.04781,0.06843,0.0024,0.023,,,0.15310203,0.05168261,0.07397283,0.0025943999999999997,0.024863,
Appenzell Ausserrhoden,2022,C5,appartement,Standard product,0.14429,0.05167,0.06963,0.0,0.023,,,0.15597749,0.05585527,0.07527002999999999,0.0,0.024863,
Zug,2019,C5,appartement,Standard product,0.15818,0.064,0.06883,0.0023499999999999997,0.023,,,0.17099257999999998,0.069184,0.07440523,0.0025403499999999994,0.024863,
Basel Landschaft,2024,C5,appartement,Standard product,0.23556000000000002,0.07207,0.13849,0.002,0.023,,,0.25464036,0.07790767,0.14970769,0.002162,0.024863,
Basel Landschaft,2012,C5,appartement,Standard product,0.13424,0.04255,0.08488,0.0023,0.0045000000000000005,,,0.14511343999999998,0.04599655,0.09175528,0.0024863,0.004864500000000001,
Basel Landschaft,2015,C5,appartement,Standard product,0.12849,0.0449,0.06745,0.0051400000000000005,0.011000000000000001,,,0.13889769,0.0485369,0.07291344999999999,0.00555634,0.011891,
Schwyz,2026,C5,appartement,Standard product,0.25113,0.07038,0.13734,0.003,0.023,0.00108,540.0,0.27147153,0.07608078,0.14846453999999998,0.003243,0.024863,0.00116748
Appenzell Ausserrhoden,2025,C5,appartement,Standard product,0.23056000000000001,0.06437999999999999,0.14318,0.0,0.023,,,0.24923536000000002,0.06959478,0.15477758,0.0,0.024863,
Lucerne,2020,C5,appartement,Standard product,0.08079,0.0434,0.01113,0.0032600000000000003,0.023,,,0.08733399,0.0469154,0.012031529999999999,0.0035240600000000003,0.024863,
Basel Stadt,2023,C5,appartement,Standard product,0.25454,0.08380000000000001,0.08839999999999999,0.059340000000000004,0.023,,,0.27515774,0.09058780000000001,0.09556039999999999,0.06414654,0.024863,
Lucerne,2012,C5,appartement,Standard product,0.14004,0.05431,0.07905999999999999,0.00369,0.0045000000000000005,,,0.15138324,0.058709109999999995,0.08546385999999999,0.00398889,0.004864500000000001,
Basel Stadt,2021,C5,appartement,Standard product,0.22016,0.07114,0.06755,0.05847,0.023,,,0.23799295999999998,0.07690233999999999,0.07302154999999999,0.06320607,0.024863,
Basel Landschaft,2020,C5,appartement,Standard product,0.14496,0.04271,0.07698,0.00227,0.023,,,0.15670176,0.04616951,0.08321538,0.00245387,0.024863,
Schwyz,2017,C5,appartement,Standard product,0.12304999999999999,0.05573,0.05137,0.0017000000000000001,0.015,,,0.13301705,0.06024413,0.05553097,0.0018377,0.016215,
Appenzell Ausserrhoden,2017,C5,appartement,Standard product,0.12074,0.05578,0.049960000000000004,0.0,0.015,,,0.13051994,0.06029818,0.05400676,0.0,0.016215,
Uri,2011,C5,appartement,Standard product,0.15933999999999998,0.07336999999999999,0.07797,0.0034999999999999996,0.0045000000000000005,,,0.17224653999999998,0.07931296999999998,0.08428556999999999,0.0037834999999999995,0.004864500000000001,
Uri,2013,C5,appartement,Standard product,0.15718,0.06596,0.08058,0.00613,0.0045000000000000005,,,0.16991157999999998,0.07130276,0.08710698,0.006626529999999999,0.004864500000000001,
Lucerne,2025,C5,appartement,Standard product,0.18078,0.06616,0.085,0.00662,0.023,,,0.19542318,0.07151895999999999,0.09188500000000001,0.00715622,0.024863,
Schaffhausen,2015,C5,appartement,Standard product,0.13671,0.05589,0.06664500000000001,0.0,0.011000000000000001,,,0.14778350999999998,0.06041709,0.072043245,0.0,0.011891,
Schaffhausen,2020,C5,appartement,Standard product,0.14132999999999998,0.0603,0.05803,0.0,0.023,,,0.15277772999999997,0.0651843,0.06273042999999999,0.0,0.024863,
Uri,2019,C5,appartement,Standard product,0.13806,0.06251999999999999,0.04754,0.005,0.023,,,0.14924285999999998,0.06758411999999998,0.05139074,0.005405,0.024863,
Uri,2014,C5,appartement,Standard product,0.15381,0.06926,0.07214000000000001,0.0064,0.006,,,0.16626860999999998,0.07487006,0.07798334000000001,0.0069184,0.006486,
Zug,2024,C5,appartement,Standard product,0.29506,0.09856999999999999,0.16388999999999998,0.0096,0.023,,,0.31895986,0.10655416999999999,0.17716508999999997,0.010377599999999999,0.024863,
Basel Landschaft,2021,C5,appartement,Standard product,0.13496,0.04271,0.06698,0.00227,0.023,,,0.14589175999999998,0.04616951,0.07240537999999999,0.00245387,0.024863,
Basel Landschaft,2011,C5,appartement,Standard product,0.13736,0.04471,0.08705,0.0011,0.0045000000000000005,,,0.14848616,0.04833151,0.09410105,0.0011891,0.004864500000000001,
Schwyz,2018,C5,appartement,Standard product,0.1311,0.05493000000000001,0.05173,0.0017000000000000001,0.023,,,0.1417191,0.05937933000000001,0.05592013,0.0018377,0.024863,
Schwyz,2012,C5,appartement,Standard product,0.13044,0.04482,0.08032,0.0006,0.0045000000000000005,,,0.14100564,0.048450419999999994,0.08682592,0.0006485999999999999,0.004864500000000001,
Lucerne,2021,C5,appartement,Standard product,0.12034,0.0434,0.05069,0.0032600000000000003,0.023,,,0.13008754,0.0469154,0.05479589,0.0035240600000000003,0.024863,
Appenzell Ausserrhoden,2021,C5,appartement,Standard product,0.14150000000000001,0.04868,0.06983,0.0,0.023,,,0.1529615,0.05262308,0.07548623,0.0,0.024863,
Schwyz,2020,C5,appartement,Standard product,0.1417,0.04579,0.07058,0.0017000000000000001,0.023,,,0.1531777,0.04949898999999999,0.07629698,0.0018377,0.024863,
St Gallen,2014,C5,appartement,Standard product,0.12458999999999999,0.049394999999999994,0.06394,0.003,0.006,,,0.13468179,0.053395994999999995,0.06911914,0.003243,0.006486,
St Gallen,2018,C5,appartement,Standard product,0.13180999999999998,0.05055,0.04912,0.002,0.023,,,0.14248660999999999,0.05464454999999999,0.053098719999999995,0.002162,0.024863,
Schwyz,2023,C5,appartement,Standard product,0.26489,0.06534,0.15478999999999998,0.0034000000000000002,0.023,,,0.28634609,0.07063254,0.16732798999999998,0.0036754,0.024863,
Fribourg,2022,C5,appartement,Standard product,0.15214,0.04231,0.08682000000000001,0.0,0.023,,,0.16446333999999999,0.04573711,0.09385242,0.0,0.024863,
Appenzell Innerrhoden,2025,C5,appartement,Standard product,0.23309000000000002,0.07037,0.13971999999999998,0.0,0.023,,,0.25197029,0.07606997,0.15103731999999997,0.0,0.024863,
Fribourg,2021,C5,appartement,Standard product,0.15014,0.04031,0.08682000000000001,0.0,0.023,,,0.16230134,0.04357511,0.09385242,0.0,0.024863,
Appenzell Innerrhoden,2026,C5,appartement,Standard product,0.22179,0.0756,0.12239000000000001,0.0,0.023,0.0008,402.0,0.23975498999999997,0.0817236,0.13230359,0.0,0.024863,0.0008648
Schwyz,2013,C5,appartement,Standard product,0.13677,0.04584,0.08327,0.0006,0.0045000000000000005,,,0.14784837,0.04955304,0.09001487,0.0006485999999999999,0.004864500000000001,
Schwyz,2011,C5,appartement,Standard product,0.13152,0.0461,0.08032,0.0006,0.0045000000000000005,,,0.14217312,0.0498341,0.08682592,0.0006485999999999999,0.004864500000000001,
Appenzell Ausserrhoden,2011,C5,appartement,Standard product,0.12166,0.04429,0.07286,0.0,0.0045000000000000005,,,0.13151446,0.04787749,0.07876166,0.0,0.004864500000000001,
Glarus,2016,C5,appartement,Standard product,0.13162000000000001,0.05274,0.05349,0.003,0.013000000000000001,,,0.14228122,0.05701194,0.05782269,0.003243,0.014053000000000001,
Appenzell Ausserrhoden,2023,C5,appartement,Standard product,0.20594,0.06087,0.12207000000000001,0.0,0.023,,,0.22262114,0.06580047,0.13195767,0.0,0.024863,
Glarus,2011,C5,appartement,Standard product,0.13446999999999998,0.06748,0.06149,0.001,0.0045000000000000005,,,0.14536206999999998,0.07294587999999999,0.06647069,0.001081,0.004864500000000001,
Glarus,2023,C5,appartement,Standard product,0.19557,0.0694,0.106,0.003,0.023,,,0.21141116999999998,0.0750214,0.114586,0.003243,0.024863,
Bern,2023,C5,appartement,Standard product,0.18803999999999998,0.06707,0.09737,0.0006,0.023,,,0.20327123999999996,0.07250267,0.10525696999999999,0.0006485999999999999,0.024863,
St Gallen,2022,C5,appartement,Standard product,0.14614000000000002,0.052039999999999996,0.06963,0.0031,0.023,,,0.15797734000000002,0.05625523999999999,0.07527002999999999,0.0033510999999999997,0.024863,
Fribourg,2019,C5,appartement,Standard product,0.14837999999999998,0.03855,0.08682000000000001,0.0,0.023,,,0.16039878,0.04167255,0.09385242,0.0,0.024863,
Appenzell Innerrhoden,2021,C5,appartement,Standard product,0.13349,0.04398,0.06651,0.0,0.023,,,0.14430268999999998,0.047542379999999995,0.07189730999999999,0.0,0.024863,
Fribourg,2016,C5,appartement,Standard product,0.14425000000000002,0.04443,0.08682000000000001,0.0,0.013000000000000001,,,0.15593425000000002,0.048028829999999995,0.09385242,0.0,0.014053000000000001,
Fribourg,2011,C5,appartement,Standard product,0.1435,0.046349999999999995,0.09265000000000001,0.0,0.0045000000000000005,,,0.15512349999999997,0.05010434999999999,0.10015465000000001,0.0,0.004864500000000001,
Fribourg,2017,C5,appartement,Standard product,0.14507,0.043250000000000004,0.08682000000000001,0.0,0.015,,,0.15682067,0.04675325,0.09385242,0.0,0.016215,
Fribourg,2024,C5,appartement,Standard product,0.25354,0.061020000000000005,0.16952,0.0,0.023,,,0.27407674,0.06596262,0.18325112,0.0,0.024863,
Bern,2022,C5,appartement,Standard product,0.17992999999999998,0.05896,0.09737,0.0006,0.023,,,0.19450432999999998,0.06373576,0.10525696999999999,0.0006485999999999999,0.024863,
Appenzell Innerrhoden,2024,C5,appartement,Standard product,0.25065000000000004,0.07671,0.15093,0.0,0.023,,,0.27095265,0.08292350999999999,0.16315533000000002,0.0,0.024863,
Bern,2012,C5,appartement,Standard product,0.14879,0.05236,0.09133,0.0006,0.0045000000000000005,,,0.16084199,0.05660116,0.09872772999999999,0.0006485999999999999,0.004864500000000001,
Bern,2017,C5,appartement,Standard product,0.16289,0.06889,0.0784,0.0006,0.015,,,0.17608409,0.07447009,0.08475039999999999,0.0006485999999999999,0.016215,
Fribourg,2020,C5,appartement,Standard product,0.15014,0.04031,0.08682000000000001,0.0,0.023,,,0.16230134,0.04357511,0.09385242,0.0,0.024863,
Bern,2018,C5,appartement,Standard product,0.17504999999999998,0.06305,0.08839999999999999,0.0006,0.023,,,0.18922904999999998,0.06815705,0.09556039999999999,0.0006485999999999999,0.024863,
Schwyz,2016,C5,appartement,Standard product,0.12525,0.05623,0.05542,0.003,0.013000000000000001,,,0.13539525,0.06078463,0.05990901999999999,0.003243,0.014053000000000001,
Basel Landschaft,2023,C5,appartement,Standard product,0.22849,0.052750000000000005,0.15087,0.00187,0.023,,,0.24699769,0.057022750000000004,0.16309047,0.00202147,0.024863,
Glarus,2022,C5,appartement,Standard product,0.14564,0.056319999999999995,0.0565,0.003,0.023,,,0.15743684,0.06088191999999999,0.0610765,0.003243,0.024863,
Appenzell Innerrhoden,2017,C5,appartement,Standard product,0.10361000000000001,0.04532,0.043289999999999995,0.0,0.015,,,0.11200241000000001,0.04899092,0.046796489999999996,0.0,0.016215,
Basel Landschaft,2025,C5,appartement,Standard product,0.22069,0.05781,0.13796,0.00193,0.023,,,0.23856588999999997,0.06249261,0.14913476,0.00208633,0.024863,
Basel Landschaft,2019,C5,appartement,Standard product,0.14465999999999998,0.04351,0.07378,0.00437,0.023,,,0.15637745999999997,0.047034309999999996,0.07975618,0.004723969999999999,0.024863,
Schwyz,2015,C5,appartement,Standard product,0.13767,0.05713,0.06667,0.0016,0.011000000000000001,,,0.14882126999999998,0.06175753,0.07207026999999999,0.0017296,0.011891,
Appenzell Ausserrhoden,2018,C5,appartement,Standard product,0.13180999999999998,0.05969,0.04912,0.0,0.023,,,0.14248660999999999,0.06452489,0.053098719999999995,0.0,0.024863,
Bern,2015,C5,appartement,Standard product,0.15682000000000001,0.056799999999999996,0.08840999999999999,0.0006,0.011000000000000001,,,0.16952242,0.06140079999999999,0.09557120999999999,0.0006485999999999999,0.011891,
Appenzell Innerrhoden,2018,C5,appartement,Standard product,0.1153,0.04452,0.047779999999999996,0.0,0.023,,,0.1246393,0.048126119999999994,0.05165018,0.0,0.024863,
Jura,2011,C5,appartement,Standard product,0.15176,0.05534,0.09133,0.0006,0.0045000000000000005,,,0.16405256000000001,0.05982254,0.09872772999999999,0.0006485999999999999,0.004864500000000001,
Jura,2020,C5,appartement,Standard product,0.17263,0.060629999999999996,0.08839999999999999,0.0006,0.023,,,0.18661303,0.06554103,0.09556039999999999,0.0006485999999999999,0.024863,
Schwyz,2022,C5,appartement,Standard product,0.15445,0.05432000000000001,0.07654,0.004,0.023,,,0.16696045,0.05871992000000001,0.08273973999999999,0.004324,0.024863,
Bern,2014,C5,appartement,Standard product,0.15195,0.05692,0.08779999999999999,0.0006,0.006,,,0.16425794999999999,0.06153052,0.09491179999999999,0.0006485999999999999,0.006486,
Glarus,2025,C5,appartement,Standard product,0.20837,0.0702,0.11199999999999999,0.003,0.023,,,0.22524797,0.0758862,0.12107199999999999,0.003243,0.024863,
Appenzell Ausserrhoden,2019,C5,appartement,Standard product,0.13912000000000002,0.058890000000000005,0.057229999999999996,0.0,0.023,,,0.15038872000000003,0.06366009,0.06186562999999999,0.0,0.024863,
Basel Landschaft,2013,C5,appartement,Standard product,0.12625999999999998,0.04105,0.07831,0.0024,0.0045000000000000005,,,0.13648705999999997,0.04437505,0.08465311,0.0025943999999999997,0.004864500000000001,
Basel Landschaft,2018,C5,appartement,Standard product,0.14559,0.04431,0.07378,0.0045000000000000005,0.023,,,0.15738279,0.04789911,0.07975618,0.004864500000000001,0.024863,
Appenzell Ausserrhoden,2020,C5,appartement,Standard product,0.14573,0.05659,0.06614,0.0,0.023,,,0.15753413,0.06117379,0.07149734,0.0,0.024863,
St Gallen,2015,C5,appartement,Standard product,0.12497,0.049574999999999994,0.06312000000000001,0.003,0.011000000000000001,,,0.13509257,0.053590574999999994,0.06823272000000001,0.003243,0.011891,
Glarus,2017,C5,appartement,Standard product,0.13241,0.05572,0.055475000000000003,0.003,0.015,,,0.14313520999999998,0.06023331999999999,0.059968475,0.003243,0.016215,
Glarus,2020,C5,appartement,Standard product,0.14543,0.05832,0.059000000000000004,0.003,0.023,,,0.15720983,0.06304391999999999,0.063779,0.003243,0.024863,
Basel Landschaft,2026,C5,appartement,Standard product,0.21364,0.06159,0.12639,0.0017100000000000001,0.023,0.00096,480.0,0.23094483999999998,0.06657879,0.13662759,0.00184851,0.024863,0.00103776
Schwyz,2024,C5,appartement,Standard product,0.2924,0.08338,0.18710000000000002,0.0016,0.023,,,0.3160844,0.09013378,0.20225510000000002,0.0017296,0.024863,
Zug,2018,C5,appartement,Standard product,0.15622999999999998,0.06549,0.06539,0.0023499999999999997,0.023,,,0.16888462999999998,0.07079469000000001,0.07068659000000001,0.0025403499999999994,0.024863,
Basel Landschaft,2014,C5,appartement,Standard product,0.12939,0.045899999999999996,0.07385,0.00364,0.006,,,0.13987059,0.04961789999999999,0.07983185,0.00393484,0.006486,
Appenzell Ausserrhoden,2026,C5,appartement,Standard product,0.20876999999999998,0.06424,0.12036,0.0,0.023,0.00117,584.4,0.22568036999999996,0.06944344000000001,0.13010916,0.0,0.024863,0.00126477
Zug,2012,C5,appartement,Standard product,0.13044,0.04372,0.08223000000000001,0.0,0.0045000000000000005,,,0.14100564,0.04726132,0.08889063000000001,0.0,0.004864500000000001,
Basel Landschaft,2016,C5,appartement,Standard product,0.12401999999999999,0.044000000000000004,0.06257,0.00445,0.013000000000000001,,,0.13406562,0.047564,0.06763817,0.00481045,0.014053000000000001,
Bern,2013,C5,appartement,Standard product,0.14438,0.05086,0.08842,0.0006,0.0045000000000000005,,,0.15607478,0.05497966,0.09558201999999999,0.0006485999999999999,0.004864500000000001,
