canton,building_type,scenario,year,price_ttc_chf_kwh
St Gallen,appartement,pessimistic,2043,0.55965327122486
St Gallen,appartement,pessimistic,2044,0.5848625320284292
St Gallen,appartement,pessimistic,2045,0.6112073295346991
St Gallen,appartement,pessimistic,2046,0.6387388133435422
St Gallen,appartement,pessimistic,2047,0.6675104370592375
St Gallen,appartement,pessimistic,2048,0.6975780620730289
St Gallen,appartement,pessimistic,2049,0.7290000660205084
St Gallen,appartement,pessimistic,2050,0.7618374561244007
St Gallen,appartement,pessimistic,2051,0.7961539876428081
Thurgau,appartement,pessimistic,2026,0.2763036
Thurgau,appartement,pessimistic,2027,0.28874953728206126
Thurgau,appartement,pessimistic,2028,0.3017560946748595
Thurgau,appartement,pessimistic,2029,0.31534852498992977
Thurgau,appartement,pessimistic,2030,0.32955321853722774
Thurgau,appartement,pessimistic,2031,0.34439775436309394
Thurgau,appartement,pessimistic,2032,0.35991095379620236
Thurgau,appartement,pessimistic,2033,0.37612293640545685
Thurgau,appartement,pessimistic,2034,0.3930651784784775
Thurgau,appartement,pessimistic,2035,0.4107705741342177
Thurgau,appartement,pessimistic,2036,0.42927349918836394
Thurgau,appartement,pessimistic,2037,0.4486098778955157
Thurgau,appartement,pessimistic,2038,0.46881725269772884
Thurgau,appartement,pessimistic,2039,0.4899348571148418
Thurgau,appartement,pessimistic,2040,0.5120036919181054
Thurgau,appartement,pessimistic,2041,0.5350666047350089
Thurgau,appartement,pessimistic,2042,0.5591683732398616
Thurgau,appartement,pessimistic,2043,0.5843557920916449
Thurgau,appartement,pessimistic,2044,0.6106777637879307
Thurgau,appartement,pessimistic,2045,0.6381853936112628
Thurgau,appartement,pessimistic,2046,0.6669320888523433
Thurgau,appartement,pessimistic,2047,0.69697366250267
Thurgau,appartement,pessimistic,2048,0.7283684416179504
Thurgau,appartement,pessimistic,2049,0.7611773805626828
Thurgau,appartement,pessimistic,2050,0.7954641793557744
Thurgau,appartement,pessimistic,2051,0.8312954073469709
Ticino,appartement,pessimistic,2026,0.283189894863271
Ticino,appartement,pessimistic,2027,0.29594602135015646
Ticino,appartement,pessimistic,2028,0.3092767402427067
Ticino,appartement,pessimistic,2029,0.32320793372647266
Ticino,appartement,pessimistic,2030,0.3377666498352179
Ticino,appartement,pessimistic,2031,0.35298115496588256
Ticino,appartement,pessimistic,2032,0.368880988759054
Ticino,appartement,pessimistic,2033,0.385497021451498
Ticino,appartement,pessimistic,2034,0.4028615138120999
Ticino,appartement,pessimistic,2035,0.4210081797775874
Ticino,appartement,pessimistic,2036,0.43997225190964306
Ticino,appartement,pessimistic,2037,0.45979054980049466
Ticino,appartement,pessimistic,2038,0.48050155155979657
Ticino,appartement,pessimistic,2039,0.5021454685215965
Ticino,appartement,pessimistic,2040,0.5247643233164349
Ticino,appartement,pessimistic,2041,0.5484020314601568
Ticino,appartement,pessimistic,2042,0.5731044866178462
Ticino,appartement,pessimistic,2043,0.5989196497084236
Ticino,appartement,pessimistic,2044,0.625897642022911
Ticino,appartement,pessimistic,2045,0.654090842537154
Ticino,appartement,pessimistic,2046,0.6835539896079417
Ticino,appartement,pessimistic,2047,0.7143442872499673
Ticino,appartement,pessimistic,2048,0.746521516199977
Ticino,appartement,pessimistic,2049,0.780148149983736
Ticino,appartement,pessimistic,2050,0.8152894762111675
Ticino,appartement,pessimistic,2051,0.8520137233351602
Uri,appartement,pessimistic,2026,0.2515761718152938
Uri,appartement,pessimistic,2027,0.26290827626877983
Uri,appartement,pessimistic,2028,0.2747508288716995
Uri,appartement,pessimistic,2029,0.2871268224683502
Uri,appartement,pessimistic,2030,0.30006028560252085
Uri,appartement,pessimistic,2031,0.3135763291699821
Uri,appartement,pessimistic,2032,0.32770119517241064
Uri,appartement,pessimistic,2033,0.3424623076674066
Uri,appartement,pessimistic,2034,0.35788832601352494
Uri,appartement,pessimistic,2035,0.3740092005136988
Uri,appartement,pessimistic,2036,0.3908562305650894
Uri,appartement,pessimistic,2037,0.40846212542826166
Uri,appartement,pessimistic,2038,0.42686106773367355
Uri,appartement,pessimistic,2039,0.4460887798487782
Uri,appartement,pessimistic,2040,0.4661825932345942
Uri,appartement,pessimistic,2041,0.48718152092640304
Uri,appartement,pessimistic,2042,0.5091263332792977
Uri,appartement,pessimistic,2043,0.5320596371256464
Uri,appartement,pessimistic,2044,0.5560259584981587
Uri,appartement,pessimistic,2045,0.581071829079165
Uri,appartement,pessimistic,2046,0.6072458765439536
Uri,appartement,pessimistic,2047,0.6345989189735722
Uri,appartement,pessimistic,2048,0.6631840635204004
Uri,appartement,pessimistic,2049,0.6930568095180547
Uri,appartement,pessimistic,2050,0.7242751562358217
Uri,appartement,pessimistic,2051,0.7568997154868276
Valais,appartement,pessimistic,2026,0.26367036956782725
Valais,appartement,pessimistic,2027,0.2755472502265632
Valais,appartement,pessimistic,2028,0.28795911816662717
Valais,appartement,pessimistic,2029,0.30093007158344665
Valais,appartement,pessimistic,2030,0.3144852941618488
Valais,appartement,pessimistic,2031,0.3286511039713083
Valais,appartement,pessimistic,2032,0.3434550045636535
Valais,appartement,pessimistic,2033,0.3589257383724397
Valais,appartement,pessimistic,2034,0.3750933425176659
Valais,appartement,pessimistic,2035,0.39198920712418434
Valais,appartement,pessimistic,2036,0.4096461362670277
Valais,appartement,pessimistic,2037,0.4280984116619852
Valais,appartement,pessimistic,2038,0.44738185922508295
Valais,appartement,pessimistic,2039,0.46753391863019883
Valais,appartement,pessimistic,2040,0.4885937159998597
Valais,appartement,pessimistic,2041,0.5106021398703541
Valais,appartement,pessimistic,2042,0.5336019205786501
Valais,appartement,pessimistic,2043,0.5576377132252509
Valais,appartement,pessimistic,2044,0.5827561843740654
Valais,appartement,pessimistic,2045,0.6090061026576238
Valais,appartement,pessimistic,2046,0.6364384334635539
Valais,appartement,pessimistic,2047,0.6651064378861554
Valais,appartement,pessimistic,2048,0.6950657761351913
Valais,appartement,pessimistic,2049,0.7263746156026678
Valais,appartement,pessimistic,2050,0.7590937437974224
Valais,appartement,pessimistic,2051,0.793286686366784
Vaud,appartement,pessimistic,2026,0.2917115712797406
Vaud,appartement,pessimistic,2027,0.30485155179609724
Vaud,appartement,pessimistic,2028,0.3185834152028473
Vaud,appartement,pessimistic,2029,0.3329338225255153
Vaud,appartement,pessimistic,2030,0.3479306357202384
Vaud,appartement,pessimistic,2031,0.36360297176899714
Vaud,appartement,pessimistic,2032,0.3799812592115352
Vaud,appartement,pessimistic,2033,0.39709729722372705
Vaud,appartement,pessimistic,2034,0.4149843173570969
Vaud,appartement,pessimistic,2035,0.4336770480593587
Vaud,appartement,pessimistic,2036,0.45321178210124696
Vaud,appartement,pessimistic,2037,0.47362644704055057
Vaud,appartement,pessimistic,2038,0.49496067886015854
Vaud,appartement,pessimistic,2039,0.5172558989230894
Vaud,appartement,pessimistic,2040,0.5405553943939158
Vaud,appartement,pessimistic,2041,0.5649044022827258
Vaud,appartement,pessimistic,2042,0.5903501972747967
Vaud,appartement,pessimistic,2043,0.6169421835165056
Vaud,appartement,pessimistic,2044,0.6447319905356845
Vaud,appartement,pessimistic,2045,0.6737735734826519
Vaud,appartement,pessimistic,2046,0.7041233178865446
Vaud,appartement,pessimistic,2047,0.7358401491303389
Vaud,appartement,pessimistic,2048,0.7689856468571106
Vaud,appartement,pessimistic,2049,0.8036241645296598
Vaud,appartement,pessimistic,2050,0.8398229543756303
Vaud,appartement,pessimistic,2051,0.8776522979607103
Zug,appartement,pessimistic,2026,0.2653797643906135
Zug,appartement,pessimistic,2027,0.2773336437592999
Zug,appartement,pessimistic,2028,0.28982597877206767
Zug,appartement,pessimistic,2029,0.30288102385475635
Zug,appartement,pessimistic,2030,0.31652412595991464
Zug,appartement,pessimistic,2031,0.33078177377903967
Zug,appartement,pessimistic,2032,0.34568164917155325
Zug,appartement,pessimistic,2033,0.36125268091036766
Zug,appartement,pessimistic,2034,0.3775251008483886
Zug,appartement,pessimistic,2035,0.3945305026150066
Zug,appartement,pessimistic,2036,0.41230190295653857
Zug,appartement,pessimistic,2037,0.43087380583971346
Zug,appartement,pessimistic,2038,0.4502822694426638
Zug,appartement,pessimistic,2039,0.4705649761634869
Zug,appartement,pessimistic,2040,0.49176130578230276
Zug,appartement,pessimistic,2041,0.5139124119188537
Zug,appartement,pessimistic,2042,0.537061301934094
Zug,appartement,pessimistic,2043,0.5612529204308994
Zug,appartement,pessimistic,2044,0.58653423651602
Zug,appartement,pessimistic,2045,0.612954334992696
Zug,appartement,pessimistic,2046,0.6405645116609939
Zug,appartement,pessimistic,2047,0.6694183729108906
Zug,appartement,pessimistic,2048,0.6995719398014721
Zug,appartement,pessimistic,2049,0.731083756828319
Zug,appartement,pessimistic,2050,0.7640150055902571
Zug,appartement,pessimistic,2051,0.7984296235761613
Zurich,appartement,pessimistic,2026,0.2526970761125414
Zurich,appartement,pessimistic,2027,0.26407967105758356
Zurich,appartement,pessimistic,2028,0.27597498846730995
Zurich,appartement,pessimistic,2029,0.28840612363124457
Zurich,appartement,pessimistic,2030,0.3013972121529898
Zurich,appartement,pessimistic,2031,0.3149734768105775
Zurich,appartement,pessimistic,2032,0.3291612765276179
Zurich,appartement,pessimistic,2033,0.3439881575503262
Zurich,appartement,pessimistic,2034,0.35948290692978846
Zurich,appartement,pessimistic,2035,0.375675608413306
Zurich,appartement,pessimistic,2036,0.392597700853333
Zurich,appartement,pessimistic,2037,0.4102820392474113
Zurich,appartement,pessimistic,2038,0.4287629585276143
Zurich,appartement,pessimistic,2039,0.4480763402233495
Zurich,appartement,pessimistic,2040,0.46825968212694896
Zurich,appartement,pessimistic,2041,0.48935217109730617
Zurich,appartement,pessimistic,2042,0.5113947591429111
Zurich,appartement,pessimistic,2043,0.5344302429320024
Zurich,appartement,pessimistic,2044,0.5585033468842074
Zurich,appartement,pessimistic,2045,0.5836608100049999
Zurich,appartement,pessimistic,2046,0.6099514766315633
Zurich,appartement,pessimistic,2047,0.6374263912662519
Zurich,appartement,pessimistic,2048,0.6661388976817688
Zurich,appartement,pessimistic,2049,0.696144742490482
Zurich,appartement,pessimistic,2050,0.7275021833789586
Zurich,appartement,pessimistic,2051,0.7602721022178633
Aargau,maison_individuelle,pessimistic,2026,0.292286185
Aargau,maison_individuelle,pessimistic,2027,0.3047671507859306
Aargau,maison_individuelle,pessimistic,2028,0.3177810685721399
Aargau,maison_individuelle,pessimistic,2029,0.33135069603936124
Aargau,maison_individuelle,pessimistic,2030,0.345499762648211
Aargau,maison_individuelle,pessimistic,2031,0.36025301113533825
Aargau,maison_individuelle,pessimistic,2032,0.3756362407815107
Aargau,maison_individuelle,pessimistic,2033,0.3916763525272972
Aargau,maison_individuelle,pessimistic,2034,0.4084013960152448
Aargau,maison_individuelle,pessimistic,2035,0.42584061864081146
Aargau,maison_individuelle,pessimistic,2036,0.4440245166978322
Aargau,maison_individuelle,pessimistic,2037,0.46298488870795657
Aargau,maison_individuelle,pessimistic,2038,0.4827548910273166
Aargau,maison_individuelle,pessimistic,2039,0.5033690958276653
Aargau,maison_individuelle,pessimistic,2040,0.5248635515533778
Aargau,maison_individuelle,pessimistic,2041,0.5472758459600386
Aargau,maison_individuelle,pessimistic,2042,0.5706451718448508
Aargau,maison_individuelle,pessimistic,2043,0.5950123955838108
Aargau,maison_individuelle,pessimistic,2044,0.6204201285955033
Aargau,maison_individuelle,pessimistic,2045,0.6469128018564826
Aargau,maison_individuelle,pessimistic,2046,0.6745367435985504
Aargau,maison_individuelle,pessimistic,2047,0.7033402603237989
Aargau,maison_individuelle,pessimistic,2048,0.7333737212790913
Aargau,maison_individuelle,pessimistic,2049,0.7646896465377037
Aargau,maison_individuelle,pessimistic,2050,0.7973427988421563
Aargau,maison_individuelle,pessimistic,2051,0.8313902793688432
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2026,0.2917119838103542
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2027,0.30416843052638004
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2028,0.317156782249401
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2029,0.33069975195229895
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2030,0.34482102247876045
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2031,0.3595452879579073
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2032,0.37489829698738025
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2033,0.3909068976603924
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2034,0.40759908451549004
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2035,0.4250040474911246
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2036,0.4431522229706422
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2037,0.4620753470069551
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2038,0.4818065108199688
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2039,0.5023802186638159
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2040,0.5238324481650884
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2041,0.546200713237585
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2042,0.5695241296835905
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2043,0.5938434835964098
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2044,0.6192013026837698
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2045,0.6456419306368145
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2046,0.6732116046747451
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2047,0.7019585364007073
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2048,0.7319329961103208
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2049,0.7631874007002831
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2050,0.7957764053307742
Appenzell Ausserrhoden,maison_individuelle,pessimistic,2051,0.8297569990019538
Appenzell Innerrhoden,maison_individuelle,pessimistic,2026,0.2737322145843285
Appenzell Innerrhoden,maison_individuelle,pessimistic,2027,0.2854209038897571
Appenzell Innerrhoden,maison_individuelle,pessimistic,2028,0.2976087140527227
Appenzell Innerrhoden,maison_individuelle,pessimistic,2029,0.31031695812415167
Appenzell Innerrhoden,maison_individuelle,pessimistic,2030,0.3235678592474518
Appenzell Innerrhoden,maison_individuelle,pessimistic,2031,0.33738458952053757
Appenzell Innerrhoden,maison_individuelle,pessimistic,2032,0.3517913105173102
Appenzell Innerrhoden,maison_individuelle,pessimistic,2033,0.3668132155394523
Appenzell Innerrhoden,maison_individuelle,pessimistic,2034,0.3824765736724242
Appenzell Innerrhoden,maison_individuelle,pessimistic,2035,0.3988087757227042
Appenzell Innerrhoden,maison_individuelle,pessimistic,2036,0.4158383821166018
Appenzell Innerrhoden,maison_individuelle,pessimistic,2037,0.43359517284440874
Appenzell Innerrhoden,maison_individuelle,pessimistic,2038,0.4521101995372226
Appenzell Innerrhoden,maison_individuelle,pessimistic,2039,0.47141583976751383
Appenzell Innerrhoden,maison_individuelle,pessimistic,2040,0.4915458536683901
Appenzell Innerrhoden,maison_individuelle,pessimistic,2041,0.5125354429705709
Appenzell Innerrhoden,maison_individuelle,pessimistic,2042,0.5344213125603104
Appenzell Innerrhoden,maison_individuelle,pessimistic,2043,0.5572417346659168
Appenzell Innerrhoden,maison_individuelle,pessimistic,2044,0.5810366157851115
Appenzell Innerrhoden,maison_individuelle,pessimistic,2045,0.6058475664702657
Appenzell Innerrhoden,maison_individuelle,pessimistic,2046,0.6317179740935501
Appenzell Innerrhoden,maison_individuelle,pessimistic,2047,0.6586930787192409
Appenzell Innerrhoden,maison_individuelle,pessimistic,2048,0.6868200522158642
Appenzell Innerrhoden,maison_individuelle,pessimistic,2049,0.7161480807465225
Appenzell Innerrhoden,maison_individuelle,pessimistic,2050,0.7467284507816551
Appenzell Innerrhoden,maison_individuelle,pessimistic,2051,0.7786146387846454
Basel Landschaft,maison_individuelle,pessimistic,2026,0.32290134040271273
Basel Landschaft,maison_individuelle,pessimistic,2027,0.3366896095328374
Basel Landschaft,maison_individuelle,pessimistic,2028,0.35106665406218346
Basel Landschaft,maison_individuelle,pessimistic,2029,0.3660576153966415
Basel Landschaft,maison_individuelle,pessimistic,2030,0.3816887085098683
Basel Landschaft,maison_individuelle,pessimistic,2031,0.3979872677859001
Basel Landschaft,maison_individuelle,pessimistic,2032,0.4149817948193
Basel Landschaft,maison_individuelle,pessimistic,2033,0.43270200825642763
Basel Landschaft,maison_individuelle,pessimistic,2034,0.45117889576499026
Basel Landschaft,maison_individuelle,pessimistic,2035,0.4704447682227556
Basel Landschaft,maison_individuelle,pessimistic,2036,0.4905333162201858
Basel Landschaft,maison_individuelle,pessimistic,2037,0.5114796689758018
Basel Landschaft,maison_individuelle,pessimistic,2038,0.5333204557673024
Basel Landschaft,maison_individuelle,pessimistic,2039,0.5560938699858657
Basel Landschaft,maison_individuelle,pessimistic,2040,0.5798397359256444
Basel Landschaft,maison_individuelle,pessimistic,2041,0.6045995784252515
Basel Landschaft,maison_individuelle,pessimistic,2042,0.63041669548302
Basel Landschaft,maison_individuelle,pessimistic,2043,0.6573362339730209
Basel Landschaft,maison_individuelle,pessimistic,2044,0.6854052685942424
Basel Landschaft,maison_individuelle,pessimistic,2045,0.7146728841909951
Basel Landschaft,maison_individuelle,pessimistic,2046,0.7451902615884939
Basel Landschaft,maison_individuelle,pessimistic,2047,0.7770107670937222
Basel Landschaft,maison_individuelle,pessimistic,2048,0.8101900458180876
Basel Landschaft,maison_individuelle,pessimistic,2049,0.8447861189850665
Basel Landschaft,maison_individuelle,pessimistic,2050,0.8808594853929989
Basel Landschaft,maison_individuelle,pessimistic,2051,0.9184732272104661
Basel Stadt,maison_individuelle,pessimistic,2026,0.33901317386805097
Basel Stadt,maison_individuelle,pessimistic,2027,0.3534894373425867
Basel Stadt,maison_individuelle,pessimistic,2028,0.36858385438854013
Basel Stadt,maison_individuelle,pessimistic,2029,0.38432282089450004
Basel Stadt,maison_individuelle,pessimistic,2030,0.40073385988471644
Basel Stadt,maison_individuelle,pessimistic,2031,0.4178456696491261
Basel Stadt,maison_individuelle,pessimistic,2032,0.4356881739285877
Basel Stadt,maison_individuelle,pessimistic,2033,0.4542925742430853
Basel Stadt,maison_individuelle,pessimistic,2034,0.47369140445440805
Basel Stadt,maison_individuelle,pessimistic,2035,0.49391858765872165
Basel Stadt,maison_individuelle,pessimistic,2036,0.5150094955085185
Basel Stadt,maison_individuelle,pessimistic,2037,0.5370010100676866
Basel Stadt,maison_individuelle,pessimistic,2038,0.5599315883078624
Basel Stadt,maison_individuelle,pessimistic,2039,0.583841329358854
Basel Stadt,maison_individuelle,pessimistic,2040,0.6087720446307376
Basel Stadt,maison_individuelle,pessimistic,2041,0.6347673309302501
Basel Stadt,maison_individuelle,pessimistic,2042,0.6618726466993377
Basel Stadt,maison_individuelle,pessimistic,2043,0.6901353915091814
Basel Stadt,maison_individuelle,pessimistic,2044,0.719604988948711
Basel Stadt,maison_individuelle,pessimistic,2045,0.7503329730525572
Basel Stadt,maison_individuelle,pessimistic,2046,0.7823730784195781
Basel Stadt,maison_individuelle,pessimistic,2047,0.8157813341795552
Basel Stadt,maison_individuelle,pessimistic,2048,0.850616161972377
Basel Stadt,maison_individuelle,pessimistic,2049,0.8869384781110506
Basel Stadt,maison_individuelle,pessimistic,2050,0.9248118001071942
Basel Stadt,maison_individuelle,pessimistic,2051,0.9643023577452939
Bern,maison_individuelle,pessimistic,2026,0.3058826688529807
Bern,maison_individuelle,pessimistic,2027,0.31894422057997457
Bern,maison_individuelle,pessimistic,2028,0.33256351601358863
Bern,maison_individuelle,pessimistic,2029,0.34676437146973815
Bern,maison_individuelle,pessimistic,2030,0.3615716202491957
Bern,maison_individuelle,pessimistic,2031,0.37701115606404684
Bern,maison_individuelle,pessimistic,2032,0.39310997831850786
Bern,maison_individuelle,pessimistic,2033,0.40989623932328717
Bern,maison_individuelle,pessimistic,2034,0.4273992935260562
Bern,maison_individuelle,pessimistic,2035,0.4456497488441193
Bern,maison_individuelle,pessimistic,2036,0.46467952018904973
Bern,maison_individuelle,pessimistic,2037,0.48452188527689055
Bern,maison_individuelle,pessimistic,2038,0.5052115428215175
Bern,maison_individuelle,pessimistic,2039,0.5267846732129268
Bern,maison_individuelle,pessimistic,2040,0.5492790017865581
Bern,maison_individuelle,pessimistic,2041,0.5727338647942919
Bern,maison_individuelle,pessimistic,2042,0.5971902781924872
Bern,maison_individuelle,pessimistic,2043,0.6226910093673486
Bern,maison_individuelle,pessimistic,2044,0.649280651923053
Bern,maison_individuelle,pessimistic,2045,0.6770057036634161
Bern,maison_individuelle,pessimistic,2046,0.7059146479034696
Bern,maison_individuelle,pessimistic,2047,0.7360580382531382
Bern,maison_individuelle,pessimistic,2048,0.7674885870212801
Bern,maison_individuelle,pessimistic,2049,0.8002612573946842
Bern,maison_individuelle,pessimistic,2050,0.8344333595532205
Bern,maison_individuelle,pessimistic,2051,0.8700646508892202
Fribourg,maison_individuelle,pessimistic,2026,0.28032492
Fribourg,maison_individuelle,pessimistic,2027,0.2922951256238605
Fribourg,maison_individuelle,pessimistic,2028,0.30477647318500406
Fribourg,maison_individuelle,pessimistic,2029,0.31779078904867936
Fribourg,maison_individuelle,pessimistic,2030,0.33136083159174534
Fribourg,maison_individuelle,pessimistic,2031,0.34551033100066914
Fribourg,maison_individuelle,pessimistic,2032,0.3602640307689456
Fribourg,maison_individuelle,pessimistic,2033,0.375647730966506
Fribourg,maison_individuelle,pessimistic,2034,0.3916883333567812
Fribourg,maison_individuelle,pessimistic,2035,0.40841388844031745
Fribourg,maison_individuelle,pessimistic,2036,0.42585364450720953
Fribourg,maison_individuelle,pessimistic,2037,0.44403809878413114
Fribourg,maison_individuelle,pessimistic,2038,0.46299905076540393
Fribourg,maison_individuelle,pessimistic,2039,0.48276965782136644
Fribourg,maison_individuelle,pessimistic,2040,0.5033844931812858
Fribourg,maison_individuelle,pessimistic,2041,0.5248796063922083
Fribourg,maison_individuelle,pessimistic,2042,0.5472925863594752
Fribourg,maison_individuelle,pessimistic,2043,0.5706626270791421
Fribourg,maison_individuelle,pessimistic,2044,0.5950305961772506
Fribourg,maison_individuelle,pessimistic,2045,0.6204391063758088
Fribourg,maison_individuelle,pessimistic,2046,0.6469325900104522
Fribourg,maison_individuelle,pessimistic,2047,0.674557376730098
Fribourg,maison_individuelle,pessimistic,2048,0.7033617745144662
Fribourg,maison_individuelle,pessimistic,2049,0.7333961541511449
Fribourg,maison_individuelle,pessimistic,2050,0.7647130373199252
Fribourg,maison_individuelle,pessimistic,2051,0.7973671884384431
Geneva,maison_individuelle,pessimistic,2026,0.253326945
Geneva,maison_individuelle,pessimistic,2027,0.2641443051608962
Geneva,maison_individuelle,pessimistic,2028,0.2754235793943382
Geneva,maison_individuelle,pessimistic,2029,0.2871844919775288
Geneva,maison_individuelle,pessimistic,2030,0.29944760943763526
Geneva,maison_individuelle,pessimistic,2031,0.31223437651685876
Geneva,maison_individuelle,pessimistic,2032,0.3255671536732553
Geneva,maison_individuelle,pessimistic,2033,0.3394692561828854
Geneva,maison_individuelle,pessimistic,2034,0.35396499491167244
Geneva,maison_individuelle,pessimistic,2035,0.369079718828267
Geneva,maison_individuelle,pessimistic,2036,0.3848398593322614
Geneva,maison_individuelle,pessimistic,2037,0.40127297647527077
Geneva,maison_individuelle,pessimistic,2038,0.4184078071557095
Geneva,maison_individuelle,pessimistic,2039,0.4362743153715415
Geneva,maison_individuelle,pessimistic,2040,0.4549037446188818
Geneva,maison_individuelle,pessimistic,2041,0.47432867252808136
Geneva,maison_individuelle,pessimistic,2042,0.4945830678328368
Geneva,maison_individuelle,pessimistic,2043,0.515702349771948
Geneva,maison_individuelle,pessimistic,2044,0.5377234500276022
Geneva,maison_individuelle,pessimistic,2045,0.560684877308495
Geneva,maison_individuelle,pessimistic,2046,0.5846267846907274
Geneva,maison_individuelle,pessimistic,2047,0.6095910398342389
Geneva,maison_individuelle,pessimistic,2048,0.6356212981975652
Geneva,maison_individuelle,pessimistic,2049,0.662763079378953
Geneva,maison_individuelle,pessimistic,2050,0.6910638467173296
Geneva,maison_individuelle,pessimistic,2051,0.7205730902923299
Glarus,maison_individuelle,pessimistic,2026,0.30098713320293935
Glarus,maison_individuelle,pessimistic,2027,0.3138396397677338
Glarus,maison_individuelle,pessimistic,2028,0.32724096356348514
Glarus,maison_individuelle,pessimistic,2029,0.3412145397350405
Glarus,maison_individuelle,pessimistic,2030,0.3557848041356488
Glarus,maison_individuelle,pessimistic,2031,0.3709772360583928
Glarus,maison_individuelle,pessimistic,2032,0.3868184027923043
Glarus,maison_individuelle,pessimistic,2033,0.40333600608107784
Glarus,maison_individuelle,pessimistic,2034,0.42055893056562654
Glarus,maison_individuelle,pessimistic,2035,0.4385172942951924
Glarus,maison_individuelle,pessimistic,2036,0.45724250139534034
Glarus,maison_individuelle,pessimistic,2037,0.47676729698493886
Glarus,maison_individuelle,pessimistic,2038,0.49712582443815956
Glarus,maison_individuelle,pessimistic,2039,0.5183536850916326
Glarus,maison_individuelle,pessimistic,2040,0.5404880005011676
Glarus,maison_individuelle,pessimistic,2041,0.5635674773569113
Glarus,maison_individuelle,pessimistic,2042,0.5876324751704578
Glarus,maison_individuelle,pessimistic,2043,0.6127250768522793
Glarus,maison_individuelle,pessimistic,2044,0.6388891623028968
Glarus,maison_individuelle,pessimistic,2045,0.6661704851464801
Glarus,maison_individuelle,pessimistic,2046,0.6946167527410639
Glarus,maison_individuelle,pessimistic,2047,0.7242777096052943
Glarus,maison_individuelle,pessimistic,2048,0.7552052244075962
Glarus,maison_individuelle,pessimistic,2049,0.7874533806698816
Glarus,maison_individuelle,pessimistic,2050,0.8210785713444124
Glarus,maison_individuelle,pessimistic,2051,0.856139597429208
Grisons,maison_individuelle,pessimistic,2026,0.27962161618029174
Grisons,maison_individuelle,pessimistic,2027,0.29156178989925435
Grisons,maison_individuelle,pessimistic,2028,0.30401182315764214
Grisons,maison_individuelle,pessimistic,2029,0.31699348756079865
Grisons,maison_individuelle,pessimistic,2030,0.3305294843873649
Grisons,maison_individuelle,pessimistic,2031,0.3446434842874285
Grisons,maison_individuelle,pessimistic,2032,0.3593601686758313
Grisons,maison_individuelle,pessimistic,2033,0.37470527289301936
Grisons,maison_individuelle,pessimistic,2034,0.390705631208913
Grisons,maison_individuelle,pessimistic,2035,0.40738922374849496
Grisons,maison_individuelle,pessimistic,2036,0.4247852254211768
Grisons,maison_individuelle,pessimistic,2037,0.44292405693950715
Grisons,maison_individuelle,pessimistic,2038,0.4618374380164389
Grisons,maison_individuelle,pessimistic,2039,0.481558442834183
Grisons,maison_individuelle,pessimistic,2040,0.5021215578816474
Grisons,maison_individuelle,pessimistic,2041,0.5235627422616037
Grisons,maison_individuelle,pessimistic,2042,0.5459194905730406
Grisons,maison_individuelle,pessimistic,2043,0.5692308984786684
Grisons,maison_individuelle,pessimistic,2044,0.5935377310722335
Grisons,maison_individuelle,pessimistic,2045,0.618882494165198
Grisons,maison_individuelle,pessimistic,2046,0.6453095086174454
Grisons,maison_individuelle,pessimistic,2047,0.6728649878419939
Grisons,maison_individuelle,pessimistic,2048,0.7015971186192543
Grisons,maison_individuelle,pessimistic,2049,0.7315561453621516
Grisons,maison_individuelle,pessimistic,2050,0.7627944579794663
Grisons,maison_individuelle,pessimistic,2051,0.7953666834910457
Jura,maison_individuelle,pessimistic,2026,0.2897759878767583
Jura,maison_individuelle,pessimistic,2027,0.30214976527672016
Jura,maison_individuelle,pessimistic,2028,0.3150519176061083
Jura,maison_individuelle,pessimistic,2029,0.32850500709931735
Jura,maison_individuelle,pessimistic,2030,0.3425325594248351
Jura,maison_individuelle,pessimistic,2031,0.35715910482501756
Jura,maison_individuelle,pessimistic,2032,0.3724102210125809
