canton,building_type,scenario,year,price_ttc_chf_kwh
Aargau,appartement,neutral,2026,0.25571055
Aargau,appartement,neutral,2027,0.26467177964894995
Aargau,appartement,neutral,2028,0.2739470504542824
Aargau,appartement,neutral,2029,0.2835473678083114
Aargau,appartement,neutral,2030,0.29348412278101615
Aargau,appartement,neutral,2031,0.30376910563589365
Aargau,appartement,neutral,2032,0.31441451981946716
Aargau,appartement,neutral,2033,0.32543299644104795
Aargau,appartement,neutral,2034,0.336837609259933
Aargau,appartement,neutral,2035,0.3486418901978197
Aargau,appartement,neutral,2036,0.36085984539484484
Aargau,appartement,neutral,2037,0.3735059718282977
Aargau,appartement,neutral,2038,0.386595274513727
Aargau,appartement,neutral,2039,0.4001432843088502
Aargau,appartement,neutral,2040,0.41416607634139124
Aargau,appartement,neutral,2041,0.42868028908271044
Aargau,appartement,neutral,2042,0.44370314408985984
Aargau,appartement,neutral,2043,0.45925246643948664
Aargau,appartement,neutral,2044,0.47534670587783173
Aargau,appartement,neutral,2045,0.49200495871191746
Aargau,appartement,neutral,2046,0.5092469904678996
Aargau,appartement,neutral,2047,0.527093259343468
Aargau,appartement,neutral,2048,0.5455649404821239
Aargau,appartement,neutral,2049,0.564683951098135
Aargau,appartement,neutral,2050,0.5844729764819794
Aargau,appartement,neutral,2051,0.6049554969171367
Appenzell Ausserrhoden,appartement,neutral,2026,0.2416791699999999
Appenzell Ausserrhoden,appartement,neutral,2027,0.25014867797977475
Appenzell Ausserrhoden,appartement,neutral,2028,0.2589149950118956
Appenzell Ausserrhoden,appartement,neutral,2029,0.26798852259946804
Appenzell Ausserrhoden,appartement,neutral,2030,0.27738002676031176
Appenzell Ausserrhoden,appartement,neutral,2031,0.2871006508011698
Appenzell Ausserrhoden,appartement,neutral,2032,0.2971619285395825
Appenzell Ausserrhoden,appartement,neutral,2033,0.3075757979891146
Appenzell Ausserrhoden,appartement,neutral,2034,0.31835461552417327
Appenzell Ausserrhoden,appartement,neutral,2035,0.3295111705412239
Appenzell Ausserrhoden,appartement,neutral,2036,0.3410587006338001
Appenzell Ausserrhoden,appartement,neutral,2037,0.35301090729931295
Appenzell Ausserrhoden,appartement,neutral,2038,0.36538197219629637
Appenzell Ausserrhoden,appartement,neutral,2039,0.3781865739713786
Appenzell Ausserrhoden,appartement,neutral,2040,0.39143990567594505
Appenzell Ausserrhoden,appartement,neutral,2041,0.40515769279315805
Appenzell Ausserrhoden,appartement,neutral,2042,0.4193562118967234
Appenzell Ausserrhoden,appartement,neutral,2043,0.43405230996354255
Appenzell Ausserrhoden,appartement,neutral,2044,0.4492634243631655
Appenzell Ausserrhoden,appartement,neutral,2045,0.46500760354776305
Appenzell Ausserrhoden,appartement,neutral,2046,0.48130352846716656
Appenzell Ausserrhoden,appartement,neutral,2047,0.49817053473438627
Appenzell Ausserrhoden,appartement,neutral,2048,0.515628635567907
Appenzell Ausserrhoden,appartement,neutral,2049,0.5336985455379835
Appenzell Ausserrhoden,appartement,neutral,2050,0.5524017051451112
Appenzell Ausserrhoden,appartement,neutral,2051,0.571760306259836
Appenzell Innerrhoden,appartement,neutral,2026,0.251164134134492
Appenzell Innerrhoden,appartement,neutral,2027,0.25996603724548545
Appenzell Innerrhoden,appartement,neutral,2028,0.2690763980056663
Appenzell Innerrhoden,appartement,neutral,2029,0.2785060261365394
Appenzell Innerrhoden,appartement,neutral,2030,0.28826611018010345
Appenzell Innerrhoden,appartement,neutral,2031,0.2983682307743981
Appenzell Innerrhoden,appartement,neutral,2032,0.308824374394285
Appenzell Innerrhoden,appartement,neutral,2033,0.3196469475737666
Appenzell Innerrhoden,appartement,neutral,2034,0.3308487916267178
Appenzell Innerrhoden,appartement,neutral,2035,0.34244319788349764
Appenzell Innerrhoden,appartement,neutral,2036,0.3544439234615187
Appenzell Innerrhoden,appartement,neutral,2037,0.3668652075884877
Appenzell Innerrhoden,appartement,neutral,2038,0.3797217884976841
Appenzell Innerrhoden,appartement,neutral,2039,0.3930289209153249
Appenzell Innerrhoden,appartement,neutral,2040,0.4068023941607628
Appenzell Innerrhoden,appartement,neutral,2041,0.42105855088099686
Appenzell Innerrhoden,appartement,neutral,2042,0.4358143064417224
Appenzell Innerrhoden,appartement,neutral,2043,0.4510871689979295
Appenzell Innerrhoden,appartement,neutral,2044,0.466895260267864
Appenzell Innerrhoden,appartement,neutral,2045,0.48325733703500007
Appenzell Innerrhoden,appartement,neutral,2046,0.5001928134035373
Appenzell Innerrhoden,appartement,neutral,2047,0.5177217838338284
Appenzell Innerrhoden,appartement,neutral,2048,0.5358650469850709
Appenzell Innerrhoden,appartement,neutral,2049,0.554644130393552
Appenzell Innerrhoden,appartement,neutral,2050,0.5740813160157281
Appenzell Innerrhoden,appartement,neutral,2051,0.5941996666664476
Basel Landschaft,appartement,neutral,2026,0.27835854314294944
Basel Landschaft,appartement,neutral,2027,0.2881134587295418
Basel Landschaft,appartement,neutral,2028,0.29821022974125283
Basel Landschaft,appartement,neutral,2029,0.30866083630550095
Basel Landschaft,appartement,neutral,2030,0.31947767838640273
Basel Landschaft,appartement,neutral,2031,0.3306735904977095
Basel Landschaft,appartement,neutral,2032,0.34226185693135025
Basel Landschaft,appartement,neutral,2033,0.35425622751964975
Basel Landschaft,appartement,neutral,2034,0.36667093394992506
Basel Landschaft,appartement,neutral,2035,0.37952070665081766
Basel Landschaft,appartement,neutral,2036,0.39282079227039707
Basel Landschaft,appartement,neutral,2037,0.40658697176677483
Basel Landschaft,appartement,neutral,2038,0.4208355791326938
Basel Landschaft,appartement,neutral,2039,0.4355835207763097
Basel Landschaft,appartement,neutral,2040,0.450848295581161
Basel Landschaft,appartement,neutral,2041,0.46664801566912945
Basel Landschaft,appartement,neutral,2042,0.4830014278910259
Basel Landschaft,appartement,neutral,2043,0.49992793607030206
Basel Landschaft,appartement,neutral,2044,0.5174476240262802
Basel Landschaft,appartement,neutral,2045,0.5355812794042184
Basel Landschaft,appartement,neutral,2046,0.5543504183404868
Basel Landschaft,appartement,neutral,2047,0.5737773109921219
Basel Landschaft,appartement,neutral,2048,0.5938850079610479
Basel Landschaft,appartement,neutral,2049,0.6146973676443203
Basel Landschaft,appartement,neutral,2050,0.636239084542844
Basel Landschaft,appartement,neutral,2051,0.6585357185621525
Basel Stadt,appartement,neutral,2026,0.3016260912162517
Basel Stadt,appartement,neutral,2027,0.31219640468788584
Basel Stadt,appartement,neutral,2028,0.3231371487361257
Basel Stadt,appartement,neutral,2029,0.3344613048881942
Basel Stadt,appartement,neutral,2030,0.3461823096014944
Basel Stadt,appartement,neutral,2031,0.358314070206377
Basel Stadt,appartement,neutral,2032,0.3708709814076134
Basel Stadt,appartement,neutral,2033,0.3838679423641522
Basel Stadt,appartement,neutral,2034,0.39732037436742723
Basel Stadt,appartement,neutral,2035,0.4112442391391907
Basel Stadt,appartement,neutral,2036,0.42565605777058463
Basel Stadt,appartement,neutral,2037,0.4405729303249196
Basel Stadt,appartement,neutral,2038,0.45601255612742336
Basel Stadt,appartement,neutral,2039,0.47199325476603066
Basel Stadt,appartement,neutral,2040,0.48853398782813445
Basel Stadt,appartement,neutral,2041,0.5056543813990889
Basel Stadt,appartement,neutral,2042,0.5233747493491596
Basel Stadt,appartement,neutral,2043,0.5417161174365516
Basel Stadt,appartement,neutral,2044,0.5607002482551138
Basel Stadt,appartement,neutral,2045,0.5803496670563221
Basel Stadt,appartement,neutral,2046,0.6006876884761788
Basel Stadt,appartement,neutral,2047,0.6217384441987407
Basel Stadt,appartement,neutral,2048,0.6435269115890997
Basel Stadt,appartement,neutral,2049,0.6660789433297902
Basel Stadt,appartement,neutral,2050,0.6894212980957871
Basel Stadt,appartement,neutral,2051,0.7135816723044911
Bern,appartement,neutral,2026,0.2642504499999999
Bern,appartement,neutral,2027,0.2735109555492953
Bern,appartement,neutral,2028,0.2830959902073529
Bern,appartement,neutral,2029,0.2930169269107661
Bern,appartement,neutral,2030,0.30328553715417195
Bern,appartement,neutral,2031,0.31391400495748967
Bern,appartement,neutral,2032,0.32491494132263254
Bern,appartement,neutral,2033,0.336301399196847
Bern,appartement,neutral,2034,0.3480868889604337
Bern,appartement,neutral,2035,0.3602853944572268
Bern,appartement,neutral,2036,0.37291138958685177
Bern,appartement,neutral,2037,0.38597985547845
Bern,appartement,neutral,2038,0.3995062982662462
Bern,appartement,neutral,2039,0.41350676748805076
Bern,appartement,neutral,2040,0.427997875128527
Bern,appartement,neutral,2041,0.44299681532981844
Bern,appartement,neutral,2042,0.45852138479292415
Bern,appartement,neutral,2043,0.47459000389402867
Bern,appartement,neutral,2044,0.491221738540841
Bern,appartement,neutral,2045,0.5084363227948772
Bern,appartement,neutral,2046,0.5262541822865272
Bern,appartement,neutral,2047,0.5446964584506899
Bern,appartement,neutral,2048,0.5637850336117318
Bern,appartement,neutral,2049,0.5835425569475335
Bern,appartement,neutral,2050,0.6039924713634319
Bern,appartement,neutral,2051,0.6251590413079435
Fribourg,appartement,neutral,2026,0.269191851275709
Fribourg,appartement,neutral,2027,0.2786255254002518
Fribourg,appartement,neutral,2028,0.28838979722701447
Fribourg,appartement,neutral,2029,0.2984962523629695
Fribourg,appartement,neutral,2030,0.3089568824260447
Fribourg,appartement,neutral,2031,0.31978409927354434
Fribourg,appartement,neutral,2032,0.33099074972919756
Fribourg,appartement,neutral,2033,0.342590130826307
Fribourg,appartement,neutral,2034,0.3545960055850854
Fribourg,appartement,neutral,2035,0.3670226193428998
Fribourg,appartement,neutral,2036,0.3798847166567997
Fribourg,appartement,neutral,2037,0.3931975587983846
Fribourg,appartement,neutral,2038,0.4069769418617694
Fribourg,appartement,neutral,2039,0.42123921550613286
Fribourg,appartement,neutral,2040,0.43600130235508755
Fribourg,appartement,neutral,2041,0.45128071807589065
Fribourg,appartement,neutral,2042,0.467095592162318
Fribourg,appartement,neutral,2043,0.483464689445863
Fribourg,appartement,neutral,2044,0.5004074323607824
Fribourg,appartement,neutral,2045,0.5179439239894085
Fribourg,appartement,neutral,2046,0.5360949719150704
Fribourg,appartement,neutral,2047,0.5548821129109281
Fribourg,appartement,neutral,2048,0.5743276384940118
Fribourg,appartement,neutral,2049,0.5944546213747883
Fribourg,appartement,neutral,2050,0.6152869428336373
Fribourg,appartement,neutral,2051,0.6368493210567202
Geneva,appartement,neutral,2026,0.2488716045659714
Geneva,appartement,neutral,2027,0.25759316729233656
Geneva,appartement,neutral,2028,0.26662037218516166
Geneva,appartement,neutral,2029,0.2759639302989733
Geneva,appartement,neutral,2030,0.28563492805106416
Geneva,appartement,neutral,2031,0.2956448403758661
Geneva,appartement,neutral,2032,0.3060055443403106
Geneva,appartement,neutral,2033,0.31672933323633173
Geneva,appartement,neutral,2034,0.3278289311672328
Geneva,appartement,neutral,2035,0.3393175081452236
Geneva,appartement,neutral,2036,0.3512086957180429
Geneva,appartement,neutral,2037,0.3635166031432061
Geneva,appartement,neutral,2038,0.37625583412907065
Geneva,appartement,neutral,2039,0.38944150416258244
Geneva,appartement,neutral,2040,0.403089258444263
Geneva,appartement,neutral,2041,0.4172152904517183
Geneva,appartement,neutral,2042,0.4318363611536944
Geneva,appartement,neutral,2043,0.4469698188974799
Geneva,appartement,neutral,2044,0.46263361999324965
Geneva,appartement,neutral,2045,0.47884635001977593
Geneva,appartement,neutral,2046,0.4956272458767857
Geneva,appartement,neutral,2047,0.5129962186101299
Geneva,appartement,neutral,2048,0.5309738770368484
Geneva,appartement,neutral,2049,0.5495815521981606
Geneva,appartement,neutral,2050,0.5688413226693989
Geneva,appartement,neutral,2051,0.588776040756912
Glarus,appartement,neutral,2026,0.2634737135262678
Glarus,appartement,neutral,2027,0.2727069987910742
Glarus,appartement,neutral,2028,0.28226385924537584
Glarus,appartement,neutral,2029,0.29215563439621217
Glarus,appartement,neutral,2030,0.30239406113714684
Glarus,appartement,neutral,2031,0.3129912876744508
Glarus,appartement,neutral,2032,0.32395988794132013
Glarus,appartement,neutral,2033,0.33531287651723246
Glarus,appartement,neutral,2034,0.347063724070143
Glarus,appartement,neutral,2035,0.35922637333984403
Glarus,appartement,neutral,2036,0.37181525568145163
Glarus,appartement,neutral,2037,0.3848453081886498
Glarus,appartement,neutral,2038,0.39833199141700865
Glarus,appartement,neutral,2039,0.41229130772840594
Glarus,appartement,neutral,2040,0.42673982027831886
Glarus,appartement,neutral,2041,0.44169467266851414
Glarus,appartement,neutral,2042,0.45717360928845546
Glarus,appartement,neutral,2043,0.47319499636956397
Glarus,appartement,neutral,2044,0.48977784377731354
Glarus,appartement,neutral,2045,0.5069418275670166
Glarus,appartement,neutral,2046,0.5247073133300655
Glarus,appartement,neutral,2047,0.5430953803583295
Glarus,appartement,neutral,2048,0.5621278466553783
Glarus,appartement,neutral,2049,0.5818272948242105
Glarus,appartement,neutral,2050,0.6022170988622021
Glarus,appartement,neutral,2051,0.623321451895069
Grisons,appartement,neutral,2026,0.24937043282102023
Grisons,appartement,neutral,2027,0.25810947669765033
Grisons,appartement,neutral,2028,0.26715477535763105
Grisons,appartement,neutral,2029,0.2765170613242967
Grisons,appartement,neutral,2030,0.2862074432361099
Grisons,appartement,neutral,2031,0.2962374190274004
Grisons,appartement,neutral,2032,0.306618889571016
Grisons,appartement,neutral,2033,0.31736417279907175
Grisons,appartement,neutral,2034,0.3284860183185527
Grisons,appartement,neutral,2035,0.33999762253911275
Grisons,appartement,neutral,2036,0.35191264433101765
Grisons,appartement,neutral,2037,0.36424522123181224
Grisons,appartement,neutral,2038,0.37700998622094095
Grisons,appartement,neutral,2039,0.390222085082225
Grisons,appartement,neutral,2040,0.40389719437479776
Grisons,appartement,neutral,2041,0.4180515400338218
Grisons,appartement,neutral,2042,0.4327019166230563
Grisons,appartement,neutral,2043,0.4478657072621206
Grisons,appartement,neutral,2044,0.46356090425209723
Grisons,appartement,neutral,2045,0.4798061304239464
Grisons,appartement,neutral,2046,0.4966206612350647
Grisons,appartement,neutral,2047,0.5140244476402044
Grisons,appartement,neutral,2048,0.5320381397638908
Grisons,appartement,neutral,2049,0.5506831114024264
Grisons,appartement,neutral,2050,0.5699814853845536
Grisons,appartement,neutral,2051,0.5899561598208669
Jura,appartement,neutral,2026,0.24158058487103015
Jura,appartement,neutral,2027,0.2500466379914702
Jura,appartement,neutral,2028,0.25880937909069124
Jura,appartement,neutral,2029,0.2678792054288452
Jura,appartement,neutral,2030,0.27726687863210614
Jura,appartement,neutral,2031,0.28698353746166877
Jura,appartement,neutral,2032,0.2970407110302292
Jura,appartement,neutral,2033,0.3074503324816291
Jura,appartement,neutral,2034,0.31822475314989596
Jura,appartement,neutral,2035,0.32937675721447846
Jura,appartement,neutral,2036,0.34091957686906593
Jura,appartement,neutral,2037,0.3528669080219908
Jura,appartement,neutral,2038,0.3652329265468422
Jura,appartement,neutral,2039,0.37803230510257374
Jura,appartement,neutral,2040,0.3912802305430614
Jura,appartement,neutral,2041,0.4049924219367698
Jura,appartement,neutral,2042,0.41918514921790795
Jura,appartement,neutral,2043,0.43387525249120273
Jura,appartement,neutral,2044,0.44908016201319867
Jura,appartement,neutral,2045,0.4648179188737894
Jura,appartement,neutral,2046,0.48110719640252264
Jura,appartement,neutral,2047,0.4979673223250764
Jura,appartement,neutral,2048,0.5154183016961962
Jura,appartement,neutral,2049,0.533480840636304
Jura,appartement,neutral,2050,0.552176370899943
Jura,appartement,neutral,2051,0.5715270753052096
Lucerne,appartement,neutral,2026,0.24847866
Lucerne,appartement,neutral,2027,0.2571864522092903
Lucerne,appartement,neutral,2028,0.2661994040051632
Lucerne,appartement,neutral,2029,0.2755282095304099
Lucerne,appartement,neutral,2030,0.2851839376979259
Lucerne,appartement,neutral,2031,0.29517804532431413
Lucerne,appartement,neutral,2032,0.30552239072374854
Lucerne,appartement,neutral,2033,0.3162292477782257
Lucerne,appartement,neutral,2034,0.3273113205009012
Lucerne,appartement,neutral,2035,0.33878175810979
Lucerne,appartement,neutral,2036,0.35065417062971477
Lucerne,appartement,neutral,2037,0.3629426450410167
Lucerne,appartement,neutral,2038,0.37566176199418844
Lucerne,appartement,neutral,2039,0.3888266131102613
Lucerne,appartement,neutral,2040,0.4024528188874749
Lucerne,appartement,neutral,2041,0.4165565472354759
Lucerne,appartement,neutral,2042,0.4311545326590369
Lucerne,appartement,neutral,2043,0.4462640961140579
Lucerne,appartement,neutral,2044,0.46190316555940986
Lucerne,appartement,neutral,2045,0.4780902972290059
Lucerne,appartement,neutral,2046,0.49484469764934
Lucerne,appartement,neutral,2047,0.5121862464286178
Lucerne,appartement,neutral,2048,0.5301355198445191
Lucerne,appartement,neutral,2049,0.5487138152585808
Lucerne,appartement,neutral,2050,0.5679431763861669
Lucerne,appartement,neutral,2051,0.5878464194520103
Neuchâtel,appartement,neutral,2026,0.2885246677433832
Neuchâtel,appartement,neutral,2027,0.2986358493392753
Neuchâtel,appartement,neutral,2028,0.3091013714983667
Neuchâtel,appartement,neutral,2029,0.3199336518825834
Neuchâtel,appartement,neutral,2030,0.33114554332369533
Neuchâtel,appartement,neutral,2031,0.3427503490735947
Neuchâtel,appartement,neutral,2032,0.3547618385890106
Neuchâtel,appartement,neutral,2033,0.3671942638693905
Neuchâtel,appartement,neutral,2034,0.3800623763673329
Neuchâtel,appartement,neutral,2035,0.3933814444916372
Neuchâtel,appartement,neutral,2036,0.407167271723737
Neuchâtel,appartement,neutral,2037,0.42143621536901404
Neuchâtel,appartement,neutral,2038,0.43620520596524115
Neuchâtel,appartement,neutral,2039,0.4514917673711825
Neuchâtel,appartement,neutral,2040,0.4673140375591879
Neuchâtel,appartement,neutral,2041,0.48369079013645117
Neuchâtel,appartement,neutral,2042,0.5006414566204691
Neuchâtel,appartement,neutral,2043,0.5181861494951309
Neuchâtel,appartement,neutral,2044,0.5363456860747947
Neuchâtel,appartement,neutral,2045,0.5551416132046681
Neuchâtel,appartement,neutral,2046,0.574596232826798
Neuchâtel,appartement,neutral,2047,0.594732628442006
Neuchâtel,appartement,neutral,2048,0.6155746924991692
Neuchâtel,appartement,neutral,2049,0.6371471547443398
Neuchâtel,appartement,neutral,2050,0.659475611563345
Neuchâtel,appartement,neutral,2051,0.6825865563526814
Nidwalden,appartement,neutral,2026,0.18765377629518806
Nidwalden,appartement,neutral,2027,0.19422999532046434
Nidwalden,appartement,neutral,2028,0.20103667417192803
Nidwalden,appartement,neutral,2029,0.2080818891820861
Nidwalden,appartement,neutral,2030,0.21537399971388865
Nidwalden,appartement,neutral,2031,0.2229216580793688
Nidwalden,appartement,neutral,2032,0.2307338198058753
Nidwalden,appartement,neutral,2033,0.23881975426207933
Nidwalden,appartement,neutral,2034,0.24718905565636393
Nidwalden,appartement,neutral,2035,0.25585165442064545
Nidwalden,appartement,neutral,2036,0.26481782899313444
Nidwalden,appartement,neutral,2037,0.27409821801401696
Nidwalden,appartement,neutral,2038,0.28370383294852614
Nidwalden,appartement,neutral,2039,0.29364607115238234
Nidwalden,appartement,neutral,2040,0.303936729395104
Nidwalden,appartement,neutral,2041,0.31458801785723545
Nidwalden,appartement,neutral,2042,0.32561257461809906
Nidwalden,appartement,neutral,2043,0.33702348065126286
Nidwalden,appartement,neutral,2044,0.3488342753455155
Nidwalden,appartement,neutral,2045,0.36105897256976455
Nidwalden,appartement,neutral,2046,0.3737120773009209
Nidwalden,appartement,neutral,2047,0.3868086028344966
Nidwalden,appartement,neutral,2048,0.4003640885983393
Nidwalden,appartement,neutral,2049,0.41439461859063825
Nidwalden,appartement,neutral,2050,0.4289168404640797
Nidwalden,appartement,neutral,2051,0.44394798527879553
Obwalden,appartement,neutral,2026,0.24919212
Obwalden,appartement,neutral,2027,0.25792491500602804
Obwalden,appartement,neutral,2028,0.26696374580731846
Obwalden,appartement,neutral,2029,0.2763193372528935
Obwalden,appartement,neutral,2030,0.2860027900379617
Obwalden,appartement,neutral,2031,0.2960255938752323
Obwalden,appartement,neutral,2032,0.3063996411278105
Obwalden,appartement,neutral,2033,0.3171372409198494
Obwalden,appartement,neutral,2034,0.3282511337417026
Obwalden,appartement,neutral,2035,0.33975450656690503
Obwalden,appartement,neutral,2036,0.3516610084989204
Obwalden,appartement,neutral,2037,0.36398476696621934
Obwalden,appartement,neutral,2038,0.37674040448490526
Obwalden,appartement,neutral,2039,0.3899430560087768
Obwalden,appartement,neutral,2040,0.40360838688741285
Obwalden,appartement,neutral,2041,0.4177526114535887
Obwalden,appartement,neutral,2042,0.43239251226207776
Obwalden,appartement,neutral,2043,0.4475454600026652
Obwalden,appartement,neutral,2044,0.46322943411100304
Obwalden,appartement,neutral,2045,0.4794630441017595
Obwalden,appartement,neutral,2046,0.4962655516493773
Obwalden,appartement,neutral,2047,0.5136568934426389
Obwalden,appartement,neutral,2048,0.5316577048401573
Obwalden,appartement,neutral,2049,0.5502893443548597
Obwalden,appartement,neutral,2050,0.569573918996516
Obwalden,appartement,neutral,2051,0.5895343105023816
Schaffhausen,appartement,neutral,2026,0.2481951795318065
Schaffhausen,appartement,neutral,2027,0.25689303733058283
Schaffhausen,appartement,neutral,2028,0.26589570657021966
Schaffhausen,appartement,neutral,2029,0.2752138691929411
Schaffhausen,appartement,neutral,2030,0.28485858148351345
Schaffhausen,appartement,neutral,2031,0.294841287187865
Schaffhausen,appartement,neutral,2032,0.30517383109144064
Schaffhausen,appartement,neutral,2033,0.3158684730734013
Schaffhausen,appartement,neutral,2034,0.32693790265334594
Schaffhausen,appartement,neutral,2035,0.33839525404781395
Schaffhausen,appartement,neutral,2036,0.35025412175443466
Schaffhausen,appartement,neutral,2037,0.36252857668221433
Schaffhausen,appartement,neutral,2038,0.37523318284709994
Schaffhausen,appartement,neutral,2039,0.3883830146526288
Schaffhausen,appartement,neutral,2040,0.4019936747761697
Schaffhausen,appartement,neutral,2041,0.4160813126819759
Schaffhausen,appartement,neutral,2042,0.4306626437830186
Schaffhausen,appartement,neutral,2043,0.4457549692743351
Schaffhausen,appartement,neutral,2044,0.4613761966614255
Schaffhausen,appartement,neutral,2045,0.47754486100805543
Schaffhausen,appartement,neutral,2046,0.4942801469286757
Schaffhausen,appartement,neutral,2047,0.5116019113515538
Schaffhausen,appartement,neutral,2048,0.529530707079626
Schaffhausen,appartement,neutral,2049,0.5480878071770267
Schaffhausen,appartement,neutral,2050,0.5672952302102287
Schaffhausen,appartement,neutral,2051,0.5871757663737455
Schwyz,appartement,neutral,2026,0.27390170602928177
Schwyz,appartement,neutral,2027,0.2835004343139285
Schwyz,appartement,neutral,2028,0.2934355445292253
Schwyz,appartement,neutral,2029,0.3037188249871144
Schwyz,appartement,neutral,2030,0.31436247711417276
Schwyz,appartement,neutral,2031,0.3253791299289779
Schwyz,appartement,neutral,2032,0.33678185502682423
Schwyz,appartement,neutral,2033,0.34858418208957054
Schwyz,appartement,neutral,2034,0.3608001149390209
Schwyz,appartement,neutral,2035,0.3734441481528875
Schwyz,appartement,neutral,2036,0.38653128426305
Schwyz,appartement,neutral,2037,0.4000770515565181
Schwyz,appartement,neutral,2038,0.41409752250021886
Schwyz,appartement,neutral,2039,0.42860933281146996
Schwyz,appartement,neutral,2040,0.44362970119676653
Schwyz,appartement,neutral,2041,0.4591764497823031
Schwyz,appartement,neutral,2042,0.4752680252604707
Schwyz,appartement,neutral,2043,0.49192352077742146
Schwyz,appartement,neutral,2044,0.5091626985876702
Schwyz,appartement,neutral,2045,0.5270060135026128
Schwyz,appartement,neutral,2046,0.5454746371607863
Schwyz,appartement,neutral,2047,0.5645904831486638
Schwyz,appartement,neutral,2048,0.5843762330017956
Schwyz,appartement,neutral,2049,0.6048553631171443
Schwyz,appartement,neutral,2050,0.6260521726085467
Schwyz,appartement,neutral,2051,0.647991812138356
Solothurn,appartement,neutral,2026,0.2820256913029117
Solothurn,appartement,neutral,2027,0.29190911999472463
Solothurn,appartement,neutral,2028,0.30213890777976365
Solothurn,appartement,neutral,2029,0.31272719261391446
Solothurn,appartement,neutral,2030,0.3236865378207692
Solothurn,appartement,neutral,2031,0.3350299469983938
Solothurn,appartement,neutral,2032,0.34677087944849466
Solothurn,appartement,neutral,2033,0.35892326614629144
Solothurn,appartement,neutral,2034,0.371501526270045
Solothurn,appartement,neutral,2035,0.38452058430985325
Solothurn,appartement,neutral,2036,0.3979958877760145
Solothurn,appartement,neutral,2037,0.4119434255279711
Solothurn,appartement,neutral,2038,0.42637974674557927
Solothurn,appartement,neutral,2039,0.4413219805652173
Solothurn,appartement,neutral,2040,0.45678785640402936
Solothurn,appartement,neutral,2041,0.4727957249964206
Solothurn,appartement,neutral,2042,0.4893645801677646
Solothurn,appartement,neutral,2043,0.5065140813711577
Solothurn,appartement,neutral,2044,0.5242645770139611
Solothurn,appartement,neutral,2045,0.542637128601808
Solothurn,appartement,neutral,2046,0.561653535728724
Solothurn,appartement,neutral,2047,0.5813363619430112
Solothurn,appartement,neutral,2048,0.6017089615195887
Solothurn,appartement,neutral,2049,0.6227955071705532
Solothurn,appartement,neutral,2050,0.6446210187268405
Solothurn,appartement,neutral,2051,0.6672113928250202
St Gallen,appartement,neutral,2026,0.264623395
St Gallen,appartement,neutral,2027,0.2738969701930446
St Gallen,appartement,neutral,2028,0.283495532513025
St Gallen,appartement,neutral,2029,0.2934304709475189
St Gallen,appartement,neutral,2030,0.3037135736046453
St Gallen,appartement,neutral,2031,0.31435704170001516
St Gallen,appartement,neutral,2032,0.3253735040338468
St Gallen,appartement,neutral,2033,0.3367760319754231
St Gallen,appartement,neutral,2034,0.34857815497267086
St Gallen,appartement,neutral,2035,0.3607938766052643
St Gallen,appartement,neutral,2036,0.3734376912003003
St Gallen,appartement,neutral,2037,0.38652460103026054
St Gallen,appartement,neutral,2038,0.40007013411366643
St Gallen,appartement,neutral,2039,0.4140903626395476
St Gallen,appartement,neutral,2040,0.42860192203758557
St Gallen,appartement,neutral,2041,0.4436220307165593
St Gallen,appartement,neutral,2042,0.4591685104945138
St Gallen,appartement,neutral,2043,0.4752598077448917
St Gallen,appartement,neutral,2044,0.4919150152837194
St Gallen,appartement,neutral,2045,0.5091538950238167
St Gallen,appartement,neutral,2046,0.5269969014229104
St Gallen,appartement,neutral,2047,0.5454652057534738
St Gallen,appartement,neutral,2048,0.5645807212230882
St Gallen,appartement,neutral,2049,0.584366128975134
St Gallen,appartement,neutral,2050,0.60484490500066
St Gallen,appartement,neutral,2051,0.626041347993365
Thurgau,appartement,neutral,2026,0.2763036
Thurgau,appartement,neutral,2027,0.2859865012820613
Thurgau,appartement,neutral,2028,0.29600873428921826
Thurgau,appartement,neutral,2029,0.30638219070726863
Thurgau,appartement,neutral,2030,0.3171191789593224
Thurgau,appartement,neutral,2031,0.3282324388101222
Thurgau,appartement,neutral,2032,0.33973515648216357
Thurgau,appartement,neutral,2033,0.35164098030155083
Thurgau,appartement,neutral,2034,0.3639640368921533
Thurgau,appartement,neutral,2035,0.3767189479372763
Thurgau,appartement,neutral,2036,0.3899208475287353
Thurgau,appartement,neutral,2037,0.40358540012391836
Thurgau,appartement,neutral,2038,0.41772881913214377
Thurgau,appartement,neutral,2039,0.4323678861523657
Thurgau,appartement,neutral,2040,0.4475199708850543
Thurgau,appartement,neutral,2041,0.4632030517418761
Thurgau,appartement,neutral,2042,0.4794357371776291
Thurgau,appartement,neutral,2043,0.4962372877697433
Thurgau,appartement,neutral,2044,0.5136276390715442
Thurgau,appartement,neutral,2045,0.5316274252663965
Thurgau,appartement,neutral,2046,0.5502580036507931
Thurgau,appartement,neutral,2047,0.5695414799754402
Thurgau,appartement,neutral,2048,0.5895007346744066
Thurgau,appartement,neutral,2049,0.6101594500134571
Thurgau,appartement,neutral,2050,0.6315421381897861
Thurgau,appartement,neutral,2051,0.6536741704164876
Ticino,appartement,neutral,2026,0.283189894863271
Ticino,appartement,neutral,2027,0.2931141224015238
Ticino,appartement,neutral,2028,0.3033861388051899
