postcode;e;n;canton;locality
3622;2618363.0;1180579.0;BE;Homberg b. Thun
3623;2621864.465;1180589.988;BE;Buchen BE
3624;2617176.0;1179574.5;BE;Goldiwil (Thun)
3625;2618079.614;1177702.611;BE;Heiligenschwendi
3626;2616001.917;1177330.953;BE;Hünibach
3627;2612610.192;1182144.422;BE;Heimberg
3628;2610602.0;1182556.0;BE;Uttigen
3629;2610935.871;1185324.357;BE;Jaberg
3631;2609574.908;1174575.946;BE;Höfen b. Thun
3632;2609880.5;1173554.0;BE;Niederstocken
3633;2611058.655;1175249.517;BE;Amsoldingen
3634;2610580.0;1178183.0;BE;Thierachern
3635;2608651.447;1176447.663;BE;Uebeschi
3636;2606886.704;1178631.105;BE;Forst b. Längenbühl
3638;2606717.0;1175774.0;BE;Blumenstein
3645;2613933.929;1173963.881;BE;Zwieselberg
3646;2615581.0;1173256.0;BE;Einigen
3647;2613961.0;1171541.0;BE;Reutigen
3652;2616866.01;1176345.45;BE;Hilterfingen
3653;2617760.0;1175665.0;BE;Oberhofen am Thunersee
3654;2619941.411;1173759.071;BE;Gunten
3655;2621424.0;1173953.0;BE;Sigriswil
3656;2619896.667;1174995.333;BE;Aeschlen ob Gunten
3657;2621773.0;1176583.0;BE;Schwanden (Sigriswil)
3658;2622782.0;1172151.0;BE;Merligen
3661;2610886.0;1180333.0;BE;Uetendorf
3662;2607726.0;1181947.0;BE;Seftigen
3663;2607530.927;1180767.705;BE;Gurzelen
3664;2605121.592;1182213.591;BE;Burgistein
3665;2605145.938;1179435.593;BE;Wattenwil
3671;2613206.736;1185554.609;BE;Herbligen
3672;2614837.993;1187468.204;BE;Aeschlen b. Oberdiessbach
3673;2618797.062;1188630.621;BE;Linden
3674;2615241.177;1184980.733;BE;Bleiken b. Oberdiessbach
3700;2618272.0;1170544.0;BE;Spiez
3702;2618790.699;1169128.707;BE;Hondrich
3703;2620923.0;1166608.5;BE;Aeschi b. Spiez
3704;2622141.844;1167640.595;BE;Krattigen
3705;2620122.289;1169470.539;BE;Faulensee
3706;2625732.0;1167083.0;BE;Leissigen
3707;2628151.0;1167829.0;BE;Därligen
3711;2619039.327;1166268.354;BE;Emdthal
3713;2619239.97;1163378.522;BE;Reichenbach im Kandertal
3714;2616536.0;1160617.0;BE;Frutigen
3715;2609549.777;1148867.121;BE;Adelboden
3716;2617048.707;1156089.928;BE;Kandergrund
3717;2617972.0;1152722.0;BE;Blausee-Mitholz
3718;2618071.0;1149270.0;BE;Kandersteg
3722;2620119.0;1162886.0;BE;Scharnachtal
3723;2622598.0;1158587.0;BE;Kiental
3724;2612934.0;1156708.0;BE;Ried (Frutigen)
3725;2611921.345;1152909.791;BE;Achseten
3752;2615489.0;1169603.0;BE;Wimmis
3753;2611003.0;1167079.0;BE;Oey
3754;2609682.531;1166440.477;BE;Diemtigen
3755;2609665.0;1163383.0;BE;Horboden
3756;2605726.0;1161903.0;BE;Zwischenflüh
3757;2603722.0;1157941.0;BE;Schwenden im Diemtigtal
3758;2611005.0;1168252.0;BE;Latterbach
3762;2608112.0;1167907.0;BE;Erlenbach im Simmental
3763;2604632.0;1167594.0;BE;Därstetten
3764;2603215.01;1167393.432;BE;Weissenburg
3765;2599835.0;1166979.0;BE;Oberwil im Simmental
3766;2595155.968;1162450.72;BE;Boltigen
3770;2595203.979;1156345.749;BE;Zweisimmen
3771;2596217.0;1154591.0;BE;Blankenburg
3772;2596545.0;1151002.0;BE;St. Stephan
3773;2599458.078;1149835.721;BE;Matten (St. Stephan)
3775;2600512.0;1144820.0;BE;Lenk im Simmental
3776;2592757.0;1153028.0;BE;Oeschseite
3777;2590010.247;1151588.026;BE;Saanenmöser
3778;2588496.0;1150328.0;BE;Schönried
3780;2588446.0;1146803.0;BE;Gstaad
3781;2591964.0;1147213.0;BE;Turbach
3782;2591443.0;1141086.0;BE;Lauenen b. Gstaad
3783;2587326.0;1143979.0;BE;Grund b. Gstaad
3784;2587082.0;1140123.0;BE;Feutersoey
3785;2586812.0;1137148.0;BE;Gsteig b. Gstaad
3792;2586426.0;1148658.0;BE;Saanen
3800;2630780.5;1170397.75;BE;Interlaken
3801;2641453.67;1155162.667;VS;Jungfraujoch
3803;2627384.0;1171789.0;BE;Beatenberg
3804;2632441.0;1175326.0;BE;Habkern
3805;2633607.0;1171716.0;BE;Goldswil b. Interlaken
3806;2634964.0;1170636.0;BE;Bönigen b. Interlaken
3807;2640318.0;1173090.0;BE;Iseltwald
3812;2632575.071;1168126.651;BE;Wilderswil
3813;2630101.0;1165054.0;BE;Saxeten
3814;2633313.0;1167183.0;BE;Gsteigwiler
3815;2635979.0;1164770.0;BE;Gündlischwand
3816;2640231.298;1165226.831;BE;Burglauenen
3818;2645377.0;1164074.0;BE;Grindelwald
3822;2635281.0;1161876.5;BE;Isenfluh
3823;2639339.28;1159800.493;BE;Eigergletscher
3824;2635736.0;1155651.0;BE;Stechelberg
3825;2634739.0;1156676.0;BE;Mürren
3826;2634404.0;1155251.0;BE;Gimmelwald
3852;2634995.0;1172557.0;BE;Ringgenberg BE
3853;2637560.0;1174207.0;BE;Niederried b. Interlaken
3854;2639931.0;1176342.0;BE;Oberried am Brienzersee
3855;2646046.882;1175455.968;BE;Axalp
3856;2650598.978;1178033.291;BE;Brienzwiler
3857;2651912.0;1176647.0;BE;Unterbach BE
3858;2648730.0;1178282.0;BE;Hofstetten b. Brienz
3860;2655553.57;1174557.328;BE;Brünig
3862;2660874.0;1172810.0;BE;Innertkirchen
3863;2668212.0;1175734.0;BE;Gadmen
3864;2664922.0;1167539.0;BE;Guttannen
3900;2639832.531;1128537.604;VS;Brigerbad
3901;2646862.0;1125529.0;VS;Rothwald
3902;2641812.0;1128967.0;VS;Glis
3903;2639345.0;1129741.0;VS;Birgisch
3904;2642683.0;1130760.0;VS;Naters
3905;2640147.0;1104972.0;VS;Saas-Almagell
3906;2637848.921;1106616.162;VS;Saas-Fee
3907;2648679.676;1116921.964;VS;Gondo
3908;2637852.767;1111047.082;VS;Saas-Balen
3910;2638602.023;1108452.695;VS;Saas-Grund
3911;2644480.0;1129307.0;VS;Ried-Brig
3912;2644957.0;1130818.0;VS;Termen
3913;2646565.0;1128327.0;VS;Rosswald
3914;2641513.085;1135160.832;VS;Belalp
3916;2624285.0;1138205.0;VS;Ferden
3917;2624926.088;1136940.764;VS;Kippel
3918;2626307.0;1139726.0;VS;Wiler (Lötschen)
3919;2629036.929;1141013.44;VS;Blatten (Lötschen)
3920;2624019.0;1096415.0;VS;Zermatt
3922;2633204.663;1118307.196;VS;Eisten
3923;2631856.832;1120860.215;VS;Törbel
3924;2628677.0;1114254.0;VS;St. Niklaus VS
3925;2630861.0;1116069.0;VS;Grächen
3926;2630113.0;1118467.0;VS;Embd
3927;2627350.0;1109358.0;VS;Herbriggen
3928;2626629.0;1105337.0;VS;Randa
3929;2626342.0;1101910.0;VS;Täsch
3930;2635213.256;1126905.79;VS;Eyholz
3931;2635621.363;1127686.689;VS;Lalden
3932;2635439.0;1123477.0;VS;Visperterminen
3933;2634714.0;1119664.0;VS;Staldenried
3934;2632889.0;1124621.0;VS;Zeneggen
3935;2629634.0;1125147.0;VS;Bürchen
3937;2632775.359;1128478.596;VS;Baltschieder
3938;2631791.0;1129292.0;VS;Ausserberg
3939;2634202.0;1128626.0;VS;Eggerberg
3940;2623947.058;1129291.656;VS;Steg VS
3942;2628010.423;1128970.885;VS;Niedergesteln
3943;2626045.599;1126767.561;VS;Eischoll
3944;2627626.0;1125816.0;VS;Unterbäch VS
3945;2621874.158;1129361.588;VS;Gampel
3946;2620616.18;1122893.738;VS;Turtmann
3947;2621568.0;1126531.0;VS;Ergisch
3948;2619544.436;1126120.709;VS;Unterems
3949;2624980.414;1129986.01;VS;Hohtenn
3951;2617548.105;1127132.738;VS;Agarn
3952;2615919.0;1128088.0;VS;Susten
3953;2613981.396;1130665.37;VS;Varen
3954;2614586.0;1136497.0;VS;Leukerbad
3955;2614952.0;1132181.0;VS;Albinen
3956;2617787.815;1130437.834;VS;Guttet-Feschel
3957;2620146.593;1130122.746;VS;Bratsch
3960;2606705.804;1126278.012;VS;Corin-de-la-Crête
3961;2612015.75;1116137.375;VS;Ayer
3963;2603996.846;1128879.846;VS;Aminona
3965;2607791.756;1125351.79;VS;Chippis
3966;2605017.082;1123607.045;VS;Chalais
3967;2607069.538;1122711.978;VS;Vercorin
3968;2607586.0;1127936.0;VS;Veyras
3970;2610188.156;1128860.859;VS;Salgesch
3971;2603095.497;1125609.836;VS;Chermignon
3972;2608421.11;1129219.556;VS;Miège
3973;2606831.374;1128323.154;VS;Venthône
3974;2606264.0;1129090.0;VS;Mollens VS
3975;2604935.0;1128753.0;VS;Randogne
3976;2604860.209;1125367.178;VS;Noës
3977;2602182.0;1123344.0;VS;Granges VS
3978;2601020.261;1124168.375;VS;Flanthey
3979;2602104.223;1122094.715;VS;Grône
3982;2644288.003;1131992.565;VS;Bitsch
3983;2647115.756;1134888.538;VS;Bister
3984;2653759.695;1140552.748;VS;Fieschertal
3985;2664130.5;1149256.5;VS;Geschinen
3986;2645585.0;1134146.0;VS;Ried-Mörel
3987;2645848.0;1136527.0;VS;Riederalp
3988;2667369.5;1151368.5;VS;Obergesteln
3989;2659190.472;1144492.148;VS;Biel VS
3991;2648476.761;1136426.37;VS;Betten
3992;2647987.0;1137757.0;VS;Bettmeralp
3993;2650832.527;1135913.041;VS;Grengiols
3994;2651474.473;1137595.959;VS;Lax
3995;2655270.0;1139255.75;VS;Ausserbinn
3996;2657897.413;1135039.455;VS;Binn
3997;2655456.063;1142057.43;VS;Bellwald
3998;2661428.0;1146490.0;VS;Gluringen
3999;2670200.0;1153918.0;VS;Oberwald
4000;2610909;1265612.0;BS;Basel
4001;2611314.0;1267295.0;BS;Basel
4031;2610835.0;1267896.0;BS;Basel
4051;2611016.0;1267169.0;BS;Basel
4052;2612686.911;1266629.761;BS;Basel
4053;2611679.255;1265664.766;BS;Basel
4054;2609652.0;1266614.0;BS;Basel
4055;2609858.0;1267739.0;BS;Basel
4056;2610285.0;1268495.0;BS;Basel
4057;2611566.0;1268802.0;BS;Basel
4058;2612765.676;1268279.173;BS;Basel
4059;2611592.0;1264726.0;BS;Basel
4101;2610716.941;1264186.118;BL;Bruderholz
4102;2609771.92;1265218.575;BL;Binningen
4103;2610053.0;1263636.0;BL;Bottmingen
4104;2608912.0;1262778.0;BL;Oberwil BL
4105;2606386.487;1261845.712;BL;Biel-Benken BL
4106;2608899.0;1260944.0;BL;Therwil
4107;2608143.0;1259054.0;BL;Ettingen
4108;2606430.0;1259504.0;SO;Witterswil
4112;2604984.773;1259561.704;SO;Flüh
4114;2605729.0;1258420.0;SO;Hofstetten SO
4115;2603649.454;1258506.505;SO;Mariastein
4116;2602141.0;1257067.0;SO;Metzerlen
4117;2600073.0;1256355.0;BL;Burg im Leimental
4118;2601481.0;1258988.0;SO;Rodersdorf
4123;2608120.0;1266783.0;BL;Allschwil
4124;2604879.0;1265222.0;BL;Schönenbuch
4125;2615722.0;1269700.0;BS;Riehen
4126;2617097.0;1268866.0;BS;Bettingen
4127;2614460.184;1266721.694;BL;Birsfelden
4132;2615219.0;1264219.0;BL;Muttenz
4133;2619198.423;1263347.595;BL;Pratteln
4142;2612976.004;1263181.609;BL;Münchenstein
4143;2613431.0;1258846.0;SO;Dornach
4144;2613540.732;1260586.219;BL;Arlesheim
4145;2616727.0;1258274.0;SO;Gempen
4146;2615456.0;1256037.0;SO;Hochwald
4147;2611868.484;1257814.416;BL;Aesch BL
4148;2611415.0;1256508.0;BL;Pfeffingen
4153;2611671.416;1260852.09;BL;Reinach BL
4202;2612661.788;1255760.734;BL;Duggingen
4203;2611191.0;1254459.0;BL;Grellingen
4204;2611621.256;1252344.11;SO;Himmelried
4206;2616569.461;1253834.054;SO;Seewen SO
4207;2616039.0;1249768.0;BL;Bretzwil
4208;2613606.0;1249357.0;SO;Nunningen
4222;2607052.0;1254055.0;BL;Zwingen
4223;2606065.0;1255452.0;BL;Blauen
4224;2609230.0;1255169.0;BL;Nenzlingen
4225;2607809.0;1252096.0;BL;Brislach
4226;2608194.0;1250654.0;SO;Breitenbach
4227;2607812.0;1249212.0;SO;Büsserach
4228;2607779.0;1246983.0;SO;Erschwil
4229;2612195.106;1245543.39;SO;Beinwil SO
4232;2610628.161;1249531.435;SO;Fehren
4233;2611424.556;1248484.565;SO;Meltingen
4234;2612253.0;1248936.0;SO;Zullwil
4242;2604709.302;1252187.424;BL;Laufen
4243;2604690.0;1254098.0;BL;Dittingen
4244;2602814.0;1252721.0;BL;Röschenz
4245;2598412.495;1252618.34;SO;Kleinlützel
4246;2605792.758;1250076.699;BL;Wahlen b. Laufen
4247;2604900.0;1247853.0;SO;Grindel
4252;2602531.815;1248397.505;SO;Bärschwil
4253;2599149.372;1249574.498;BL;Liesberg
4254;2599421.0;1250319.0;BL;Liesberg Dorf
4302;2621044.651;1264853.203;BL;Augst BL
4303;2621820.455;1265280.259;AG;Kaiseraugst
4304;2622980.683;1263610.541;BL;Giebenach
4305;2626009.207;1263514.463;AG;Olsberg
4310;2626617.0;1266833.0;AG;Rheinfelden
4312;2628179.0;1264188.0;AG;Magden
4313;2630375.709;1267940.27;AG;Möhlin
4314;2632648.0;1265855.0;AG;Zeiningen
4315;2634658.307;1263996.92;AG;Zuzgen
4316;2636448.168;1262177.982;AG;Hellikon
4317;2637123.0;1260876.0;AG;Wegenstetten
4322;2635889.0;1266350.0;AG;Mumpf
4323;2634910.191;1267730.18;AG;Wallbach
4324;2637389.0;1264664.0;AG;Obermumpf
4325;2639633.0;1262756.0;AG;Schupfart
4332;2638728.0;1266014.0;AG;Stein AG
4333;2639599.0;1265493.0;AG;Münchwilen AG
4334;2641577.0;1266996.0;AG;Sisseln AG
4402;2620696.618;1261484.001;BL;Frenkendorf
4410;2622319.571;1259239.651;BL;Liestal
4411;2621131.0;1256752.0;BL;Seltisberg
4412;2619187.006;1257784.403;SO;Nuglar
4413;2617600.0;1255454.0;SO;Büren SO
4414;2621915.0;1261768.0;BL;Füllinsdorf
4415;2624226.725;1258086.138;BL;Lausen
4416;2622603.0;1255560.0;BL;Bubendorf
4417;2620186.0;1253447.0;BL;Ziefen
4418;2619011.895;1249664.331;BL;Reigoldswil
4419;2619180.0;1255140.0;BL;Lupsingen
4421;2619001.0;1256720.0;SO;St. Pantaleon
4422;2624616.163;1262264.915;BL;Arisdorf
4423;2625988.0;1260281.0;BL;Hersberg
4424;2621017.0;1251635.0;BL;Arboldswil
4425;2620959.203;1250197.64;BL;Titterten
4426;2617889.0;1248718.0;BL;Lauwil
4431;2625839.026;1250382.552;BL;Bennwil
4432;2624166.0;1252851.0;BL;Lampenberg
4433;2624566.0;1255464.0;BL;Ramlinsburg
4434;2625078.138;1252549.741;BL;Hölstein
4435;2623672.932;1250749.39;BL;Niederdorf
4436;2622443.399;1249122.838;BL;Oberdorf BL
4437;2623298.0;1247872.0;BL;Waldenburg
4438;2624981.259;1244429.873;BL;Langenbruck
4441;2629413.0;1256179.0;BL;Thürnen
4442;2630140.981;1255176.525;BL;Diepflingen
4443;2630348.943;1252727.411;BL;Wittinsburg
4444;2630968.238;1252910.287;BL;Rümlingen
4445;2632188.166;1251699.72;BL;Häfelfingen
4446;2630586.636;1251051.409;BL;Buckten
4447;2629989.196;1251341.566;BL;Känerkinden
4448;2631444.696;1249479.347;BL;Läufelfingen
4450;2628031.795;1257283.397;BL;Sissach
4451;2629176.517;1260540.746;BL;Wintersingen
4452;2626179.0;1257500.0;BL;Itingen
4453;2627611.0;1260203.0;BL;Nusshof
4455;2627677.0;1255794.0;BL;Zunzgen
4456;2628153.632;1254098.258;BL;Tenniken
4457;2628048.678;1251088.443;BL;Diegten
4458;2628617.497;1248183.718;BL;Eptingen
4460;2631381.62;1257163.33;BL;Gelterkinden
4461;2629994.0;1257186.0;BL;Böckten
4462;2631113.82;1259394.851;BL;Rickenbach BL
4463;2632052.0;1261782.0;BL;Buus
4464;2630658.0;1263849.0;BL;Maisprach
4465;2634143.934;1259832.711;BL;Hemmiken
4466;2632856.779;1257900.11;BL;Ormalingen
4467;2635877.0;1256941.0;BL;Rothenfluh
4468;2639820.0;1254554.0;SO;Kienberg
4469;2637786.0;1255730.0;BL;Anwil
4492;2633583.0;1255578.0;BL;Tecknau
4493;2635383.876;1254563.562;BL;Wenslingen
4494;2637402.0;1253693.0;BL;Oltingen
4495;2635342.839;1251907.993;BL;Zeglingen
4496;2634695.0;1252905.0;BL;Kilchberg BL
4497;2633497.0;1253739.0;BL;Rünenberg
4500;2607125.677;1228767.086;SO;Solothurn
4512;2604584.088;1229200.617;SO;Bellach
4513;2605707.0;1230145.0;SO;Langendorf
4514;2602440.0;1230441.0;SO;Lommiswil
4515;2604792.5;1232134.0;SO;Oberdorf SO
4522;2606879.337;1231270.759;SO;Rüttenen
4523;2610180.0;1233298.0;SO;Niederwil SO
4524;2609107.444;1234662.771;SO;Balmberg
4525;2608872.0;1233479.0;SO;Balm b. Günsberg
4528;2609029.865;1228296.028;SO;Zuchwil
4532;2608805.033;1229905.874;SO;Feldbrunnen
4533;2609717.0;1231308.0;SO;Riedholz
4534;2612211.0;1231742.0;SO;Flumenthal
4535;2611551.0;1233272.5;SO;Hubersdorf
4536;2613099.509;1233029.799;BE;Attiswil
4537;2615742.0;1233367.0;BE;Wiedlisbach
4538;2616871.0;1234407.0;BE;Oberbipp
4539;2614568.514;1235108.927;BE;Farnern
4542;2610993.403;1229336.693;SO;Luterbach
4543;2613702.01;1229395.466;SO;Deitingen
4552;2611287.229;1227297.596;SO;Derendingen
4553;2613253.85;1227168.94;SO;Subingen
4554;2615395.5;1226154.5;SO;Etziken
4556;2617594.662;1225095.627;SO;Aeschi SO
4557;2613859.0;1225758.0;SO;Horriwil
4558;2615278.667;1223310.333;SO;Heinrichswil
4562;2609174.0;1225735.0;SO;Biberist
4563;2610211.207;1224322.962;SO;Gerlafingen
4564;2610724.0;1223202.5;SO;Obergerlafingen
4565;2611885.0;1223271.0;SO;Recherswil
4566;2612480.0;1224866.667;SO;Halten
4571;2605052.5;1223305.0;SO;Ichertswil
4573;2606792.462;1224407.461;SO;Lohn-Ammannsegg
4574;2604507.324;1226351.829;SO;Lüsslingen
4576;2603080.0;1221609.0;SO;Tscheppach
4577;2602114.0;1221145.0;SO;Hessigkofen
4578;2601307.0;1221668.0;SO;Bibern SO
4579;2599682.0;1220639.0;SO;Gossliwil
4581;2605749.0;1222129.0;SO;Küttigkofen
4582;2604445.0;1221299.0;SO;Brügglen
4583;2602462.0;1219929.0;SO;Aetigkofen
4584;2600400.0;1219276.5;SO;Gächliwil
4585;2598384.0;1218128.0;SO;Biezwil
4586;2605418.0;1221228.0;SO;Kyburg-Buchegg
4587;2605039.0;1220165.0;SO;Aetingen
4588;2603076.333;1218637.0;SO;Brittern
4600;2635345.469;1244329.661;SO;Olten
4612;2632693.957;1243760.414;SO;Wangen b. Olten
4613;2631382.0;1243560.0;SO;Rickenbach SO
4614;2630383.729;1242832.642;SO;Hägendorf
4615;2628478.0;1244650.0;SO;Allerheiligenberg
4616;2630992.506;1241396.661;SO;Kappel SO
4617;2629665.0;1240580.0;SO;Gunzgen
4618;2631462.043;1239685.422;SO;Boningen
4622;2626986.911;1241247.439;SO;Egerkingen
4623;2627009.716;1238724.126;SO;Neuendorf
4624;2628686.0;1239558.0;SO;Härkingen
4625;2624866.0;1239938.0;SO;Oberbuchsiten
4626;2625395.727;1238384.321;SO;Niederbuchsiten
4628;2627092.0;1235371.0;SO;Wolfwil
4629;2629808.0;1235953.0;SO;Fulenbach
4632;2634879.93;1245982.469;SO;Trimbach
4633;2632251.0;1247347.0;SO;Hauenstein
4634;2633722.707;1249286.385;SO;Wisen SO
4652;2637256.686;1246116.926;SO;Winznau
4653;2638812.0;1246098.0;SO;Obergösgen
4654;2638331.0;1248263.0;SO;Lostorf
4655;2639528.0;1250166.5;SO;Rohr b. Olten
4656;2636885.155;1244292.522;SO;Starrkirch-Wil
4657;2638053.092;1244548.474;SO;Dulliken
4658;2641102.195;1244830.791;SO;Däniken SO
4663;2635194.88;1241274.281;AG;Aarburg
4665;2637200.595;1239895.507;AG;Oftringen
4702;2621032.0;1237691.0;SO;Oensingen
4703;2623945.0;1236774.0;SO;Kestenholz
4704;2618042.0;1235729.0;BE;Niederbipp
4710;2619290.305;1240494.056;SO;Balsthal
4712;2616338.0;1240311.0;SO;Laupersdorf
4713;2614387.0;1239442.0;SO;Matzendorf
4714;2612864.0;1239455.0;SO;Aedermannsdorf
4715;2611592.563;1238407.959;SO;Herbetswil
4716;2604683.029;1235772.1;SO;Welschenrohr
4717;2619663.879;1243555.208;SO;Mümliswil
4718;2623763.787;1242520.473;SO;Holderbank SO
4719;2616429.726;1244288.732;SO;Ramiswil
4800;2638404.856;1237392.427;AG;Zofingen
4802;2637061.238;1236878.794;AG;Strengelbach
4803;2635015.404;1236085.864;AG;Vordemwald
4805;2638312.0;1234722.0;AG;Brittnau
4806;2639791.0;1235076.0;LU;Wikon
4812;2640684.398;1239183.276;AG;Mühlethal
4813;2644082.211;1239362.327;AG;Uerkheim
4814;2642840.645;1237321.246;AG;Bottenwil
4852;2633798.777;1239251.539;AG;Rothrist
4853;2630725.0;1235700.0;AG;Murgenthal
4856;2630376.0;1234348.0;AG;Glashütten
4900;2626209.0;1229120.0;BE;Langenthal
4911;2624839.0;1233546.0;BE;Schwarzhäusern
4912;2625429.664;1231887.362;BE;Aarwangen
4913;2622437.0;1232145.0;BE;Bannwil
4914;2628924.534;1232274.502;BE;Roggwil BE
4915;2630686.322;1230968.51;LU;St. Urban
4916;2630709.889;1228405.262;BE;Untersteckholz
4917;2630454.5;1225901.0;BE;Busswil b. Melchnau
4919;2630634.552;1223699.883;BE;Reisiswil
4922;2623667.396;1228761.83;BE;Thunstetten
4923;2628629.0;1234153.0;BE;Wynau
4924;2629106.0;1227796.0;BE;Obersteckholz
4932;2626899.5;1226149.0;BE;Gutenburg
4933;2625512.0;1224924.0;BE;Rütschelen
4934;2627516.0;1223789.0;BE;Madiswil
4935;2624908.0;1222423.0;BE;Leimiswil
4936;2626697.552;1221564.011;BE;Kleindietwil
4937;2625263.0;1220591.0;BE;Ursenbach
4938;2628120.721;1219571.915;BE;Rohrbachgraben
4942;2625629.681;1217696.713;BE;Walterswil BE
4943;2623505.359;1217838.934;BE;Oeschenbach
4944;2629943.0;1220595.0;BE;Auswil
4950;2631092.151;1218153.913;BE;Huttwil
4952;2631514.335;1214184.605;BE;Eriswil
4953;2629564.696;1216936.173;BE;Schwarzenbach (Huttwil)
4954;2629276.732;1214067.561;BE;Wyssachen
4955;2632834.08;1221366.114;BE;Gondiswil
5000;2646025.442;1248945.967;AG;Aarau
5004;2646959.0;1250160.0;AG;Aarau
5012;2643828.333;1247636.333;SO;Eppenberg
5013;2641715.0;1247001.0;SO;Niedergösgen
5014;2642273.0;1245378.0;SO;Gretzenbach
5015;2642776.0;1249839.0;SO;Erlinsbach SO
5017;2640119.24;1252369.6;AG;Barmelweid
5018;2643305.0;1250468.0;AG;Erlinsbach
5022;2645981.0;1250634.0;AG;Rombach
5023;2648635.0;1251760.0;AG;Biberstein
5024;2646082.0;1251676.0;AG;Küttigen
5025;2646145.0;1254879.0;AG;Asp
5026;2646524.09;1256185.278;AG;Densbüren
5027;2646197.0;1258221.0;AG;Herznach
5028;2646047.0;1259429.0;AG;Ueken
5032;2648473.0;1250219.0;AG;Aarau Rohr
5033;2648027.0;1248964.0;AG;Buchs AG
5034;2647993.0;1247505.0;AG;Suhr
5035;2645682.0;1246685.0;AG;Unterentfelden
5036;2645716.0;1245247.0;AG;Oberentfelden
5037;2646659.0;1242993.0;AG;Muhen
5040;2646330.0;1239629.0;AG;Schöftland
5042;2646697.0;1241178.0;AG;Hirschthal
5043;2645358.0;1241341.0;AG;Holziken
5044;2649173.0;1238005.0;AG;Schlossrued
5046;2650718.89;1235085.344;AG;Walde AG
5053;2645549.0;1237522.5;AG;Staffelbach
5054;2647341.0;1235862.5;AG;Kirchleerau
5056;2645716.0;1234527.0;AG;Attelwil
5057;2645673.0;1233632.0;AG;Reitnau
5058;2643691.0;1235438.0;AG;Wiliberg
5062;2642882.0;1255513.0;AG;Oberhof
5063;2642179.191;1256890.608;AG;Wölflinswil
5064;2640515.0;1259036.0;AG;Wittnau
5070;2643863.0;1261960.0;AG;Frick
5072;2643572.0;1263359.0;AG;Oeschgen
5073;2642507.0;1260931.0;AG;Gipf-Oberfrick
5074;2641346.0;1265015.0;AG;Eiken
5075;2646965.0;1261239.0;AG;Hornussen
5076;2648643.0;1260757.0;AG;Bözen
5077;2649758.0;1262010.0;AG;Elfingen
5078;2650125.45;1260010.527;AG;Effingen
5079;2648784.0;1258458.0;AG;Zeihen
5080;2646797.522;1267788.905;AG;Laufenburg
5082;2645742.0;1265707.0;AG;Kaisten
5083;2646673.0;1263352.0;AG;Ittenthal
5084;2648988.0;1267371.0;AG;Rheinsulz
5085;2649532.0;1265128.0;AG;Sulz AG
5102;2652054.0;1250284.0;AG;Rupperswil
5103;2655486.697;1251828.509;AG;Möriken AG
5105;2652717.0;1252032.0;AG;Auenstein
5106;2653542.0;1254173.0;AG;Veltheim AG
5107;2653071.977;1255393.021;AG;Schinznach Dorf
5108;2652090.0;1254780.0;AG;Oberflachs
5112;2650079.0;1254336.0;AG;Thalheim AG
5113;2655106.0;1253298.0;AG;Holderbank AG
5116;2655100.0;1255729.0;AG;Schinznach Bad
5200;2658005.119;1259648.991;AG;Brugg AG
5210;2658718.42;1258775.908;AG;Windisch
5212;2658344.278;1257039.551;AG;Hausen AG
5213;2654473.0;1258074.0;AG;Villnachern
5222;2656647.0;1259382.0;AG;Umiken
5223;2656417.0;1260293.0;AG;Riniken
5225;2654232.394;1260049.615;AG;Bözberg
5233;2659707.0;1263340.0;AG;Stilli
5234;2658600.0;1264075.0;AG;Villigen
5235;2658393.0;1262211.0;AG;Rüfenach AG
5236;2656589.958;1263038.501;AG;Remigen
5237;2653141.172;1263180.97;AG;Mönthal
5242;2657547.5;1254380.5;AG;Birr
5243;2660363.0;1256547.0;AG;Mülligen
5244;2660801.0;1254070.0;AG;Birrhard
5245;2656416.0;1257140.0;AG;Habsburg
5246;2656282.0;1255453.0;AG;Scherz
5272;2652444.0;1265922.0;AG;Gansingen
5273;2652162.0;1267278.0;AG;Oberhofen AG
5274;2651844.0;1268446.0;AG;Mettau
5275;2650597.0;1269156.0;AG;Etzgen
5276;2653712.0;1268046.0;AG;Wil AG
5277;2654452.0;1266615.0;AG;Hottwil
5300;2661479.0;1260312.0;AG;Turgi
5301;2660508.0;1263327.0;AG;Siggenthal Station
5303;2661421.0;1264794.0;AG;Würenlingen
5304;2664159.0;1265522.0;AG;Endingen
5305;2664167.0;1266571.0;AG;Unterendingen
5306;2663838.0;1268171.0;AG;Tegerfelden
5312;2661783.0;1269071.0;AG;Döttingen
5313;2661185.0;1270465.0;AG;Klingnau
5314;2660685.0;1269125.0;AG;Kleindöttingen
5315;2658962.0;1267437.0;AG;Böttstein
5316;2658709.0;1270655.0;AG;Leuggern
5317;2657175.0;1269613.0;AG;Hettenschwil
5318;2656234.0;1266549.0;AG;Mandach
5322;2660377.829;1273378.233;AG;Koblenz
5323;2663171.0;1272540.0;AG;Rietheim
5324;2657560.0;1273971.0;AG;Full-Reuenthal
5325;2655309.0;1271387.0;AG;Leibstadt
5326;2653052.0;1270790.0;AG;Schwaderloch
5330;2664322.0;1271058.0;AG;Bad Zurzach
5332;2666312.0;1269315.0;AG;Rekingen AG
5333;2666072.0;1267549.0;AG;Baldingen
5334;2667286.0;1267434.0;AG;Böbikon
5400;2664944.0;1258502.0;AG;Baden
