postcode;e;n;canton;locality
1898;2551874.298;1137638.992;VS;St-Gingolph
1899;2556424.38;1129665.842;VS;Torgon
1902;2567891.126;1113821.115;VS;Evionnaz
1903;2568804.0;1113530.0;VS;Collonges
1904;2569288.348;1109405.012;VS;Vernayaz
1905;2569567.0;1110911.0;VS;Dorénaz
1906;2576391.0;1108061.0;VS;Charrat
1907;2579743.452;1110747.49;VS;Saxon
1908;2583270.806;1113361.539;VS;Riddes
1911;2579501.76;1116350.53;VS;Ovronnaz
1912;2581085.75;1115203.0;VS;Dugny (Leytron)
1913;2580502.0;1113180.0;VS;Saillon
1914;2585100.0;1111630.5;VS;Auddes-sur-Riddes
1918;2584417.0;1110381.0;VS;La Tzoumaz
1920;2571793.817;1105818.6;VS;Martigny
1921;2569792.0;1103571.0;VS;Martigny-Croix
1922;2567709.0;1108117.0;VS;Les Granges (Salvan)
1923;2566242.0;1106234.5;VS;Le Trétien
1925;2563419.5;1102219.5;VS;Finhaut
1926;2575402.0;1109991.0;VS;Fully
1927;2573265.386;1104305.058;VS;Chemin
1928;2569856.501;1105366.924;VS;Ravoire
1929;2564898.0;1100567.0;VS;Trient
1932;2572086.5;1102753.5;VS;Bovernier
1933;2577233.0;1102430.75;VS;Chamoille (Sembrancher)
1934;2582585.5;1102420.5;VS;Bruson
1936;2583658.0;1105409.0;VS;Verbier
1937;2577203.0;1097569.0;VS;Orsières
1938;2574810.0;1097695.0;VS;Champex-Lac
1941;2579407.0;1104156.0;VS;Cries (Vollèges)
1942;2578682.0;1105262.0;VS;Levron
1943;2575564.0;1093001.0;VS;Praz-de-Fort
1944;2573960.0;1087859.0;VS;La Fouly VS
1945;2579487.0;1094067.833;VS;Chandonne (Liddes)
1946;2582154.496;1088792.057;VS;Bourg-St-Pierre
1947;2584347.5;1101117.0;VS;Champsec
1948;2587321.333;1099771.0;VS;Fionnay
1950;2593817.734;1120027.757;VS;Sion
1955;2582733.833;1117082.833;VS;Chamoson
1957;2586166.0;1117592.0;VS;Ardon
1958;2598420.919;1122220.951;VS;St-Léonard
1961;2599664.0;1117709.0;VS;Vernamiège
1962;2590430.556;1119881.771;VS;Pont-de-la-Morge (Sion)
1963;2587553.14;1118923.128;VS;Vétroz
1964;2589645.0;1119465.0;VS;Conthey
1965;2592952.0;1122487.0;VS;Savièse
1966;2597711.553;1124945.671;VS;Argnou (Ayent)
1967;2597175.203;1120081.723;VS;Bramois
1968;2599782.0;1116078.0;VS;Mase
1969;2600991.0;1112955.2;VS;Eison (St-Martin)
1971;2595365.792;1122406.207;VS;Grimisuat
1972;2597217.572;1127379.122;VS;Anzère
1973;2599418.0;1119633.0;VS;Nax
1974;2595885.386;1125115.696;VS;Arbaz
1975;2589747.0;1120903.0;VS;St-Séverin
1976;2588455.442;1121992.622;VS;Daillon
1977;2600018.622;1126792.704;VS;Icogne
1978;2600744.846;1125597.497;VS;Lens
1981;2596837.0;1117749.0;VS;Vex
1982;2599139.072;1112664.328;VS;Euseigne
1983;2603339.5;1107281.5;VS;Evolène
1984;2605160.0;1104488.5;VS;La Tour VS
1985;2606088.667;1105129.333;VS;La Forclaz VS
1986;2603393.0;1097952.0;VS;Arolla
1987;2596656.0;1112742.0;VS;Hérémence
1988;2595419.5;1114480.0;VS;Les Collons
1991;2593345.809;1117797.452;VS;Arvillard (Salins)
1992;2595117.32;1117367.264;VS;Crête-à-l'Oeil (Les Agettes)
1993;2592490.977;1115486.779;VS;Clèbes (Nendaz)
1994;2590271.734;1117190.583;VS;Aproz (Nendaz)
1996;2589405.125;1115144.75;VS;Baar (Nendaz)
1997;2589729.333;1112823.0;VS;Haute-Nendaz
2000;2561091.199;1204937.564;NE;Neuchâtel
2012;2557318.0;1203055.0;NE;Auvernier
2013;2555947.924;1201958.311;NE;Colombier NE
2014;2554470.02;1201983.759;NE;Bôle
2015;2555550.186;1200513.578;NE;Areuse
2016;2555015.219;1199508.812;NE;Cortaillod
2017;2553904.0;1200354.0;NE;Boudry
2019;2552293.353;1203034.055;NE;Rochefort
2022;2552464.1;1197804.161;NE;Bevaix
2023;2549659.0;1195191.0;NE;Gorgier
2024;2549053.0;1193669.0;NE;St-Aubin-Sauges
2025;2550573.0;1195190.0;NE;Chez-le-Bart
2027;2547145.0;1193932.0;NE;Fresens
2028;2547809.004;1191967.783;NE;Vaumarcus
2034;2558382.0;1204235.0;NE;Peseux
2035;2556949.782;1203935.642;NE;Corcelles NE
2036;2556606.49;1203485.668;NE;Cormondrèche
2037;2554644.721;1204543.661;NE;Montezillon
2042;2559455.766;1207450.715;NE;Valangin
2043;2557920.0;1209014.0;NE;Boudevilliers
2046;2559060.0;1210314.0;NE;Fontaines NE
2052;2557692.5;1212493.5;NE;Fontainemelon
2053;2559177.0;1212161.0;NE;Cernier
2054;2561222.0;1213964.0;NE;Chézard-St-Martin
2056;2563361.0;1213507.0;NE;Dombresson
2057;2564535.0;1213899.0;NE;Villiers
2058;2565295.0;1216864.0;NE;Le Pâquier NE
2063;2561172.75;1209267.75;NE;Engollon
2065;2563187.0;1211113.0;NE;Savagnier
2067;2563687.9;1209080.305;NE;Chaumont
2068;2564509.597;1206990.958;NE;Hauterive NE
2072;2565847.338;1207408.378;NE;St-Blaise
2073;2567838.3;1212149.523;NE;Enges
2074;2567323.0;1206465.0;NE;Marin-Epagnier
2075;2568553.07;1208066.837;NE;Wavre
2087;2568128.629;1209725.102;NE;Cornaux NE
2088;2569305.0;1211033.0;NE;Cressier NE
2103;2545637.053;1200690.383;NE;Noiraigue
2105;2541871.206;1199199.087;NE;Travers
2108;2538713.113;1197317.778;NE;Couvet
2112;2537054.0;1195729.0;NE;Môtiers NE
2113;2536092.0;1196535.0;NE;Boveresse
2114;2534787.0;1194927.0;NE;Fleurier
2115;2532348.859;1193358.17;NE;Buttes
2116;2529758.0;1192908.0;NE;Mont-de-Buttes
2117;2527598.0;1191020.0;NE;La Côte-aux-Fées
2123;2533306.0;1195841.0;NE;St-Sulpice NE
2124;2535949.941;1198524.678;NE;Les Sagnettes
2126;2526906.901;1195401.287;NE;Les Verrières
2127;2530212.0;1196787.0;NE;Les Bayards
2149;2548508.75;1201112.659;NE;Brot-Dessous
2206;2555314.0;1207316.0;NE;Les Geneveys-sur-Coffrane
2207;2556059.0;1206630.0;NE;Coffrane
2208;2557012.0;1210827.0;NE;Les Hauts-Geneveys
2300;2555455.0;1217768.5;NE;La Chaux-de-Fonds
2314;2551554.398;1210377.452;NE;La Sagne NE
2316;2547029.311;1206127.515;NE;Petit-Martel
2318;2547537.129;1203402.663;NE;Brot-Plamboz
2322;2550274.895;1214236.505;NE;Le Crêt-du-Locle
2325;2549521.0;1217894.0;NE;Les Planchettes
2333;2559132.391;1220473.456;BE;La Cibourg
2336;2559362.788;1225537.363;JU;Les Bois
2338;2565590.0;1232094.5;JU;Les Emibois
2340;2563403.0;1230370.0;JU;Le Noirmont
2345;2565866.701;1228061.062;JU;La Chaux-des-Breuleux
2350;2566523.0;1234087.0;JU;Saignelégier
2353;2565834.213;1235968.623;JU;Les Pommerats
2354;2563288.0;1234949.0;JU;Goumois
2360;2568442.0;1234780.0;JU;Le Bémont JU
2362;2572281.315;1238240.972;JU;Montfavergier
2363;2570300.592;1237564.624;JU;Les Enfers
2364;2575380.0;1239366.0;JU;St-Brais
2400;2546058.334;1210920.617;NE;Le Locle
2405;2544187.413;1207226.09;NE;La Chaux-du-Milieu
2406;2535347.274;1202851.217;NE;Les Taillères
2414;2541030.0;1207485.0;NE;Le Cerneux-Péquignot
2416;2544438.0;1213213.0;NE;Les Brenets
2500;2586007;1222264;BE;Biel/Bienne
2502;2585546.0;1221248.0;BE;Biel/Bienne
2503;2586172.762;1220142.355;BE;Biel/Bienne
2504;2587503.725;1221988.12;BE;Biel/Bienne
2505;2583285.147;1219983.353;BE;Biel/Bienne
2512;2581755.0;1218440.0;BE;Tüscherz-Alfermée
2513;2578983.745;1216393.028;BE;Twann
2514;2577225.088;1215244.345;BE;Ligerz
2515;2576457.0;1216146.0;BE;Prêles
2516;2577512.036;1218592.73;BE;Lamboing
2517;2575557.0;1218101.0;BE;Diesse
2518;2572746.605;1218256.579;BE;Nods
2520;2573990.308;1212822.047;BE;La Neuveville
2523;2571406.101;1214841.973;NE;Lignières
2525;2571915.331;1211820.384;NE;Le Landeron
2532;2582879.804;1221161.587;BE;Magglingen/Macolin
2533;2584868.0;1222198.0;BE;Evilard
2534;2581319.331;1222925.006;BE;Orvin
2535;2586184.846;1224221.496;BE;Frinvillier
2536;2588578.778;1226627.466;BE;Plagne
2537;2589428.0;1226334.0;BE;Vauffelin
2538;2592533.0;1226514.0;BE;Romont BE
2540;2596632.0;1227042.0;SO;Grenchen
2542;2592331.0;1224818.0;BE;Pieterlen
2543;2594659.0;1225540.0;BE;Lengnau BE
2544;2598735.0;1227913.0;SO;Bettlach
2545;2601079.0;1228219.0;SO;Selzach
2552;2589767.482;1220990.793;BE;Orpund
2553;2591218.0;1222154.0;BE;Safnern
2554;2593212.0;1223258.0;BE;Meinisberg
2555;2587549.0;1219303.0;BE;Brügg BE
2556;2590312.0;1219913.0;BE;Scheuren
2557;2589664.682;1217915.888;BE;Studen BE
2558;2588647.0;1218822.0;BE;Aegerten
2560;2585131.617;1219246.19;BE;Nidau
2562;2585890.922;1218192.328;BE;Port
2563;2584418.493;1218054.985;BE;Ipsach
2564;2585472.0;1217197.0;BE;Bellmund
2565;2586537.0;1216554.0;BE;Jens
2572;2582919.0;1215703.5;BE;Mörigen
2575;2581598.137;1212896.948;BE;Gerolfingen
2576;2578034.744;1210503.099;BE;Lüscherz
2577;2580656.5;1208624.0;BE;Finsterhennen
2603;2585633.106;1226901.952;BE;Péry
2604;2583777.0;1226660.0;BE;La Heutte
2605;2579864.0;1227314.0;BE;Sonceboz-Sombeval
2606;2577503.923;1227039.303;BE;Corgémont
2607;2574862.0;1226629.0;BE;Cortébert
2608;2573182.75;1224623.934;BE;Courtelary
2610;2567045.745;1222897.872;BE;St-Imier
2612;2570731.0;1224728.0;BE;Cormoret
2613;2568025.259;1223106.288;BE;Villeret
2615;2563807.5;1220093.0;BE;Montagne-de-Sonvilier
2616;2559595.499;1218912.341;BE;La Cibourg
2710;2581824.71;1230099.352;BE;Tavannes
2712;2580639.095;1232879.972;BE;Le Fuet
2713;2579295.0;1234692.0;BE;Bellelay
2714;2575647.0;1233876.0;JU;Le Prédame
2715;2581746.0;1236021.0;BE;Châtelat
2716;2583276.0;1235956.0;BE;Sornetan
2717;2580153.0;1237115.0;BE;Fornet-Dessous
2718;2578029.273;1236522.609;JU;Lajoux JU
2720;2576049.631;1229803.558;BE;Tramelan
2722;2572834.0;1230606.0;BE;Les Reussilles
2723;2571426.706;1228598.955;BE;Mont-Tramelan
2732;2583557.083;1232315.631;BE;Loveresse
2733;2586097.523;1232266.282;BE;Pontenet
2735;2588380.23;1232711.671;BE;Bévilard
2736;2589923.0;1232019.0;BE;Sorvilier
2738;2592390.0;1232242.0;BE;Court
2740;2594735.918;1236282.703;JU;Moutier
2742;2592693.0;1236077.0;BE;Perrefitte
2743;2596905.0;1236157.0;BE;Eschert
2744;2597489.0;1236894.0;BE;Belprahon
2745;2598920.0;1236883.0;BE;Grandval
2746;2600119.0;1236990.0;BE;Crémines
2747;2604028.025;1238398.729;BE;Corcelles BE
2748;2585970.427;1236439.869;BE;Souboz
2762;2595514.0;1239064.0;BE;Roches BE
2800;2593122.997;1246145.565;JU;Delémont
2802;2589169.0;1245303.0;JU;Develier
2803;2585520.164;1249479.164;JU;Bourrignon
2805;2595074.38;1249058.5;JU;Soyhières
2806;2590991.491;1249617.894;JU;Mettembert
2807;2587034.75;1251439.5;JU;Pleigne
2812;2590740.0;1250993.0;JU;Movelier
2813;2591943.041;1252822.546;JU;Ederswiler
2814;2592694.734;1253604.091;BL;Roggenburg
2822;2595317.0;1245428.0;JU;Courroux
2823;2596461.0;1245739.0;JU;Courcelon
2824;2598026.105;1244334.764;JU;Vicques
2825;2601189.0;1244276.0;JU;Courchapoix
2826;2602787.0;1244031.0;JU;Corban
2827;2606692.483;1243182.012;JU;Mervelier
2828;2605128.0;1245556.0;JU;Montsevelier
2829;2602938.0;1241593.0;JU;Vermes
2830;2594938.752;1242032.873;JU;Vellerat
2832;2598299.978;1241624.858;JU;Rebeuvelier
2842;2592933.0;1243926.0;JU;Rossemaison
2843;2592856.0;1241954.0;JU;Châtillon JU
2852;2590865.719;1243336.261;JU;Courtételle
2853;2588239.416;1242609.47;JU;Courfaivre
2854;2585203.0;1243000.0;JU;Bassecourt
2855;2582207.0;1242662.0;JU;Glovelier
2856;2583038.0;1244393.0;JU;Boécourt
2857;2584380.0;1246554.0;JU;Montavon
2863;2583799.0;1239137.0;JU;Undervelier
2864;2587252.0;1239241.0;JU;Soulce
2873;2578603.828;1239115.576;JU;Saulcy
2882;2578635.617;1245980.619;JU;St-Ursanne
2883;2579836.912;1244497.16;JU;Montmelon
2884;2578073.0;1244511.0;JU;Montenol
2885;2575538.0;1242782.0;JU;Epauvillers
2886;2571911.39;1241892.62;JU;Epiquerez
2887;2570327.0;1239857.0;JU;Soubey
2888;2575411.0;1246260.0;JU;Seleute
2889;2572349.0;1244770.0;JU;Ocourt
2900;2572486.922;1251728.199;JU;Porrentruy
2902;2573013.0;1250336.0;JU;Fontenais
2903;2572892.0;1248532.0;JU;Villars-sur-Fontenais
2904;2569660.0;1248663.0;JU;Bressaucourt
2905;2569964.0;1250857.0;JU;Courtedoux
2906;2566868.0;1249201.0;JU;Chevenez
2907;2563670.0;1248964.0;JU;Rocourt
2908;2562162.0;1249242.0;JU;Grandfontaine
2912;2562369.5;1246784.0;JU;Roche-d'Or
2914;2559058.0;1246935.0;JU;Damvant
2915;2567466.381;1254691.283;JU;Bure
2916;2563076.0;1252093.0;JU;Fahy
2922;2570884.0;1254391.0;JU;Courchavon
2923;2570522.0;1256419.0;JU;Courtemaîche
2924;2571371.0;1259575.0;JU;Montignez
2925;2569215.0;1258986.0;JU;Buix
2926;2567901.0;1260532.0;JU;Boncourt
2932;2574387.0;1255690.0;JU;Coeuve
2933;2574567.0;1258863.0;JU;Damphreux
2935;2577327.0;1260238.0;JU;Beurnevésin
2942;2576637.0;1252806.0;JU;Alle
2943;2578257.0;1255725.0;JU;Vendlincourt
2944;2578363.0;1258588.0;JU;Bonfol
2946;2580127.0;1253060.0;JU;Miécourt
2947;2582536.0;1252482.0;JU;Charmoille
2950;2576760.5;1249919.0;JU;Courgenay
2952;2579190.0;1250748.0;JU;Cornol
2953;2582299.5;1251262.0;JU;Fregiécourt
2954;2582375.0;1249839.0;JU;Asuel
3000;2601934;1204410;BE;Bern
3004;2600552.0;1202327.0;BE;Bern
3005;2600827.0;1198852.0;BE;Bern
3006;2602265.0;1199134.0;BE;Bern
3007;2599461.137;1198717.733;BE;Bern
3008;2598418.0;1199032.0;BE;Bern
3010;2598894.0;1199620.0;BE;Bern
3011;2600750.0;1199674.0;BE;Bern
3012;2599471.0;1200387.0;BE;Bern
3013;2600914.0;1200443.0;BE;Bern
3014;2601161.0;1201210.0;BE;Bern
3015;2603171.0;1198680.0;BE;Bern
3018;2596346.0;1198847.0;BE;Bern
3019;2593303.0;1198261.0;BE;Bern
3020;2592229.668;1198982.823;BE;Bern
3027;2596098.0;1199728.0;BE;Bern
3032;2595520.938;1201803.941;BE;Hinterkappelen
3033;2593840.661;1202524.708;BE;Wohlen b. Bern
3034;2590649.0;1203091.0;BE;Murzelen
3035;2588611.155;1204783.193;BE;Frieswil
3036;2587224.606;1205117.69;BE;Detligen
3037;2598393.266;1202641.715;BE;Herrenschwanden
3038;2598378.0;1205510.0;BE;Kirchlindach
3042;2596967.744;1204864.101;BE;Ortschwaben
3043;2595731.0;1203985.0;BE;Uettligen
3044;2590168.0;1204887.0;BE;Innerberg
3045;2594560.348;1206437.057;BE;Meikirch
3046;2592292.0;1206109.0;BE;Wahlendorf
3047;2599716.0;1202818.0;BE;Bremgarten b. Bern
3048;2601916.101;1203049.538;BE;Worblaufen
3049;2592289.0;1204661.0;BE;Säriswil
3052;2601049.45;1205126.255;BE;Zollikofen
3053;2600578.432;1208635.825;BE;Deisswil b. Münchenbuchsee
3054;2595232.0;1210043.0;BE;Schüpfen
3063;2603313.333;1202860.45;BE;Ittigen
3065;2604538.508;1202786.372;BE;Bolligen
3066;2606704.459;1201039.05;BE;Stettlen
3067;2608200.77;1200484.778;BE;Boll
3068;2609899.079;1201037.816;BE;Utzigen
3072;2603911.979;1200522.36;BE;Ostermundigen
3073;2605073.658;1198095.793;BE;Gümligen
3074;2603687.0;1197575.0;BE;Muri b. Bern
3075;2607822.5;1196923.5;BE;Rüfenacht BE
3076;2609725.762;1197645.433;BE;Worb
3077;2612097.0;1197938.0;BE;Enggistein
3078;2610938.0;1196344.0;BE;Richigen
3082;2613361.202;1195722.885;BE;Schlosswil
3083;2610692.0;1194749.0;BE;Trimstein
3084;2601225.067;1197522.109;BE;Wabern
3086;2602318.747;1193033.724;BE;Englisberg
3087;2601546.626;1189776.156;BE;Niedermuhlern
3088;2600658.5;1186679.0;BE;Oberbütschel
3089;2597652.0;1187476.0;BE;Hinterfultigen
3095;2599663.0;1197179.0;BE;Spiegel b. Bern
3096;2597474.95;1190573.97;BE;Oberbalm
3097;2598408.097;1197692.879;BE;Liebefeld
3098;2598181.5;1196168.0;BE;Köniz
3099;2601539.158;1181135.081;BE;Rüti b. Riggisberg
3110;2609208.0;1191422.0;BE;Münsingen
3111;2611098.0;1191713.0;BE;Tägertschi
3112;2606313.536;1196031.588;BE;Allmendingen b. Bern
3113;2608019.822;1194133.129;BE;Rubigen
3114;2610321.614;1188130.662;BE;Wichtrach
3115;2608008.295;1187757.056;BE;Gerzensee
3116;2608006.0;1185233.0;BE;Kirchdorf BE
3122;2602314.12;1195605.093;BE;Kehrsatz
3123;2604811.488;1193426.144;BE;Belp
3124;2606608.0;1190706.0;BE;Belpberg
3125;2604205.777;1189890.279;BE;Toffen
3126;2605324.0;1187599.0;BE;Gelterfingen
3127;2605430.0;1184460.0;BE;Lohnstorf
3128;2604598.0;1186117.5;BE;Kirchenthurnen
3132;2602973.144;1184375.102;BE;Riggisberg
3144;2597154.0;1194079.0;BE;Gasel
3145;2596373.412;1192534.611;BE;Niederscherli
3147;2594631.839;1191447.868;BE;Mittelhäusern
3148;2593823.0;1188120.0;BE;Lanzenhäusern
3150;2592644.888;1185169.731;BE;Schwarzenburg
3152;2595253.976;1185003.768;BE;Mamishaus
3153;2595468.0;1180637.0;BE;Rüschegg Gambach
3154;2597523.987;1181157.842;BE;Rüschegg Heubach
3155;2598759.0;1184543.0;BE;Helgisried-Rohrbach
3156;2593570.614;1178981.792;BE;Riffenmatt
3157;2593993.231;1182485.035;BE;Milken
3158;2590899.0;1178922.0;BE;Guggisberg
3159;2591388.0;1181616.0;BE;Riedstätt
3172;2595241.324;1197172.947;BE;Niederwangen b. Bern
3173;2593971.0;1195833.0;BE;Oberwangen b. Bern
3174;2593359.928;1193933.852;BE;Thörishaus
3175;2590864.425;1193225.644;FR;Flamatt
3176;2589872.0;1193928.0;BE;Neuenegg
3177;2584855.229;1195021.574;BE;Laupen BE
3178;2584175.0;1193659.0;FR;Bösingen
3179;2583494.838;1195572.136;BE;Kriechenwil
3182;2590983.339;1190842.069;FR;Ueberstorf
3183;2590898.0;1189039.0;BE;Albligen
3184;2587626.685;1191271.463;FR;Wünnewil
3185;2585431.394;1189265.92;FR;Schmitten FR
3186;2581160.0;1188560.0;FR;Düdingen
3202;2591929.42;1200312.559;BE;Frauenkappelen
3203;2587023.0;1200953.0;BE;Mühleberg
3204;2588048.084;1197889.101;BE;Rosshäusern
3205;2585676.593;1199154.479;BE;Gümmenen
3206;2583427.6;1198559.2;BE;Biberen
3207;2584823.233;1203061.747;BE;Golaten
3208;2583028.0;1201505.0;BE;Gurbrü
3210;2581735.996;1202617.345;FR;Kerzers
3212;2580271.601;1193073.718;FR;Gurmels
3213;2581379.5;1194143.5;FR;Kleinbösingen
3214;2581734.0;1198066.0;FR;Ulmiz
3215;2580525.667;1198607.0;FR;Büchslen
3216;2581227.5;1200546.5;FR;Agriswil
3225;2577584.0;1204997.0;BE;Müntschemier
3226;2578981.942;1206406.885;BE;Treiten
3232;2574603.63;1206076.287;BE;Ins
3233;2572419.359;1208420.227;BE;Tschugg
3234;2575155.0;1209206.0;BE;Vinelz
3235;2574150.39;1210303.219;BE;Erlach
3236;2570925.333;1206603.855;BE;Gampelen
3237;2577833.0;1207952.0;BE;Brüttelen
3238;2570237.0;1208459.0;BE;Gals
3250;2590021.925;1213684.248;BE;Lyss
3251;2597716.625;1215022.605;BE;Ruppoldsried
3252;2589188.199;1216737.679;BE;Worben
3253;2596367.0;1217722.0;SO;Schnottwil
3254;2599953.613;1216309.675;SO;Balm b. Messen
3255;2597633.0;1212623.0;BE;Rapperswil BE
3256;2599158.333;1211301.0;BE;Bangerten b. Dieterswil
3257;2593346.552;1213113.595;BE;Ammerzwil BE
3262;2592465.0;1211915.0;BE;Suberg
3263;2592589.0;1217129.0;BE;Büetigen
3264;2594074.0;1217446.0;BE;Diessbach b. Büren
3266;2590932.0;1210808.0;BE;Wiler b. Seedorf
3267;2590564.54;1208979.587;BE;Seedorf BE
3268;2589157.0;1208131.0;BE;Lobsigen
3270;2587626.06;1210450.187;BE;Aarberg
3271;2587487.0;1207877.0;BE;Radelfingen b. Aarberg
3272;2583635.5;1212622.5;BE;Epsach
3273;2586953.252;1212288.659;BE;Kappelen
3274;2585341.0;1214377.0;BE;Bühl b. Aarberg
3280;2574627.823;1196708.318;FR;Meyriez
3282;2586558.0;1209770.0;BE;Bargen BE
3283;2584993.077;1207219.601;BE;Niederried b. Kallnach
3284;2582495.0;1205138.0;FR;Fräschels
3285;2578551.0;1199802.0;FR;Galmiz
3286;2576329.0;1198535.0;FR;Muntelier
3292;2591301.0;1216589.0;BE;Busswil BE
3293;2592577.0;1218721.0;BE;Dotzigen
3294;2593700.368;1220963.812;BE;Meienried
3295;2597497.0;1222273.0;BE;Rüti b. Büren
3296;2599254.0;1223926.0;BE;Arch
3297;2601419.0;1224851.0;BE;Leuzigen
3298;2597615.0;1219784.0;BE;Oberwil b. Büren
3302;2603431.0;1206961.0;BE;Moosseedorf
3303;2604112.25;1210685.25;BE;Ballmoos
3305;2602224.5;1212834.0;BE;Iffwil
3306;2603019.0;1214971.0;BE;Etzelkofen
3307;2602244.0;1215072.0;SO;Brunnenthal
3308;2605311.0;1214152.0;BE;Grafenried
3309;2608091.0;1213590.0;BE;Kernenried
3312;2606610.0;1214982.0;BE;Fraubrunnen
3313;2605753.0;1215989.0;BE;Büren zum Hof
3314;2606722.452;1217779.851;BE;Schalunen
3315;2607345.5;1220925.0;BE;Bätterkinden
3317;2603639.5;1217086.0;BE;Limpach
3322;2605144.163;1208326.616;BE;Mattstetten
3323;2606809.0;1207625.0;BE;Bäriswil BE
3324;2608829.85;1210656.857;BE;Mötschwil
3325;2609012.731;1208993.963;BE;Hettiswil b. Hindelbank
3326;2609355.229;1206293.122;BE;Krauchthal
3360;2620294.291;1226488.743;BE;Herzogenbuchsee
3362;2619155.0;1226192.0;BE;Niederönz
3363;2619387.0;1225610.0;BE;Oberönz
3365;2617387.317;1222118.454;BE;Seeberg
3366;2620720.5;1224427.0;BE;Bettenhausen
3367;2622449.5;1223708.0;BE;Ochlenberg
3368;2624089.682;1225978.728;BE;Bleienbach
3372;2619236.0;1227750.0;BE;Wanzwil
3373;2619094.5;1228467.5;BE;Heimenhausen
3374;2616499.0;1229797.0;BE;Wangenried
3375;2617710.0;1227635.0;BE;Inkwil
3376;2620961.5;1230197.5;BE;Berken
3377;2618424.0;1231079.0;BE;Walliswil b. Wangen
3380;2617648.466;1231546.335;BE;Walliswil b. Niederbipp
3400;2613774.566;1211888.788;BE;Burgdorf
3412;2616778.0;1212056.0;BE;Heimiswil
3413;2617605.43;1213869.948;BE;Kaltacker
3414;2613992.507;1209161.63;BE;Oberburg
3415;2616338.496;1206426.626;BE;Hasle b. Burgdorf
3416;2622140.629;1212784.168;BE;Affoltern im Emmental
3417;2617792.0;1208263.0;BE;Rüegsau
3418;2619635.534;1210278.659;BE;Rüegsbach
3419;2613952.508;1205210.986;BE;Biembach im Emmental
3421;2610848.55;1212187.92;BE;Rüti b. Lyssach
3422;2610478.276;1215127.513;BE;Rüdtligen
3423;2612295.0;1215866.0;BE;Ersigen
3424;2613149.5;1217993.0;BE;Niederösch
3425;2612881.176;1220829.14;BE;Willadingen
3426;2608990.0;1215976.0;BE;Aefligen
3427;2608834.257;1219881.651;BE;Utzenstorf
3428;2608995.0;1222342.0;BE;Wiler b. Utzenstorf
3429;2615293.0;1221533.0;BE;Hellsau
3432;2618721.318;1205983.443;BE;Lützelflüh-Goldbach
3433;2619485.684;1203282.111;BE;Schwanden im Emmental
3434;2618175.087;1200768.687;BE;Landiswil
3435;2620587.0;1205294.0;BE;Ramsei
3436;2623598.149;1202351.367;BE;Zollbrück
3437;2621457.0;1203681.0;BE;Rüderswil
3438;2622556.251;1201309.472;BE;Lauperswil
3439;2623268.736;1204175.609;BE;Ranflüh
3452;2621782.0;1206571.0;BE;Grünenmatt
3453;2625570.361;1206723.904;BE;Heimisbach
3454;2623478.693;1209149.243;BE;Sumiswald
3455;2622883.0;1208203.0;BE;Grünen
3456;2622930.046;1207294.476;BE;Trachselwald
3457;2627724.344;1210180.942;BE;Wasen im Emmental
3462;2624273.228;1212249.328;BE;Weier im Emmental
3463;2623840.332;1214341.585;BE;Häusernmoos im Emmental
3464;2623032.206;1215839.069;BE;Schmidigen-Mühleweg
3465;2626636.0;1215093.0;BE;Dürrenroth
3472;2616647.336;1217020.141;BE;Wynigen
3473;2615059.0;1219233.0;BE;Alchenstorf
3474;2619754.274;1218826.881;BE;Rüedisbach
3475;2619596.0;1221853.5;BE;Hermiswil
3476;2621343.958;1220886.389;BE;Oschwand
3503;2611697.0;1193599.0;BE;Gysenstein
3504;2616014.0;1191867.5;BE;Niederhünigen
3506;2615254.97;1194995.841;BE;Grosshöchstetten
3507;2614393.2;1197392.864;BE;Biglen
3508;2616652.062;1198264.986;BE;Arni BE
3510;2613653.599;1190838.316;BE;Freimettigen
3512;2613509.0;1199477.0;BE;Walkringen
3513;2614492.152;1202152.889;BE;Bigenthal
3531;2618305.901;1196362.313;BE;Oberthal
3532;2616463.644;1193991.336;BE;Zäziwil
3533;2619793.717;1193895.275;BE;Bowil
3534;2621988.334;1196071.124;BE;Signau
3535;2623076.792;1197468.352;BE;Schüpbach
3536;2625560.0;1194861.0;BE;Aeschau
3537;2627356.174;1191094.46;BE;Eggiwil
3538;2622848.836;1190038.832;BE;Röthenbach im Emmental
3543;2623006.026;1199565.698;BE;Emmenmatt
3550;2626408.412;1198933.74;BE;Langnau im Emmental
3551;2626943.459;1202187.273;BE;Oberfrittenbach
3552;2628508.535;1198115.882;BE;Bärau
3553;2628731.0;1201684.0;BE;Gohl
3555;2631269.655;1196439.537;BE;Trubschachen
3556;2633177.326;1200111.784;BE;Trub
3557;2636467.0;1202462.0;BE;Fankhaus (Trub)
3600;2614308.399;1178208.688;BE;Thun
3603;2612331.166;1179400.627;BE;Thun
3604;2613855.0;1176618.0;BE;Thun
3608;2611939.0;1176778.0;BE;Thun
3612;2614845.947;1180847.3;BE;Steffisburg
3613;2613552.436;1179919.139;BE;Steffisburg
3614;2619415.027;1182901.712;BE;Unterlangenegg
3615;2619344.732;1185669.068;BE;Heimenschwand
3616;2621673.962;1182934.699;BE;Schwarzenegg
3617;2616480.477;1182720.653;BE;Fahrni b. Thun
3618;2623983.268;1185483.547;BE;Süderen
3619;2626148.013;1181706.517;BE;Eriz
