OBJECTID;EGID;NO_AUTOR;CATEGORIE_BATPRO;NOMBAT;DESTINATION;NOMENCLATURE;NOMEN_CLASSE;NIVEAUX_HORSOL;NIVEAUX_SSOL;HAUTEUR;DATEDT;TYPE;GENRE;COMMUNE;SHAPE.AREA;SHAPE.LEN
82;295514878;DD 107704;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;2.4;20150325155419;Nouveau;Sous-sol;Vandoeuvres;118.67136794;60.2229957943105
83;1028086;DD 107704;Bâtiment;;Habitation un logement;1.1.1;Habitation;1;0;3.2;20150325155857;Transformation;Hors-sol;Vandoeuvres;53.004914915;45.8194432802126
84;295112444;DD 107736;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;;20160304095133;Transformation;Hors-sol;Chêne-Bougeries;138.22205324;51.0024422071028
85;295514900;APA 42129;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.9;20150331135823;Nouveau;Hors-sol;Vernier;19.9499242;18.3999723968974
86;295514909;DD 107759;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;0;3.21;20150401152413;Nouveau;Hors-sol;Vernier;42.70110306;31.0068160005607
87;295514949;DD 107265;Bâtiment;;Garage privé;5.2;Autre bâtiment;0;1;3;20150415170200;Nouveau;Sous-sol;Satigny;787.16671394;124.827009854979
88;295514958;DD 107821;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.4;20150420094835;Nouveau;Hors-sol;Cologny;12.55047821;14.2425368338713
89;295514970;DD 107756;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.08;20150421133851;Nouveau;Hors-sol;Corsier;75.225419355;34.7095058755313
90;295514971;DD 107756;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.08;20150421134145;Nouveau;Hors-sol;Corsier;75.94542336;34.9100279140663
91;295159953;DD 104267;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.9;20170619173624;Nouveau;Hors-sol;Cologny;25.020988185;24.2680819573021
92;295113361;APA 28190;Bâtiment;;Ecole primaire;4.1.3;Equipement collectif;2;0;6.28999996;20140411101527;Nouveau;Hors-sol;Lancy;148.21590768;60.7274762621327
93;295139840;DD 109916;Bâtiment;;Hangar agricole;3.1.5;Activités;1;0;5.1;20170131105026;Nouveau;Hors-sol;Bardonnex;116.231170025;48.8001735023875
94;295160513;APA 34364;Bâtiment;;Garage;3.2.3;Activités;1;0;6.5;20110224111336;Nouveau;Hors-sol;Plan-les-Ouates;112.352675105;42.4005613913206
95;1032422;APA 34402;Bâtiment;;Habitation un logement;1.1.1;Habitation;1;0;5.5;20110304132801;Transformation;Hors-sol;Veyrier;194.7286291;68.9692558541014
96;295116637;DD 101559;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.5;20070917091335;Nouveau;Hors-sol;Corsier;132.71947292;47.182625550291
97;295512336;DD 106175;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3.25;20210702103500;Nouveau;Sous-sol;Cologny;618.814501895;107.247280220651
98;295512340;APA 38545;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.4;20130819105232;Nouveau;Hors-sol;Versoix;17.745044305;17.8981744872855
99;295512363;APA 38573;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;1.73;20130823094223;Nouveau;Hors-sol;Pregny-Chambésy;7.0799323;10.6999416260254
100;295512395;APA 38607;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.8;20170116100951;Nouveau;Hors-sol;Plan-les-Ouates;10.383739645;12.922168193928
101;295030081;DD 106294;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;0;6.1;20130913141331;Transformation;Hors-sol;Hermance;227.130064265;68.31752676087
102;295512432;DD 106227;Bâtiment;;Installation de climatisation;4.10.11;Equipement collectif;0;3;11;20140429132207;Nouveau;Sous-sol;Plan-les-Ouates;325.927368665;93.7363894478783
103;295512439;APA 38642;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.5;20130912142623;Nouveau;Hors-sol;Meyrin;12.33023372;14.2719817454835
104;1024081;APA 38645;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;1;0;2.6;20130912153755;Transformation;Hors-sol;Pregny-Chambésy;108.1622917;42.7130243688002
105;295512483;APA 38718;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.8;20130927112703;Nouveau;Hors-sol;Plan-les-Ouates;17.80494488;17.1823064642295
106;295512539;APA 38787;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.9;20131009150851;Nouveau;Hors-sol;Collonge-Bellerive;17.091108375;17.2269196747838
107;295512583;APA 38814;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.32;20210702101324;Nouveau;Hors-sol;Vernier;19.27117701;18.6348316874688
108;3131619;DD 106327;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.87;20131017111431;Transformation;Hors-sol;Collonge-Bellerive;107.337827085;43.7789318395695
109;1004011;DD 108175;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;0;7.15;20150814090311;Transformation;Hors-sol;Céligny;63.640718705;33.0901271846021
110;1024343;DD 108174;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.77;20150814091347;Transformation;Hors-sol;Pregny-Chambésy;135.94247549;50.7564637783328
111;295114118;DD 101363;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.2;20070704132852;Nouveau;Hors-sol;Jussy;30.531797615;24.6962390446786
112;295121105;DD 101919;Bâtiment;;Garage;3.2.3;Activités;0;1;;20080219104121;Nouveau;Sous-sol;Genève-Cité;356.164853045;79.3535268735073
113;295529214;DD 331998/1;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;3;0;9.9;20240506163820;Nouveau;Hors-sol;Cologny;201.47409093;58.7400130055705
114;295116000;APA 23611;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.8;20140411102419;Nouveau;Hors-sol;Troinex;25.47116172;20.1876148029518
115;295133985;DD 102682;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.53;20090205155947;Nouveau;Hors-sol;Plan-les-Ouates;7.299922875;11.3023395603675
116;295138248;DD 102919;Bâtiment;;Poulailler;3.1.3;Activités;1;0;;20090616143630;Nouveau;Hors-sol;Dardagny;8.00222755;12.002198404449
117;295158433;APA 34654;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;3;20110106150753;Nouveau;Hors-sol;Bernex;82.176549635;42.4908050510575
118;295529571;DD 333443/1;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3.4;20240726105518;Nouveau;Sous-sol;Chêne-Bougeries;2930.193440865;342.344457214437
119;295529575;DD 333848/1;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3.16;20240726115138;Nouveau;Sous-sol;Vernier;653.25899698;126.858721681315
120;1000074;DD 333567/1;Bâtiment;;Atelier;3.2.2;Activités;1;0;5.24;20240726135358;Transformation;Hors-sol;Anières;57.26880732;30.3252597452668
121;295529555;DD 323415/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;0;6.6;20240726164323;Nouveau;Hors-sol;Cologny;306.25863906;79.0000412820396
122;3131611;APA 307344;Bâtiment;;Habitation un logement;1.1.1;Habitation;3;0;;20200309122630;Transformation;Hors-sol;Collonge-Bellerive;2.69994048;6.59993164524053
123;295110292;APA 307344;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;2.4;20180406095407;Transformation;Sous-sol;Collonge-Bellerive;36.999258665;25.9557334796078
124;295523506;DD 113419;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.56;20200311093530;Nouveau;Hors-sol;Chêne-Bougeries;113.970518975;43.578429370296
125;295523507;DD 113419;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.56;20200311094130;Nouveau;Hors-sol;Chêne-Bougeries;101.20172145;40.4053677256313
126;1004055;DD 110005;Bâtiment;;Habitation un logement;1.1.1;Habitation;3;0;10.3;20210521085810;Transformation;Hors-sol;Céligny;205.37884835;60.3991464400037
127;295529594;DD 334006/1;Bâtiment;;Garage privé;5.2;Autre bâtiment;0;3;9.3;20240808144437;Nouveau;Sous-sol;Meyrin;1951.963496555;177.258519556031
128;1027495;DD 113820;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;8.32;20210216104543;Transformation;Hors-sol;Troinex;165.889209975;56.9525407069776
129;295524073;APA 309586/1;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.2;20200914150959;Nouveau;Hors-sol;Plan-les-Ouates;20.000319035;18.0001489825145
1;295088766;APA 38607;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20140411102909;Transformation;Hors-sol;Plan-les-Ouates;42.3824098;27.8715605335588
2;295119170;DD 101549;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20071217105009;Nouveau;Hors-sol;Corsier;36.89830402;24.298614761275
3;295154533;APAT 5621;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.65;20100927111641;Nouveau;Hors-sol;Pregny-Chambésy;2.660965795;6.59450441921321
4;295152795;APA 33738;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;1;4.5;20100730093222;Nouveau;Hors-sol;Cologny;67.63250727;33.4383015204792
5;295116649;DD 101554;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20070917090528;Nouveau;Hors-sol;Corsier;33.66200158;23.207734994927
6;295113894;DD 101358;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;3.3;20070704132852;Nouveau;Hors-sol;Pregny-Chambésy;38.796871125;24.9332000553573
7;295160407;APA 34342;Bâtiment;;Bureaux;3.4.1;Activités;1;0;2.5;20110221143847;Nouveau;Hors-sol;Meyrin;76.16491584;37.2475415281088
8;295511170;DD 105486;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6;20121220113224;Nouveau;Hors-sol;Chêne-Bougeries;72.96164906;40.3011514204517
9;1030528;APA 318247/2;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;5.3;20240805100250;Transformation;Hors-sol;Versoix;73.59028313;34.9527656223743
10;1004504;APA 334708/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;3;1;3.59;20241001115310;Transformation;Hors-sol;Chêne-Bougeries;63.32063673;34.9240923415571
11;295511245;APAT 6095;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.72;20130110103115;Nouveau;Hors-sol;Versoix;16.85196404;16.5676254007851
12;295511272;DD 105667;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;3.24;20130114112513;Nouveau;Hors-sol;Vandoeuvres;56.42490626;30.7000030160623
13;295511284;APA 37632;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.61;20130115123600;Nouveau;Hors-sol;Meyrin;17.094638045;17.3978366852148
14;1009455;DD 334753/1;Bâtiment;;Hab. deux logements;1.2.1;Habitation;3;1;6;20241001152317;Transformation;Hors-sol;Confignon;9.578180755;87.523250320562
15;295529738;DD 330739/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;0;7.6;20241001161455;Nouveau;Hors-sol;Choulex;123.30074421;45.4001506270768
16;295511291;DD 100487;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.84;20140414151151;Nouveau;Hors-sol;Troinex;15.00013208;16.0000591711644
17;295511295;DD 105551;Bâtiment;;Installation de climatisation;4.10.11;Equipement collectif;1;0;2;20130118113158;Nouveau;Hors-sol;Genève-Plainpalais;10.000049325;13.0000048459211
18;295511296;DD 105551;Bâtiment;;Installation de climatisation;4.10.11;Equipement collectif;1;0;2;20130118113158;Nouveau;Hors-sol;Genève-Plainpalais;6.2497764;9.99982112535586
19;295084941;APA 37649;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;0;3;20130122103109;Transformation;Hors-sol;Avusy;30.2501098;22.0000399272365
20;295511344;APAT 6098;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.8;20130128130802;Nouveau;Hors-sol;Plan-les-Ouates;2.56942879;6.23079429548763
21;295511340;DD 105563;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;1.94;20130125131902;Nouveau;Sous-sol;Thônex;8.487253975;12.329937015818
22;295103507;DD 105563;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.24;20130125131912;Transformation;Hors-sol;Thônex;30.953775975;22.4558234608698
23;295116650;DD 101546;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.5;20070917085626;Nouveau;Hors-sol;Corsier;125.00560003;52.0907665921843
24;295125745;APA 29799;Bâtiment;;Sécurité civile;4.6.5;Equipement collectif;1;0;;20080528112227;Nouveau;Hors-sol;Versoix;34.839943125;34.5454240831154
25;295134565;APA 30974;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.5;20090224141343;Nouveau;Hors-sol;Chêne-Bougeries;7.08777039;11.1125110942193
26;295132886;DD 102612;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.83;20090108084359;Nouveau;Hors-sol;Collonge-Bellerive;19.60014886;19.5994071848326
27;295143708;APAT 5405;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.53;20091116125518;Nouveau;Hors-sol;Thônex;36.88819336;24.3002178616928
28;295125966;APA 29818;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;;20080602120137;Nouveau;Hors-sol;Chancy;17.99868273;17.9994120651338
29;295144934;APA 32388;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20091215150714;Nouveau;Hors-sol;Versoix;43.227582865;26.3193636649544
30;295161656;APAT 5722;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.78;20110413141352;Nouveau;Hors-sol;Collonge-Bellerive;49.496894375;28.7152613579727
31;1002762;DD 104195;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;2.95;20110323134136;Transformation;Hors-sol;Bernex;152.729597335;56.9844481841664
32;295137445;APAT 5220;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.2;20090525130852;Nouveau;Hors-sol;Plan-les-Ouates;19.989534055;18.3453587669734
33;295149653;APA 33018;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.5;20100504143709;Nouveau;Hors-sol;Hermance;11.274678005;13.5529930525478
34;295116629;DD 101556;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.5;20070917090821;Nouveau;Hors-sol;Corsier;131.68057669;46.6739256206856
35;295163755;APA 35152;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.36;20140523144627;Nouveau;Hors-sol;Pregny-Chambésy;17.88017667;17.9600988030842
36;295164175;APAT 5795;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3;20110810164148;Nouveau;Hors-sol;Pregny-Chambésy;3.657561215;7.35567318077393
37;295164133;DD 95932;Bâtiment;;Hangar agricole;3.1.5;Activités;1;0;;20110810093215;Nouveau;Hors-sol;Meinier;572.598637935;95.716143306137
38;1006115;APA 39613;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.15;20210225152931;Transformation;Hors-sol;Chêne-Bourg;59.93912812;33.7500080909926
39;295165213;APA 35474;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20110922113932;Nouveau;Hors-sol;Versoix;17.999830865;17.9999048897981
40;1008599;DD 106175;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;0;6.78;20210702103449;Transformation;Hors-sol;Cologny;175.11697651;55.321864880666
41;295524516;APA 311009;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3;20210104132650;Nouveau;Hors-sol;Veyrier;19.43157948;18.0676565612481
42;295524517;APA 311009;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;0;2.8;20210104133130;Nouveau;Hors-sol;Veyrier;15.813086125;16.5084991581782
43;295524526;APA 310946/2;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20211025094056;Nouveau;Hors-sol;Thônex;32.39980218;22.7999375178475
44;295524531;APA 311086;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.5;20210105080003;Nouveau;Hors-sol;Collonge-Bellerive;7.589982145;11.1999755769145
45;295135046;APA 311084;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6;20110310140931;Transformation;Hors-sol;Collonge-Bellerive;148.735940885;54.9638451554725
46;295524532;DD 114088;Bâtiment;;Instal. tech. élec. SIG;4.10.1.6;Equipement collectif;0;1;4;20210105082343;Nouveau;Hors-sol;Genève-Petit-Saconnex;69.43972677;34.799942524674
47;295524535;DD 114089;Bâtiment;;Bureaux des OIG;4.12.3;Equipement collectif;;1;30;20210105112647;Nouveau;Hors-sol;Genève-Petit-Saconnex;3945.22747683;309.977289952648
48;295524972;APA 313011;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.7;20210415070938;Nouveau;Hors-sol;Chêne-Bougeries;27.21927528;21.1854521231433
49;295524976;APA 313035;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.19;20210415120515;Nouveau;Hors-sol;Lancy;8.48359984;11.7600207075719
50;295524980;APA 313139;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;4.3;20210419132200;Nouveau;Hors-sol;Vandoeuvres;50.441968835;28.7600717379237
51;295524982;APA 313144;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;0;3.05;20210419144219;Nouveau;Hors-sol;Vandoeuvres;54.11889486;30.0397404310826
52;295524983;APA 313130;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.85;20210419150218;Nouveau;Hors-sol;Veyrier;9.250134145;12.4000809377808
53;295524989;DD 114167;Bâtiment;;Autre bât. d'activités;3.7.1;Activités;3;0;12.62;20210420094653;Nouveau;Hors-sol;Vernier;871.970514385;146.70787782102
54;295524990;DD 114162;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3.65;20210427112659;Nouveau;Sous-sol;Vernier;8647.55189421;490.564605213714
55;295524991;APA 313125/1;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;4.5;20210420112714;Nouveau;Hors-sol;Plan-les-Ouates;44.1999712;26.5999859589288
56;1031902;APA 313067/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;7.64;20210420141532;Transformation;Hors-sol;Veyrier;180.249694565;60.9482875959361
57;295524770;DD 311887;Bâtiment;;Garage privé;5.2;Autre bâtiment;0;1;3.07;20210223105938;Nouveau;Sous-sol;Presinge;746.021291305;111.8804193198
58;295524776;APA 312042;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.5;20210224114307;Nouveau;Hors-sol;Pregny-Chambésy;15.03459878;15.5268310087143
59;1025839;DD 311937;Bâtiment;;Habitation un logement;1.1.1;Habitation;3;0;10;20210224;Transformation;Hors-sol;Soral;165.00516186;56.3606259162265
60;295523789;DD 113628;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;2;0;6.67;20200623092430;Nouveau;Hors-sol;Confignon;280.133168755;82.5977354019702
61;295523786;DD 113628;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;2;0;6.67;20200623092509;Nouveau;Hors-sol;Confignon;254.8957252;67.2506066348445
62;295523788;DD 113628;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;2;0;6.67;20200623092546;Nouveau;Hors-sol;Confignon;356.546873325;87.1426751652202
63;295523785;DD 113628;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;2;0;6.67;20200623092625;Nouveau;Hors-sol;Confignon;196.84308377;53.7001615988997
64;295523787;DD 113628;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;2;0;6.67;20200623092652;Nouveau;Hors-sol;Confignon;189.26489607;59.5540171855676
65;295523784;DD 113628;Bâtiment;;Poulailler;3.1.3;Activités;1;0;2.7;20200623092754;Nouveau;Hors-sol;Confignon;25.17011379;25.2251146639833
66;295523790;APA 308588;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.49;20200623115449;Nouveau;Hors-sol;Chancy;18.70528836;18.0909027325891
67;295523795;DD 113653;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.78;20210521130208;Nouveau;Hors-sol;Versoix;19.5892134;17.7201869620027
68;295092533;DD 113265/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;3;0;8.5;20200629142314;Transformation;Hors-sol;Bernex;68.4358893;33.143009692952
69;1024355;DD 113664;Bâtiment;;Habitation un logement;1.1.1;Habitation;3;1;11.2;20200701113728;Transformation;Hors-sol;Pregny-Chambésy;98.49829313;47.4039403289549
70;2037825;DD 113666;Bâtiment;;Résidence meublée;1.4.6;Habitation;7;0;23.5;20200701132944;Transformation;Hors-sol;Genève-Cité;430.915401585;91.6905807677464
71;295524320;APA 310409;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;3.61;20201109135942;Nouveau;Hors-sol;Anières;31.919936135;22.5999777407535
72;295530503;APA 337934/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;0;7.02;20250407135831;Nouveau;Hors-sol;Vandoeuvres;343.130871865;97.9002114794548
73;295524342;DD 107505;Bâtiment;;Garage privé;5.2;Autre bâtiment;0;2;7;20201117085959;Nouveau;Sous-sol;Plan-les-Ouates;7196.22977773;358.875498692235
74;295511341;DD 105563;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.75;20130125131447;Nouveau;Hors-sol;Thônex;31.14181851;22.3256856884173
75;295514717;APA 41808;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3;20150219093557;Nouveau;Sous-sol;Vernier;20.791741195;20.0000343573581
76;295514726;DD 107674;Bâtiment;;EMS;1.4.1;Habitation;1;0;3.2;20150223100124;Nouveau;Hors-sol;Anières;419.433727395;108.06083605164
77;295514727;DD 107674;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3.8;20150223100124;Nouveau;Sous-sol;Anières;681.16867293;114.784192934987
78;1019885;DD 107636;Bâtiment;;Hab. deux logements;1.2.1;Habitation;1;0;4;20150303102157;Transformation;Hors-sol;Lancy;99.62000085;44.4465385216674
79;295514793;APA 41898;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.85;20150305100754;Nouveau;Hors-sol;Pregny-Chambésy;16.66077981;16.919981306141
80;2044052;DD 107609;Bâtiment;;Hab. deux logements;1.2.1;Habitation;2;1;6.22;20150310122659;Transformation;Hors-sol;Veyrier;143.63437881;53.0851942098519
81;295514821;APA 41965;Bâtiment;;Ecole privée;4.1.4;Equipement collectif;1;0;3;20150311112250;Nouveau;Hors-sol;Lancy;58.982919915;31.5992798781609
284;1030968;DD 112002;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;3;1;8.27;20181023150039;Transformation;Hors-sol;Versoix;218.7784018;61.4482825847707
285;1030969;DD 112002;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;3;1;8.27;20181023150311;Transformation;Hors-sol;Versoix;210.15951912;60.8476933403411
286;1030970;DD 112002;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;3;1;8.27;20181023150424;Transformation;Hors-sol;Versoix;211.738547215;61.1543623974441
287;1030971;DD 112002;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;3;1;8.27;20181023150503;Transformation;Hors-sol;Versoix;217.114584145;61.3199303475942
288;295521076;APA 301739/1;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;6.95;20210521111540;Nouveau;Hors-sol;Collonge-Bellerive;182.841763575;57.7679769136011
289;295521090;DD 111955;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.55;20181029115747;Nouveau;Hors-sol;Collonge-Bellerive;24.42136828;21.3649545988598
290;295521705;DD 112360;Bâtiment;;Hab plusieurs logements;1.3.1;Habitation;5;0;14.5;20190226145147;Nouveau;Hors-sol;Thônex;242.063577925;71.289133714035
291;295521706;DD 112360;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;0;1;3.1;20190226151013;Nouveau;Sous-sol;Thônex;1798.367510705;185.865311421558
292;295521711;APA 303090;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.7;20190227172629;Nouveau;Hors-sol;Grand-Saconnex;19.18703761;17.9876073368628
293;295082337;APA 303201;Bâtiment;;Atelier;3.2.2;Activités;1;0;3.2;20190301091021;Transformation;Hors-sol;Vernier;34.29622093;27.1938436958546
294;295088939;DD 112808;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;0;2.5;20190712091007;Transformation;Hors-sol;Vandoeuvres;14.506722965;15.5199480787145
295;295113092;DD 107763;Bâtiment;;Habitation un logement;1.1.1;Habitation;1;0;3.25;20210305090957;Transformation;Hors-sol;Hermance;135.724766665;56.7064889445377
296;295514975;APA 42294;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.85;20150422104138;Nouveau;Hors-sol;Plan-les-Ouates;17.133608165;17.4792217706392
297;295514998;APA 42324;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.8;20150424135807;Nouveau;Hors-sol;Vernier;19.25007848;18.0000541032986
298;295515022;APA 42357;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.38;20150429151844;Nouveau;Hors-sol;Genthod;18.7598151;17.7199021047678
299;295515018;DD 107832;Bâtiment;;Ecole privée;4.1.4;Equipement collectif;2;0;5.6;20150428162643;Nouveau;Hors-sol;Chêne-Bougeries;312.047315825;73.9985032077296
300;295515020;DD 107794;Bâtiment;;Habitation un logement;1.1.1;Habitation;2;1;7;20150429100257;Nouveau;Hors-sol;Anières;177.92705409;56.9599138353664
301;295515064;APA 42422;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;0;4.5;20150508114602;Nouveau;Hors-sol;Satigny;50.00472476;30.0015852223764
302;295129545;APA 30553;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;3.6;20080902084859;Nouveau;Hors-sol;Bernex;11.859895395;13.9435224934974
303;295077517;DD 111374;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;1;1;3.58;20180320112935;Transformation;Hors-sol;Meyrin;29.04458579;22.6191216786995
304;295161734;APA 34616;Bâtiment;;Autre bât. < 20 m2;5.3;Autre bâtiment;1;0;2.65;20110415104627;Nouveau;Hors-sol;Chêne-Bourg;17.239408735;17.4953539681592
305;295159293;DD 104173;Bâtiment;;Manège;4.5.6;Equipement collectif;1;0;10.06;20110125140658;Nouveau;Hors-sol;Russin;1875.95982976;175.402608294019
306;295094464;DD 102148;Bâtiment;;Autre bât. 20m2 et plus;5.1;Autre bâtiment;2;0;4.3;20080617134811;Transformation;Hors-sol;Veyrier;49.140130855;29.8508051193271
307;295113724;APA 28291;Bâtiment;;Garage privé;5.2;Autre bâtiment;1;0;2.5;20070704132852;Nouveau;Hors-sol;Chêne-Bougeries;51.82186985;29.2762275727189
