EGID;VOLUME;SURFACE_TOTALE;SURFACE_PARTAGE;SURFACE_TOTALE_HS;DATE_LEVE;OBJECTID
295515551;59;59.08;0;54.11;20160301;1
295157782;570;277.94;71.37;245.47;20160301;2
1024241;651;240.54;0;185.27;20160301;3
295164097;81;52.26;13.22;37.15;20160301;4
295113032;4794;907.42;0;883.42;20160301;5
1024503;714;260.41;0;185.84;20160301;6
295516251;112;68.15;0;66.64;20160301;7
295132665;805;339.91;98.66;337.49;20160301;8
295171234;589;295.75;115.79;244.55;20160301;9
295120396;599;235.51;0;222.46;20160301;10
295104583;84;69.62;0;63.84;20160301;11
295152213;659;237.8;0;181.76;20160301;12
295085951;410.54;159.41;0;48.83;20050801;13
295085952;941.19;327.27;0;305.68;20050801;14
295086365;333.7;135.66;0;128.27;20050801;15
295137926;375;161.64;93.63;160.39;20160301;16
295171354;16514;1985.68;0;1751.21;20160301;17
295157779;462;227.7;52.94;218.64;20160301;18
295512808;267;151.91;0;104.14;20160301;19
2041287;425.12;217.05;0;207.49;20050801;20
2041401;767.25;191.01;0;181.19;20050801;21
2375311;765.48;317.35;21.04;211.4;20050801;22
295162834;262;150.01;0;96.14;20160301;23
295514305;8372;872.41;0;821.7;20160301;24
295169898;492;251.66;55.14;237.24;20160301;25
295510509;49;48.52;0;40.81;20160301;26
295516523;261;138.04;0;137.37;20160301;27
295169533;52;53.4;0;42.46;20160301;28
295164621;550;230.78;51.91;224.97;20160301;29
1020717;530.93;270.71;40.18;221.03;20050801;30
1020718;531.76;266.27;80.62;237.68;20050801;31
295080484;372;117.19;0;116.05;20160301;32
295113725;290;108.78;0;89.06;20160301;33
295168433;109;65.77;0;54.33;20160301;34
2041088;2966.43;1927.53;129.04;1886.27;20050801;35
295513337;21285;3186.51;0;3071.96;20160301;36
295149693;502;219.53;65.72;202.44;20160301;37
295159137;6057;1080.83;0;811.98;20160301;38
295086576;11320.44;1903.65;0;1519.56;20050801;39
295513063;372;179.22;38.75;175.52;20160301;40
295163038;587;246.97;16.3;234.88;20160301;41
295512325;55;57.3;0;55.98;20160301;42
295169753;16;22.72;0;22.72;20160301;43
295086577;1279.48;283.79;10.76;266.08;20050801;44
295173813;620;279.33;0;271.15;20160301;45
295143894;636;264.05;61.19;259.1;20160301;46
2376318;589.98;227.06;0;214.19;20050801;93
295172876;640;336.64;153.37;279.27;20160301;94
1001664;472;238.5;0;224.83;20160301;95
295163421;29;34.76;0;34.31;20160301;96
1006556;733;257.99;0;248.87;20160301;97
295140353;150;75.53;0;74.25;20160301;98
295513158;30;36.61;0;36.28;20160301;99
1020719;530.8;266.71;52.19;233.36;20050801;100
1020720;1301.59;382.21;0;291.78;20050801;101
1020721;870.59;281.92;14.19;198.43;20050801;102
1004010;406;216.4;0;210.14;20160301;103
295514081;26;32.54;0;31.35;20160301;104
295165533;63;54.55;20.6;50.48;20160301;105
295144730;782;324.1;0;237.45;20160301;106
295144112;2931;587.65;0;576.82;20160301;107
2041093;753.16;325.89;181.4;312.3;20050801;108
1020488;440.38;239.56;58.03;233.76;20050801;109
1020489;2102.29;548.77;123.99;526.56;20050801;110
1024299;790;297.81;42.12;212.33;20160301;111
295076787;41.01;43.49;10.22;41.59;20050801;112
295163674;587;217.67;0;204.13;20160301;113
295152454;48;47.81;15.34;45.78;20160301;114
295100701;352;178.85;0;175.42;20160301;115
295512810;57;43.79;0;39.57;20160301;116
295127973;5703;1389.26;134.08;1188.33;20160301;117
295010454;499;239.75;0;237.67;20160301;118
295076788;42.38;44.85;10.47;41.84;20050801;119
2376319;611.93;228.57;0;220.63;20050801;120
295080991;1228;373.48;0;370.1;20160301;121
295075106;75;51.09;0;47.99;20160301;122
295164622;633;270;99.24;226.58;20160301;123
1024199;621;210.02;0;193.49;20160301;124
1020925;739.96;278.49;0;229.42;20050801;125
1020926;879.68;286.49;0;232.53;20050801;126
1020928;587.29;242.76;0;207.16;20050801;127
295157781;419;214.43;47.27;200.88;20160301;128
295163406;85;102.8;0;102.04;20160301;129
295514555;32;35.72;0;34.33;20160301;130
295079405;89;62.16;0;57.25;20160301;131
1016854;796;332.05;0;285.32;20160301;132
1017366;2992;696.39;0;535.82;20160301;47
295169897;493;251.78;55.14;245.57;20160301;48
295136025;674;334.81;24.03;306.33;20160301;49
1017289;247;172.96;0;169.51;20160301;50
295513530;48;47.46;0;46.98;20160301;51
295147956;506;235.1;63.86;229.05;20160301;52
295159933;53;48.45;0;44.28;20160301;53
295514172;139;105.65;0;99.87;20160301;54
295164623;631;269.76;97.16;224.58;20160301;55
295515726;36;46.78;0;46.78;20160301;56
295510587;53;53.22;0;38.21;20160301;57
1017001;859;314.72;35.82;217.6;20160301;58
295513396;34;41.14;0;39.33;20160301;59
295514510;36;34.76;11.1;31.76;20160301;60
295160404;459;167.14;0;156.52;20160301;61
295515730;33;43.56;0;41.12;20160301;62
295137925;377;162.64;46.81;160.24;20160301;63
295510510;99;68.21;0;67.89;20160301;64
295164625;117;92.28;25.96;88.23;20160301;65
295515224;310;153.07;26.36;121.75;20160301;66
295157783;643;318.54;87.07;273.66;20160301;67
295171353;2294;552.93;0;512.95;20160301;68
295152796;729;315.94;141.51;243.17;20160301;69
295515477;18;23.56;0;21.98;20160301;70
1004011;270;160.16;38.75;157.06;20160301;71
1017465;703;283.06;6.43;267.52;20160301;72
1029899;617;254.35;24.52;232.44;20160301;73
2041089;619.35;303.71;133.77;292.53;20050801;74
295152797;748;321.24;71.31;246.71;20160301;75
295160737;161;92.77;0;88.25;20160301;76
295512710;79;55.03;0;51.2;20160301;77
295163036;655;307.75;32.75;303.82;20160301;78
295513316;17;19.91;0;19.24;20160301;79
295112012;1522;547.58;0;414.03;20160301;80
295163100;2172;637.62;0;588.29;20160301;81
295168434;68;71.06;0;54.2;20160301;82
295074784;49.96;44.36;0;38.5;20050801;83
295074835;66.14;58.29;17.63;51.64;20050801;84
295118208;158;86.53;0;76.92;20160301;85
295514170;12;18.26;0;17.62;20160301;86
295514803;244;199.43;0;194.45;20160301;87
1017268;1297;545.8;0;412.97;20160301;88
295161620;611;262.16;65.38;217.77;20160301;89
295157840;35;41.78;25.11;39.27;20160301;90
295128746;457;215.43;60.85;183.61;20160301;91
2376317;638.98;247.63;0;227.73;20050801;92
295511315;832;260.85;47.82;87.35;20160301;147
1006578;1293;378.69;0;345.03;20160301;148
295164095;15;20.8;4.73;13.17;20160301;149
295080269;134;71.67;0;69.32;20160301;150
295163597;821;337.02;0;294.08;20160301;151
295171237;134;94.59;65.09;65.22;20160301;152
295168601;61;44.5;0;39.89;20160301;153
295511330;34;39.55;0;39.04;20160301;154
295103862;159;84.66;0;56.47;20160301;155
295166355;578;261.76;7.04;239.57;20160301;156
295511328;483;185.52;0;181.16;20160301;157
295076800;50.79;51.23;0;46.81;20050801;158
295079917;72.35;51.5;0;46.11;20050801;159
295084050;164.89;89.62;22.06;77.37;20050801;160
295148776;18902;3286.29;0;2971.9;20160301;161
295111454;622;299.66;106.54;228.98;20160301;162
295515154;104;98.47;32.55;66.24;20160301;163
295149694;562;246.46;75.72;204.61;20160301;164
1029972;566;227.85;19.15;225.48;20160301;165
295136765;16;34.98;0;29.34;20160301;166
295113030;4823;909.94;0;884.48;20160301;167
295512250;12683;1188.7;0;967.8;20160301;168
295129135;3554;790.35;0;785.63;20160301;169
295159735;33;41.15;0;35.51;20160301;170
295156633;1137;383.8;0;363.99;20160301;171
295514554;89;74.7;0;69.43;20160301;172
295097594;213.02;107.38;0;95.35;20050801;173
295513782;123;73.32;17.3;64.97;20160301;174
295085798;336;143.96;9.05;106.6;20160301;175
295097596;13.05;21.7;9.49;20.91;20050801;176
295097597;5.88;17.52;7.58;14.12;20050801;177
295097598;85.66;57.1;16.57;54.49;20050801;178
295097599;62.91;55.48;42.33;52.18;20050801;179
295510990;43;43.65;0;36.12;20160301;180
295071885;531;340.02;0;157.06;20160301;181
295169899;39;39.86;7.04;36.98;20160301;182
295152696;733;283.55;15.89;221.19;20160301;183
1017059;605;284.21;0;247.08;20160301;184
295163405;89;107.35;0;106.98;20160301;185
1016931;569;230.12;0;175.79;20160301;186
1020491;919.58;310.7;0;232.95;20050801;187
1020492;404.82;200.49;81.68;165.38;20050801;188
295090366;37;41.44;0;30.29;20160301;189
295128747;458;215.64;60.85;183.43;20160301;190
295515733;34;44.56;0;41.82;20160301;191
295511159;1107;352.68;0;336.42;20160301;192
295157841;53;62.2;29.53;60.41;20160301;193
295164620;167;131.13;34.46;91.16;20160301;194
1029973;947;337.86;15.34;325.92;20160301;195
295141209;490;246.64;0;205.74;20160301;196
295512288;19;26.85;0;24.27;20160301;197
295084325;82.48;66.04;9.2;63.31;20050801;198
295084503;175.41;118.81;17.09;97.38;20050801;199
295085354;1576.16;501.25;43.51;471.41;20050801;200
1030520;729;287.88;0;268.51;20160301;201
1020929;705.92;282.27;0;230.34;20050801;202
295515727;57;56.9;0;56.9;20160301;203
295111327;544;252.25;66.57;228.84;20160301;204
1006775;2771;715.19;0;603.78;20160301;205
295164624;665;281.89;58.48;229.55;20160301;206
295143893;633;266.16;123.2;258.18;20160301;207
1020930;463.34;199.47;0;171.93;20050801;208
295166354;560;271.51;7.04;264.78;20160301;209
295010456;478;231.39;0;198.58;20160301;210
295511331;538;205.5;0;182.16;20160301;211
295112538;9593;1770.66;0;1682.92;20160301;212
295097554;64.29;48.2;22.52;44.52;20050801;133
295097555;66.4;49.89;22.94;44.68;20050801;134
295097556;67.05;50.31;11.78;45.92;20050801;135
295097557;32.71;39.49;12.95;38.59;20050801;136
295097564;93.43;62.94;28.1;59.9;20050801;137
295097565;92.57;63.1;0;56.02;20050801;138
295097572;96.83;70.13;23.81;65.73;20050801;139
295165534;60;52.26;20.13;47.84;20160301;140
295132666;815;341.31;193.74;339.16;20160301;141
295120437;4228;992.03;156.63;956.39;20160301;142
295111831;529;252.54;62.24;204.68;20160301;143
295166356;1267;492.28;0;390.74;20160301;144
295511632;239;126.47;71.08;92.23;20160301;145
295135865;249;114.4;0;110.39;20160301;146
295511638;70;48.56;0;46.96;20160301;256
295149035;1009;439.45;0;393.44;20160301;257
295090359;61;47.34;12.1;46.75;20160301;258
1020495;1942.86;502.7;502.44;372.11;20050801;259
295010378;543;259.87;0;197.94;20160301;260
1020496;1200.28;352.05;0;326.85;20050801;261
1020497;767.8;290.06;0;281.78;20050801;262
295511919;13305;998.63;0;832.67;20160301;263
295085765;853;249.58;0;239.34;20160301;264
295514375;155;99.44;24.52;96.46;20160301;265
295111310;527;250.15;67.22;222.65;20160301;266
295105042;571;276.29;0;243.18;20160301;267
295070553;149;81.67;0;62.58;20160301;268
295511639;72;50.63;0;48.67;20160301;269
295513356;76;56.14;0;53.28;20160301;270
313;67;63.29;0;62.43;20190608;271
295518153;52;52.14;17.37;51.72;20190608;272
295162456;934;379.64;0;321.68;20160301;273
295515728;92;56.29;0;56.29;20160301;274
295162156;1110;395.33;0;358.43;20160301;275
1030764;1026;360.33;0;249.19;20160301;276
1020931;675.7;260.15;0;235.98;20050801;277
295162154;1283;404.56;0;309.28;20160301;278
1024422;891;273.71;0;197.8;20160301;279
1020932;704.34;249.88;0;243.67;20050801;280
3131351;562;244.61;0;238.02;20160301;281
295139687;782;262.09;35.82;209.95;20160301;282
295169755;23;28.21;0;27.18;20160301;283
295075827;188;94.07;0;92.81;20160301;284
295147955;505;234.67;63.86;227.51;20160301;285
295085541;94;59.74;0;57.74;20160301;286
1021587;4406.72;1176.61;623.96;1166.24;20050801;287
1021588;2986.3;930.74;534.11;892.68;20050801;288
1021589;4372.47;1162.62;622.89;1155.16;20050801;289
295513157;61;53.1;0;51.62;20160301;290
295161621;617;263.6;65.38;213.56;20160301;291
295094478;188;117.04;0;68.68;20160301;292
1021163;583.52;281.67;37.19;257.79;20050801;293
295152455;98;66.71;0;62.97;20160301;294
295157780;452;230.32;95.4;223.47;20160301;295
2035870;1223;353.9;9.05;323.29;20160301;213
295074186;145;79.36;0;79.36;20160301;214
295157838;70;77.7;28.54;68.96;20160301;215
295098182;233.66;113.18;34.62;100.45;20050801;216
295098184;403.16;156.37;0;128.23;20050801;217
1021586;2984.19;930.48;534.09;892.65;20050801;218
295172875;648;329.61;76.72;266.84;20160301;219
295514505;42;41.82;12.69;39.22;20160301;220
295091261;509;216.07;10.16;205.54;20160301;221
295513231;1524;499.16;26.36;482.51;20160301;222
1020493;1101.38;392.23;46.17;369.6;20050801;223
295512277;1033;361.3;16.81;311.09;20160301;224
295152798;720;311.96;139.89;243.48;20160301;225
1020494;1764.67;472.95;13.26;376.86;20050801;226
295516127;30;32.86;0;31.22;20160301;227
295154235;609;242.19;56.48;207.8;20190608;228
295073022;186;127.94;0;112.72;20160301;229
1030206;553;250.96;0;231.65;20160301;230
1024465;1649;457.97;0;403.47;20160301;231
295511630;226;120.6;78.38;65.63;20160301;232
295085355;573.33;229.09;53.6;215.24;20050801;233
1006548;1058;341.5;0;287.2;20160301;234
295085356;279.39;149.37;53.6;133.97;20050801;235
1021303;5010.85;878.55;79.09;843.14;20050801;236
295154518;534;263.77;65.12;234.07;20160301;237
295510690;165;109.74;0;98.74;20160301;238
295165514;515;237.46;10.54;221.17;20160301;239
295099490;59;50.41;0;45.52;20160301;240
295152799;722;310.74;69.68;245.25;20160301;241
295510606;48;57.19;0;56.31;20160301;242
295141208;487;244.4;0;211.1;20160301;243
295511138;65;52.16;0;45.3;20160301;244
295511332;428;324.65;0;316.05;20160301;245
295073100;517;241.76;30.21;211.44;20160301;246
295514160;99;129.37;0;127.3;20160301;247
295511276;51;48.04;16.88;43.91;20160301;248
295163099;2856;808.73;0;756;20160301;249
295154413;786;279.98;0;265.77;20160301;250
295165515;469;216.65;10.07;202.66;20160301;251
295511628;235;124.96;81.7;83.64;20160301;252
295141211;484;243.44;0;202.61;20160301;253
295164742;1258;478.33;116.22;441.17;20160301;254
295511629;170;86.23;59.11;81.98;20160301;255
295513308;70;60.51;0;56.44;20160301;305
295112336;661;262.95;37.33;233.86;20160301;306
295137181;207;173.34;0;172.03;20160301;307
295172874;651;338.45;76.65;286.77;20160301;308
295513398;61;50.35;0;39;20160301;309
295512562;957;339.41;0;282.19;20160301;310
1020935;704.57;266.96;0;228.2;20050801;311
1020936;656.89;255.65;0;239.24;20050801;312
1006593;890;332.96;91.4;255.95;20160301;313
295030374;2299;729.3;0;559.89;20160301;314
1017173;1203;390.28;25.7;360.23;20160301;315
295072277;46;46.25;0;43.48;20160301;316
295160621;64;57.01;6.65;51.35;20160301;317
295072822;142;88.02;0;77.97;20160301;318
295514158;70;96.65;0;93.17;20160301;319
295130525;49;46.37;0;44.05;20160301;320
295513155;147;88.59;19.46;87.97;20160301;321
295510387;492;234.79;108.06;233.91;20190608;322
295513625;2460;669.41;0;665.67;20190608;323
1021164;571.61;276.9;40.59;253.94;20050801;324
295126525;224;119.73;0;106.43;20160301;325
1021165;573.95;278.99;20.79;252.31;20050801;326
295163039;648;265.62;17.3;241.85;20160301;327
295171236;101;71.39;18.8;63.17;20160301;328
295070254;575;203.81;0;190.23;20160301;329
295513783;101;64.27;16.3;58.47;20160301;330
295511631;235;124.92;81.65;87.42;20160301;331
1024194;1082;375.19;0;354.01;20160301;332
295514804;151;133.29;0;99.86;20160301;333
295143908;50;49.14;0;46.63;20160301;334
295163101;2322;657.58;0;632.21;20160301;335
295511329;312;147.98;0;145.24;20160301;336
1017213;413;186.11;0;169.18;20160301;337
1016952;969;352.82;0;259.41;20160301;338
295510589;32;42.92;0;36.86;20160301;339
295512895;15;20.58;0;17.78;20160301;340
295514198;494;241.16;13.09;237.01;20190608;341
295522035;54;64.31;0;63.42;20190608;342
295516312;535;229.61;0;228.92;20190608;343
1029915;850;270.3;0;242.16;20160301;344
1001333;566;222.04;0;217.03;20160301;345
295144369;495;236.68;64.25;206.67;20160301;346
295140773;16582;1578.36;0;1558.93;20160301;347
295164741;762;303.69;116.22;285.42;20160301;348
295126885;51;42.35;0;35.74;20160301;349
295104870;30.77;32.62;0;29.33;20050801;350
295104888;38.92;39.77;0;36.02;20050801;351
295102864;1106230;31021.65;0;27068.36;20160301;352
295106163;62.71;52.14;0;47.99;20050801;353
1020950;544.74;243;0;231.5;20050801;354
295117455;26;43.15;0;42.94;20160301;355
295160620;57;52.16;6.65;48.07;20160301;356
295513073;56;51.5;18.37;45.41;20160301;357
295161623;44;45.62;14.78;42.64;20160301;358
295513072;57;51.75;18.37;45.9;20160301;359
295164619;98;83.02;47.96;80.99;20160301;360
1018099;3181;671.13;0;602.19;20160301;361
295513393;54;41.94;0;38.57;20160301;362
1021613;7102.61;1535.23;1498.04;1438.35;20050801;363
1021617;6985.68;1511.3;751.38;1416.03;20050801;364
1017210;1334;457.11;0;362.13;20160301;365
295158813;102;75.8;0;72.24;20160301;366
1016960;744;295.06;0;238.96;20160301;367
295132226;379;184.49;0;182.71;20160301;368
295516211;162;99.58;0;89.63;20160301;369
1003991;626;220.8;0;196.92;20160301;370
295163416;114;134.24;0;130.67;20160301;371
1021166;500.26;240.41;72.86;228.14;20050801;372
1021167;474.82;233.49;124.27;219.05;20050801;373
295101001;530;222.1;0;179.02;20160301;374
295119900;745;337.05;0;244.58;20160301;296
1030490;1105;322.8;0;226.47;20160301;297
295119899;749;338.33;0;234.06;20160301;298
295511627;241;129.06;80.87;96.05;20160301;299
295166314;54;55.29;0;54.78;20160301;300
1024407;773;296.42;0;290.53;20160301;301
295114799;870;462.37;0;327.13;20160301;302
295089695;329;132.49;0;123.88;20160301;303
295145414;992;328.96;0;259.48;20160301;304
295513294;297;145.58;42.12;115.86;20160301;414
1016978;849;273.92;0;208.44;20160301;415
295514556;31;43.9;12.39;43.4;20160301;416
295072491;46;45.08;0;31.76;20160301;417
295010164;493;241.11;0;238.03;20160301;418
295085625;176;112.11;0;92.37;20160301;419
295510862;101;64.53;0;57.47;20160301;420
1020951;600.88;248.41;0;225.12;20050801;421
1020973;400.27;156.07;0;145.73;20050801;422
295166533;2560;609.86;0;570.62;20160301;423
295514236;135;85.47;0;68.66;20160301;424
295513336;127;91.44;0;85.86;20160301;425
295135450;793;302.76;91.4;266.19;20160301;426
1029978;785;269.01;0;262.23;20160301;427
295514001;532;190.79;0;187.26;20160301;428
295516526;326;175.16;0;155.59;20160301;429
295512876;109;76.83;0;71.73;20160301;430
295510861;87;63.82;30.21;59.51;20160301;431
295075706;70;47.45;12.11;39.61;20160301;432
295512327;57;62.24;0;58.89;20160301;433
295163423;88;104.68;0;104.24;20160301;434
295162414;814;347.45;0;269.34;20160301;435
295143892;643;267.42;62;261.97;20160301;436
1021117;941.54;398.09;75.01;359.84;20050801;437
1021155;1041.49;420.07;255.48;412.14;20050801;438
1021156;1036.22;449.46;262.34;425.19;20050801;439
1021157;1352.3;464.67;94.93;432.92;20050801;440
295111452;607;292.5;0;207.49;20160301;441
295140288;7470;960.75;0;912.8;20160301;442
295513485;29;33.58;0;33.17;20160301;443
295151173;74;57.84;0;47.15;20160301;444
295074476;173;88.67;25.7;69.73;20160301;445
295073089;104;88.36;0;79.58;20160301;446
1001337;612;235.39;0;235.39;20160301;447
1021308;4896.4;1343.31;1284.52;1217.38;20050801;448
1003980;1230;412.68;0;379.49;20160301;449
1020974;485.46;200.25;14.04;171.02;20050801;450
295514052;634;195.03;14;181.51;20160301;451
295060180;777;329.83;0;298.74;20160301;452
1020976;1182.53;373.82;0;309.41;20050801;453
295076221;218;142.93;0;80.41;20160301;454
295514557;77;88.97;0.12;88.48;20160301;375
1021306;5013.98;1360.79;1314.13;1213.56;20050801;376
295510864;17;28.42;4.79;26.01;20160301;377
295160840;38;42.11;0;36.63;20160301;378
1021307;4861.43;1335.05;1288.39;1201.96;20050801;379
295510648;89;60.93;15.89;56.89;20160301;380
295161957;311;156.59;0;141.6;20160301;381
295120440;3886;968.56;156.63;853.5;20160301;382
295163414;187;91.56;0;87.86;20160301;383
295100717;2434;430.42;0;411.99;20160301;384
295009986;526;186.85;0;179.64;20160301;385
295075798;139;81.25;0;68.96;20160301;386
295511335;303;249.11;11.91;244.8;20160301;387
295091526;780;294.95;0;287.28;20160301;388
295163419;28;41.17;0;41.02;20160301;389
295149695;95;63.34;10;52.12;20160301;390
295515610;52;50.72;0;49.39;20160301;391
295510507;186;94.75;0;93;20160301;392
295154519;476;234.4;65.12;232.67;20160301;393
295111453;620;299.29;106.54;231.49;20160301;394
295144368;551;262.79;64.25;227.46;20160301;395
1021618;7021.8;1518.66;1499.65;1422.69;20050801;396
1021623;6993.55;1513.94;751.42;1410.07;20050801;397
295111379;545;213.18;37.33;209.45;20160301;398
295141210;483;243.72;0;199.52;20160301;399
1017471;464;239.43;0;232.62;20160301;400
295514077;20;26.72;0;25.48;20160301;401
295168913;49;41.91;0;34.02;20160301;402
295085595;128;72.4;0;62.72;20160301;403
1021168;455.36;202.15;51.41;185.19;20050801;404
1021169;472.96;226.86;36.18;216.77;20050801;405
1021116;1941.98;648.89;130.03;631.91;20050801;406
295160093;46;45.16;0;44.41;20160301;407
3131722;980;345.12;0;225.03;20160301;408
1017137;4542;852.48;0;829.04;20160301;409
1003976;1260;470.99;0;458.68;20160301;410
295170653;46;39.78;0;38.89;20160301;411
295137849;31;28.14;0;26.42;20160301;412
295512412;26;32.6;0;31.38;20160301;413
295510863;62;36.02;4.79;34.74;20160301;465
295514805;342;213.91;0;139.43;20160301;466
1021158;1077.28;403.25;94.93;394.39;20050801;467
295512561;34;36.79;0;34.94;20160301;468
1030672;1630;589.08;4.79;376.73;20160301;469
295137905;12;19.2;0;17.21;20160301;470
1021159;3595.68;1131.79;345.89;1004.45;20050801;471
1021160;4002.61;1174.63;190.71;1098.52;20050801;472
295085443;118.64;175.52;41.5;165.17;20050801;473
295100515;35092;3160.95;0;2533.49;20160301;474
295163422;87;104.13;0;103.57;20160301;475
295086010;175;90.57;0;83;20160301;476
1001522;616;292.22;0;215.35;20160301;477
295155700;33;33.15;9.83;28.37;20160301;478
1021309;5124.23;1389.06;1342.39;1228.72;20050801;479
295161624;45;46.54;29.87;43.33;20160301;480
295127974;15395;2551.87;146.91;2281.28;20160301;481
295512692;51;47.52;16.88;44.03;20160301;482
295120613;148;95.28;0;70.71;20160301;483
2043730;542;188.79;0;170.66;20160301;484
295137180;205;170.8;0;167.99;20160301;485
295020445;474;223.67;17.07;219.13;20160301;486
1020977;452.8;192.91;13.52;174.46;20050801;487
1020716;732.88;289.49;30.86;259.35;20050801;488
295163407;412;237.72;0;233.23;20160301;489
295111832;507;242.43;86.28;208.01;20160301;490
295513335;49;58.51;0;48.24;20160301;491
1021642;5696.54;1318.25;1285.41;1285.07;20050801;492
295511277;45;49.11;0;45.62;20160301;493
295112539;17749;2941.25;0;2590.56;20160301;494
295518352;962;320.43;0;283.09;20190608;495
295522758;52;49.94;0;46.74;20190608;496
295515495;507;243.38;125.92;239.33;20190608;497
295161137;270;111.33;0;14.6;20160301;498
295163035;660;309.95;63.42;306.37;20160301;499
295515670;29;29.37;9.83;27.04;20160301;500
295514159;101;132.14;0;130.76;20160301;501
295514507;37;38.2;24.02;35.99;20160301;502
295085918;57.93;52.55;0;46.72;20050801;503
295085920;90.44;71.79;0;66.38;20050801;504
295085921;96.48;83.13;22.43;80.95;20050801;505
295085928;81.91;84.94;26.78;80.91;20050801;506
295160653;15;20.53;0;14.79;20160301;507
295513763;777;276.59;73.34;259.39;20160301;508
295159393;64;49.92;0;48.2;20160301;509
295171233;642;313.63;133.81;258;20160301;510
295515121;99;72.85;0;68.53;20160301;511
295118251;676;254.07;0;230.56;20160301;512
1006673;1720;575.68;0;422.9;20160301;513
295112506;576;221.38;28.95;170.11;20160301;514
295111328;582;279.52;133.79;237.46;20160301;515
295163424;60;70.7;0;70.59;20160301;516
295103818;88;65.05;0;61.62;20160301;517
295514374;30;35.67;0;34;20160301;518
295510464;454;167.15;0;151.85;20160301;519
295084994;1499;480.03;0;440.49;20160301;520
295514050;35;35.34;7.58;33.4;20160301;521
295513762;762;271.7;73.34;258.79;20160301;522
295516219;37;35.95;0;33.81;20160301;523
295170859;48;45.22;17.07;43.1;20160301;524
295513338;1122;421.6;0;414.96;20160301;525
295156236;797;351.35;0;243.69;20160301;526
295160839;188;122.94;0;85.18;20160301;527
1017546;1015;338.44;0;314.58;20160301;455
295512278;187;107.94;16.81;88.21;20160301;456
295511334;137;136.6;11.91;134.17;20160301;457
295512279;32;40.28;0;37.89;20160301;458
295514254;34;34.7;0;32.01;20160301;459
295515866;48620;8369.63;0;8039.05;20160301;460
295513279;27;32.51;0;31.9;20160301;461
1001339;649;224.97;0;177.22;20160301;462
1021638;5681.63;1353.69;1302.93;1321.63;20050801;463
1021640;5690.14;1313.01;1286.5;1281.62;20050801;464
1017597;2740;720.06;0;627.46;20160301;574
1024360;651;260.01;0;202.14;20160301;575
1001648;2136;801.15;0;625.8;20160301;576
295161438;41;46.98;0;46.3;20160301;577
1021193;713.32;273.93;45.46;264.82;20050801;578
295513724;63;54.87;0;51.35;20160301;579
1021191;2606.88;532.34;0;508.17;20050801;580
1021192;538.48;238.25;75.21;229.58;20050801;581
295145413;30;34.61;0;34.23;20160301;582
295149696;79;52.68;0;44.26;20160301;583
1021598;5563.1;1438.51;359.67;1420.95;20050801;584
1021600;4744.04;1332.45;771.12;1289.49;20050801;585
1021601;4736.19;1332.24;769.77;1278.95;20050801;586
1021602;4733.69;1338.61;428.65;1294.31;20050801;587
1021603;4731.18;1333.66;754.58;1300.14;20050801;588
295076285;306;159.07;0;153.87;20160301;589
295514255;45;51.37;0;50.03;20160301;590
295162693;1043;423.31;0;388.24;20160301;591
295105053;53;48.39;0;46.23;20160301;592
295144113;790;223.25;70.67;218.65;20160301;593
295513066;1089;256.82;70.67;246.17;20160301;594
295149593;72;52.66;21.83;43.82;20160301;595
295120611;3125;810.63;196.54;737.4;20160301;596
295120612;3161;820.02;196.54;742.89;20160301;597
1024266;1205;405.6;21.83;285.19;20160301;598
295515514;71;90.18;0;89.94;20160301;599
295515512;105;115.09;0;114.55;20160301;600
295144111;7516;855.66;0;810.43;20160301;528
295511562;26;27.64;0;22.75;20160301;529
295164618;104;89.58;51.97;82.87;20160301;530
295162296;41;39.53;0;33.91;20160301;531
295169393;22;41.33;0;37.73;20160301;532
295513156;130;77.92;38.61;76.2;20160301;533
295514835;32;35.64;0;33.01;20160301;534
2041081;1327.67;418.48;0;396.74;20050801;535
295111729;1744;626.75;0;432.95;20160301;536
295090360;61;47;12.1;46.44;20160301;537
295163037;665;312.28;0;305.55;20160301;538
1024547;622;262.44;0;241.21;20160301;539
295137927;440;187.45;46.82;183.89;20160301;540
295142853;25;32.31;0;28.75;20160301;541
1021647;5597.84;1293.05;1265.64;1265.9;20050801;542
1021648;5562.44;1323.5;1275.32;1288.3;20050801;543
2041246;5769.88;768.91;177.74;484.66;20050801;544
295132667;789;330.91;95.08;329.8;20160301;545
295159716;127;66.16;0;59.72;20160301;546
295132805;58;53.63;0;52.9;20160301;547
295161622;46;47.11;15.08;42.92;20160301;548
295140169;318;130.12;0;119.1;20160301;549
295515153;99;97.29;63.63;93.1;20160301;550
1021188;940.69;308.73;117.28;294.84;20050801;551
295165993;113;75.32;12.11;48.46;20160301;552
1024587;793;217.85;0;210.73;20160301;553
295122185;84;56.15;0;46.98;20160301;554
1021189;648.94;282.12;160.1;273.29;20050801;555
295096921;615;231.67;11.33;224.98;20160301;556
295171238;85;59.96;22.1;56.67;20160301;557
295511048;1037;344.68;0;309.44;20160301;558
295118250;147;80.64;0;72.65;20160301;559
295515660;17;24.77;0;24.41;20160301;560
295156234;788;348.41;0;246.25;20160301;561
295511333;62;71.3;0;68.48;20160301;562
295086405;59.78;62.71;41.51;60.21;20050801;563
295086422;46.5;44.62;7.79;43.91;20050801;564
