EGID;VOLUME;SURFACE_TOTALE;SURFACE_PARTAGE;SURFACE_TOTALE_HS;DATE_LEVE;OBJECTID
1007371;701.21;266.07;0;265.65;20050801;26809
1007372;614.1;241.64;0;241.64;20050801;26810
1007373;639.06;322.86;20.87;317.79;20050801;26811
1011489;4258.36;1183.03;577.32;1153.19;20050801;26930
1011490;4253.63;1151.62;853.39;1103.65;20050801;26931
1011491;4557.77;1197.15;870.23;1155.29;20050801;26932
1011492;5970.82;1372.7;579.84;1328.59;20050801;26933
1011493;5456.83;1285.97;580.05;1246.37;20050801;26934
1011494;7384.77;1520.65;292.28;1473.71;20050801;26935
295100881;17;29.35;0;29.35;20050801;26936
295100882;44.41;42.5;0;42.5;20050801;26937
295020197;1301.5;459.58;0;459.53;20050801;27064
295020340;1059;357.18;0;357.18;20050801;27065
295020341;1866.7;622.52;22.48;622.52;20050801;27066
295075110;7.17;15.23;2.86;15;20050801;27067
295075124;7.79;16.9;3.18;16.55;20050801;27068
295075125;7.92;16.87;3.18;16.3;20050801;27069
1017205;572.12;286.16;155.6;276.31;20050801;27070
1017206;564.88;279.23;105.92;273.43;20050801;27071
1017207;843.93;255.73;23.96;207.26;20050801;27072
2037236;4665.37;1082.27;229.36;1043.38;20050801;27237
2037239;5950.82;1352.42;0;1327.5;20050801;27238
2037241;11379.46;1908.23;0;1862.97;20050801;27239
2037286;4303.16;1146.16;270.03;1125.44;20050801;27240
2037287;4676.42;1199.61;385.88;1183.26;20050801;27241
2037714;4265.4;1353.56;964.29;1316.85;20050801;27242
295092767;1836.29;801.76;241.13;704.03;20050801;27243
295093033;1040.8;368.81;259.68;315.09;20050801;27244
295094110;210.94;294.73;225.19;285.15;20050801;27245
1007374;586.07;230.31;0;230.31;20050801;26812
295085346;167.62;107.76;0;106.25;20050801;26813
295085436;72.1;53.62;0;53.62;20050801;26814
295085463;137.06;74.39;21.12;72.39;20050801;26815
295085473;55.2;54.1;9.3;54.1;20050801;26816
295085478;28.76;40.54;5.86;40.54;20050801;26817
295085641;163.55;91.02;0;91.02;20050801;26818
295085643;58.73;53.33;0;53.33;20050801;26819
295085646;65.94;61.46;20.65;61.46;20050801;26820
295085649;164.69;91.47;0;91.47;20050801;26821
295098756;8486.63;1138.69;864.28;827.64;20050801;26822
295101520;59.34;56.04;18.35;51.92;20050801;26823
295100883;36.06;40.64;0;40.64;20050801;26938
295100885;23.32;31.59;0;31.59;20050801;26939
295099950;110.44;64.56;0.46;62.78;20050801;26940
295099988;80.65;53.87;0;53.87;20050801;26941
295099989;74.68;50.06;0;50.06;20050801;26942
295099990;89.32;60.01;0;58.17;20050801;26943
295100010;121.83;71.74;0;71.74;20050801;26944
295100017;98.9;83.06;16.43;80.67;20050801;26945
1016847;724.96;288.23;29.29;259.03;20050801;26946
1016848;714.35;280.98;30.74;254.95;20050801;26947
1016849;769.61;292.67;30.49;268.56;20050801;26948
1017208;1073.47;381.15;0;321.06;20050801;27073
1017209;443.68;144.79;0;140.86;20050801;27074
1017211;350.53;148.66;0;145.23;20050801;27075
295050016;589.27;341.63;80.74;311.29;20050801;27076
2376496;388;207.06;0;202.14;20190608;27077
295050017;537.13;295.56;80.75;282.98;20050801;27078
295050018;591.52;345.57;40.96;312.34;20050801;27079
295050019;600.28;353.55;82.05;333.17;20050801;27080
295050020;549.47;302.79;41.09;294.94;20050801;27081
295075126;8.23;17.65;3.27;17.03;20050801;27082
2037733;7891.89;1896.27;1590.29;1874.43;20050801;27269
295071139;7136;1652.55;0;1458.84;20190608;27270
2040678;3132;883.89;0;738.93;20190608;27271
2038125;5896.39;1476.86;1252.92;1403.9;20050801;27272
2038127;5804.76;1472.52;821.04;1376.94;20050801;27273
295080512;10980;956.98;0;736.25;20190608;27274
295101533;2795.41;542.79;342.23;502.37;20050801;26824
295100399;1471;328.19;35.32;323.32;20190608;26825
295084125;44;38.29;0;37.34;20190608;26826
295103303;317.36;201.13;157.86;190.2;20050801;26827
1010841;17060.57;3160.63;2003.58;2636.12;20050801;26828
2036910;11904.66;2449.15;2126.87;2380.85;20050801;26829
2036913;8764.3;2025.92;2023.47;1883.03;20050801;26830
2036915;3389.09;1091.44;679.52;1027.94;20050801;26831
1016996;956.81;304.62;83.15;228.41;20050801;26949
1016997;676.22;264.13;0;202.47;20050801;26950
1016998;744.87;280.03;0;209.14;20050801;26951
1016999;628.74;247.18;15.94;206.31;20050801;26952
1017000;863.49;335.32;2.64;262.28;20050801;26953
1017079;2673.42;736.77;0;648.44;20050801;26954
1017080;5788.1;1156.98;0;1073.43;20050801;26955
1017081;664.31;291.16;26.34;282.08;20050801;26956
1017082;722.89;259.71;0;192.94;20050801;26957
1017083;1228.75;430.67;0;330.77;20050801;26958
295075127;8.03;17.18;3.2;16.95;20050801;27083
295075231;65.33;62.17;0;59.94;20050801;27084
295075295;871.75;285.57;0;263.7;20050801;27085
3131583;433;217.7;82.7;217.7;20050801;27086
3131584;431.78;217.72;82.48;217.72;20050801;27087
3131585;524.49;275.55;83.4;275.55;20050801;27088
295010122;1011.61;327.83;27.61;322.76;20050801;27089
295010123;1027.06;338.31;55.6;330.88;20050801;27090
295010124;1031.49;338.43;27.98;335.77;20050801;27091
295010253;2456.2;508.36;0;508.36;20050801;27092
295010312;790.13;294.35;0;294.35;20050801;27093
295019985;4815.54;1107.69;63.17;1106.18;20050801;27094
295087974;76.89;51.07;0;51.07;20050801;27095
1011441;4894.42;1377.88;527.58;1340.43;20050801;27222
1011442;3867.3;1109.79;528.95;1070.7;20050801;27223
1011443;2626.06;877.02;508.55;866.56;20050801;27224
1010753;5825.52;1588.17;830.66;1553.73;20050801;27225
1010754;6786.17;1535.61;1113.02;1491.17;20050801;27226
1010755;5797.08;1371.56;1327.28;1324.35;20050801;27227
1010756;6711.69;1533.49;1533.49;1464.53;20050801;27228
2037116;6656.47;1513.35;445.55;1422.04;20050801;27229
2036917;4539.39;1204.64;755.28;1142.55;20050801;26832
2036919;6438.52;1334.56;362.46;1256.14;20050801;26833
1007650;533.11;294.69;61.57;272.52;20050801;26834
1007651;470.23;227.98;63.56;227.98;20050801;26835
1007652;461.42;223.53;61.37;221.36;20050801;26836
1007653;463.65;227.17;61.37;227.17;20050801;26837
1007654;533.85;281.95;63.32;270.37;20050801;26838
1007655;538.26;272.78;272.78;272.78;20050801;26839
1007656;522.75;269.43;269.01;269.43;20050801;26840
1008069;565.78;231.6;0;231.6;20050801;26841
1017084;1165.13;433.82;0;349.59;20050801;26959
1017085;772.96;275.86;0;252.87;20050801;26960
1017086;392.03;199.11;71.47;195.85;20050801;26961
295099724;100.92;66.46;15.6;63.53;20050801;26962
295099729;102.6;66.74;0;66.74;20050801;26963
295099730;191.73;102.2;0;100.34;20050801;26964
295099731;91.71;71.52;0;71.52;20050801;26965
295099735;120.19;75.76;20.91;74.8;20050801;26966
295099738;84.54;56.86;0;56.86;20050801;26967
295099745;47.68;39.76;6.92;39.76;20050801;26968
295099746;11.3;21.49;0;21.49;20050801;26969
295099747;52.06;40.97;0;40.97;20050801;26970
295099757;3.31;14.94;1.84;13.7;20050801;26971
295020380;309.68;132.81;0;132.81;20050801;27096
295088354;27.96;28.36;0;28.36;20050801;27097
295088369;10.33;19.72;9.89;19.72;20050801;27098
295088382;109.54;74.04;0;74.04;20050801;27099
295088384;107.29;72.85;0;72.85;20050801;27100
295088564;147.07;87;24.98;87;20050801;27101
295088602;80.36;58.83;0;58.83;20050801;27102
295088615;110.7;63.49;0;63.49;20050801;27103
295088625;104.47;75.36;0;75.36;20050801;27104
295088798;16.53;23.53;0;23.53;20050801;27105
1017214;627.22;326.54;112.17;302.48;20050801;27106
295094451;115.27;82.42;37.59;70.91;20050801;27246
295097818;393.81;165.84;0;124.03;20050801;27247
2037716;4288.71;1015.29;1004.58;983.53;20050801;27248
1010758;4214.63;1134.02;826.83;1084.76;20050801;27249
1008739;1815;543.96;0;483.17;20190608;27250
1010759;6146.21;1544.52;341.45;1499.32;20050801;27251
1010760;6297.7;1617.42;636.66;1578.56;20050801;27252
1010925;3932.08;1332.25;948.52;1210.75;20050801;27253
1008071;683.65;243.93;21.89;239.75;20050801;26842
295087804;42452.37;5038.75;2002.48;4826.53;20050801;26843
295087807;291.01;205.48;66.09;166.78;20050801;26844
295088408;204.93;125.56;91.93;91.29;20050801;26845
295088425;2056.26;877.54;566.91;546.65;20050801;26846
295088704;164.16;369.81;239.81;345.96;20050801;26847
295099759;101.12;64.44;10.94;63.15;20050801;26972
295100050;41.41;43.42;14.48;42.16;20050801;26973
295100051;40.76;42.86;14.31;40.9;20050801;26974
295100052;43.75;45.84;15.27;45.84;20050801;26975
295100053;42.66;44.95;14.46;42.89;20050801;26976
295100270;43.73;45.91;30.3;45.91;20050801;26977
295100271;168.53;91.4;0;91.4;20050801;26978
1007047;810.85;279.43;5.13;279.43;20050801;26979
1007049;708.33;273.09;19.55;273.09;20050801;26980
1007051;696.87;226.4;0;226.4;20050801;26981
1007052;1071.38;377.92;172.65;368.61;20050801;26982
1017002;1098.41;321.27;86.61;210.79;20050801;26983
1017215;694.74;344.1;112.6;307.49;20050801;27107
295096392;684.72;292.23;19.28;241.91;20050801;27108
295097808;646.44;388.62;174.68;360.41;20050801;27109
295099066;348.53;205.68;103.38;188.25;20050801;27110
295100534;336.3;163.2;52.98;138.9;20050801;27111
295101531;2356.76;742.76;324.33;687.39;20050801;27112
295102336;63.81;94.97;31.97;94.22;20050801;27113
295102337;278.91;124.62;0;105.35;20050801;27114
295102463;4458.14;1306.41;0;1059.82;20050801;27115
295075512;38.69;40.21;13.16;30.52;20050801;27116
295075513;55.66;58.06;17.46;53.31;20050801;27117
295075514;51.45;46.91;17.12;44.55;20050801;27118
11526865;2960;833.28;466.46;827.88;20190608;27119
295092639;19.35;35.79;19.46;30.03;20050801;27203
295092759;5982.68;1446.17;705.81;1370.94;20050801;27204
295092648;5362.88;1433.27;500.7;1295.87;20050801;27205
295092649;217.04;106.05;69.2;101.17;20050801;27206
295092650;758.53;683.99;381.67;669.04;20050801;27207
295092651;396.73;433.46;266.81;425.44;20050801;27208
295092658;220.26;252.47;138.94;206.8;20050801;27209
295092660;1894.08;858.58;575.27;799.69;20050801;27210
1010918;5181.01;1370.45;486.03;1142.07;20050801;27211
1011754;5093.71;1275.01;457.32;1218.44;20050801;26848
1011756;7461.22;1787.67;1762.19;1668.78;20050801;26849
1011757;5598.38;1286.7;1248.4;1212.37;20050801;26850
1011758;5491.84;1269.67;756.68;1213.84;20050801;26851
1011770;12011.14;3021.02;111.17;2923.52;20050801;26852
1017003;1205.98;363.2;276.82;236.04;20050801;26984
1017004;767.2;243.79;54.82;229.33;20050801;26985
295040416;561.9;227.84;0;221.96;20050801;26986
295040417;483.23;179.02;0;174.35;20050801;26987
295040418;459.96;169;0;165.68;20050801;26988
295040419;468.41;172.68;0;167.92;20050801;26989
295040420;482.51;179.14;0;176.1;20050801;26990
295040421;492.22;182.35;0;178.55;20050801;26991
1016850;737.66;296.93;232.43;291.04;20050801;26992
1013608;2499;601.35;0;557.35;20190608;27120
1010380;6690;1277.75;285.49;1197.04;20190608;27121
1001683;808;335.35;0;287.85;20190608;27122
295087975;12.94;18.33;0;18.33;20050801;27123
295087977;27.3;31.99;0;31.99;20050801;27124
295087978;56.92;58.29;29.62;58.29;20050801;27125
295088022;153.75;69.84;0;69.84;20050801;27126
295088037;21.8;27.35;0;27.35;20050801;27127
2037118;4159.23;934.42;0;850.72;20050801;27230
2037224;4963.94;1171.57;256.81;929.84;20050801;27231
2037225;4166.79;973.5;425.93;923.42;20050801;27232
2037227;4626.77;1090.4;450.27;966.03;20050801;27233
2037229;4809.71;1164.63;475.91;1052.56;20050801;27234
2037231;4652.83;1100.57;466.1;992.1;20050801;27235
2037234;4630.23;1114.4;457.35;1087.49;20050801;27236
2037644;1595.98;385.17;368.5;354.78;20050801;26853
2038865;5990.02;1396.5;549.43;1355.92;20050801;26854
9082282;54.82;42.46;0;40;20050801;26855
295076346;797.88;261.09;185.31;233.91;20050801;26856
295077611;107.44;119.22;0;111.25;20050801;26857
295077936;105.33;65.1;25.08;55.64;20050801;26858
1008072;1404.47;372.68;0;372.68;20050801;26859
1008076;811.5;269.2;0;267.08;20050801;26860
1008078;3117.73;768.4;0;740.39;20050801;26861
1016851;623.06;262.46;155.15;258.92;20050801;26993
1016852;621.54;261.61;154.51;258.38;20050801;26994
295091695;3308;601.88;0;353.08;20190608;26995
1005721;723;348.9;59.64;327.29;20190608;26996
1016853;638.89;265.6;74.55;260.97;20050801;26997
1016855;657.05;274.67;77.43;268.71;20050801;26998
1007040;1096.94;295.76;0;295.15;20050801;26999
1007041;630.33;220.2;0;220.2;20050801;27000
295088039;119.02;63.13;0;63.13;20050801;27128
295088213;143.11;82.84;0;82.84;20050801;27129
295088214;158.76;72.74;0;72.74;20050801;27130
295088326;56.09;51.74;1.15;51.74;20050801;27131
295098399;39.6;41.66;13.92;41.66;20050801;27132
295098703;265.64;111.4;24.28;111.4;20050801;27133
295088800;107.06;59.71;0;59.71;20050801;27134
295088811;82.58;55;0;53.8;20050801;27135
295088852;73.52;84.62;0;81.23;20050801;27136
295088905;114.14;80.54;20.05;80.54;20050801;27137
1010926;7697;2350.63;2350.63;2261.31;20050801;27254
1010927;6641.06;1892.99;1162.49;1739.18;20050801;27255
1011641;4156.43;1213.98;568.11;1156.93;20050801;27256
9082237;14759;2253.25;0;2167.39;20190608;27257
1004507;370;151.13;0;144.92;20190608;27258
1027771;1124;358.05;0;333.76;20190608;27259
2036046;477.29;224.41;67.45;220.35;20050801;26862
2036048;808.08;252.41;0;252.41;20050801;26863
2036054;767.59;276.29;0;276.29;20050801;26864
2036058;922.64;333.99;0;333.99;20050801;26865
2036908;19146.55;3548;428.09;3486.74;20050801;26866
295149873;6328;1488.48;0;1399.24;20190608;26867
295093716;409;172.29;22.49;154.55;20190608;26868
295517524;493;233.63;75.32;212.82;20190608;26869
2037296;17111.51;2904.35;1398.03;2887.2;20050801;26870
1007043;1450.24;454.83;0;449.74;20050801;27001
1007044;739.86;241.54;0;241.54;20050801;27002
1007045;740.75;168.64;0;168.64;20050801;27003
1007046;974.45;319.73;0;315.25;20050801;27004
1007053;1040.78;413.1;299.49;397.28;20050801;27005
1007054;580.51;285.21;0;285.21;20050801;27006
1007055;753.18;264.64;41.88;262.73;20050801;27007
1007181;883.83;340.88;75.88;335.92;20050801;27008
295098658;225.48;115.41;0;115.41;20050801;27138
295098659;235.34;97.84;0;97.84;20050801;27139
295098662;89.87;61.3;15.76;61.3;20050801;27140
295098704;654.08;176.43;16.11;176.43;20050801;27141
295098942;140.99;69.1;0;69.1;20050801;27142
295098943;43.5;27.83;2.4;27.83;20050801;27143
1010886;3357.99;1172.87;949.43;1129.17;20050801;27144
295102494;1319.77;532.13;118.04;480.11;20050801;27145
295102797;5147.96;1071.29;406.06;778.29;20050801;27146
295103248;6.89;18.59;5.62;18.14;20050801;27147
1010881;2431.47;772.91;295.39;738.02;20050801;27148
295083962;19035.57;4206.3;64.32;3684.22;20050801;26733
295091668;942.82;372.43;30.89;356.84;20050801;26734
295091671;134.2;126.46;30.8;124.69;20050801;26735
295091672;465.4;210.25;63.9;194.19;20050801;26736
295091677;169.93;93.57;44.01;79.27;20050801;26737
295103287;1044.96;237.34;2.53;75.21;20050801;26738
295103426;1001.97;440.47;264.11;399.13;20050801;26739
295103433;687.79;209.45;165.78;145.37;20050801;26740
295103448;207.61;158.24;105.5;143.36;20050801;26741
295103449;26.38;36.66;8.1;33.67;20050801;26742
295103450;974.19;373.2;230.57;306.13;20050801;26743
2037820;4428.27;1178.32;47.21;1166.16;20050801;26871
1011483;7167.73;1503.68;1489.64;1460.1;20050801;26872
1011484;7184.4;1511.57;686.38;1432.33;20050801;26873
1011485;7152.15;1488.94;1058.85;1401.12;20050801;26874
1011486;6602.79;1450.06;1443.66;1346.63;20050801;26875
1011487;8146.57;1634.58;1622.81;1580.31;20050801;26876
1011488;4237.25;1163.49;1125.72;1121.74;20050801;26877
1007182;920.53;352.5;75.99;352.5;20050801;27009
1007183;882.79;337.41;74.67;336.03;20050801;27010
1007184;885.52;340.21;74.47;339.49;20050801;27011
1007186;977.55;369.25;74.5;365.21;20050801;27012
295050008;524.33;216.19;0;208.69;20050801;27013
295099897;204;110.87;23.94;108.1;20190608;27014
295050009;471.87;173.98;0;168.57;20050801;27015
295050010;471.6;173.33;0;168.55;20050801;27016
295050011;467.61;172.53;0;168.43;20050801;27017
295050012;483.46;179.6;0;169.48;20050801;27018
295074981;138.82;88.72;34.57;78.03;20050801;27019
1010882;5460.39;1322.68;205.75;1277.22;20050801;27149
1010884;1448.51;701.11;386.3;654.44;20050801;27150
1010885;3790.44;1315.93;1313.7;1269.73;20050801;27151
295075525;58.18;57.16;19.52;55.3;20050801;27152
1026837;2857;816.44;352.77;713.42;20190608;27153
295075527;25.09;28.35;0;26.7;20050801;27154
295075537;63.93;64.36;0;60.61;20050801;27155
295075539;64.86;60.42;21.54;59.27;20050801;27156
295075540;64.75;65.21;0;59.52;20050801;27157
295075541;67.29;62.19;22.03;60.2;20050801;27158
1017216;593.67;202.86;0;184.86;20050801;27159
1017217;982.18;332.02;0;324.33;20050801;27160
295103986;740.82;294.48;124.61;274.3;20050801;26744
295103989;2.28;10.78;4.05;8.14;20050801;26745
1010733;5568.6;1223.46;1223.09;1174.92;20050801;26746
1007433;686.14;306.97;56.35;306.97;20050801;26747
1007434;458.7;198.69;45.6;198.69;20050801;26748
1007435;433.5;186.9;45.6;186.9;20050801;26749
1007436;465.19;213.07;0;213.07;20050801;26750
1007437;737.11;284.36;184.26;284.36;20050801;26751
1007438;720.2;301.5;61.22;297.22;20050801;26752
1007440;607.13;255.04;22.17;255.04;20050801;26753
1007441;1407.92;410.84;0;410.84;20050801;26754
1011636;14368.35;3469.48;148.37;3296.55;20050801;26878
1011638;7023.97;1636.3;618.75;1529.1;20050801;26879
1011639;8336.27;1878.47;613.08;1715.5;20050801;26880
1011640;5737.9;1419.95;1374.53;1395.98;20050801;26881
2036117;1776.06;545.19;0;545.06;20050801;26882
295074982;122.78;78.85;35;71.1;20050801;27020
1016856;650.37;271.13;77.06;267.38;20050801;27021
1017005;781.87;248.73;54.9;232.48;20050801;27022
1008914;1041;375.06;0;344.53;20190608;27023
295081879;343;178.25;0;139.78;20190608;27024
1017006;783.52;248.95;55.92;233.83;20050801;27025
1017007;1024.32;346.92;55.92;247.17;20050801;27026
1017008;936.36;305.93;82.75;226.22;20050801;27027
1017219;1312.02;409.87;0;348.91;20050801;27161
1017220;493.89;206.68;0;195.21;20050801;27162
295098400;81.19;55.26;0;55.26;20050801;27163
295098413;118.25;80.22;0;79.15;20050801;27164
295098416;25.58;38.73;25.15;38.73;20050801;27165
295098418;125.17;85.92;0;85.92;20050801;27166
295098419;25.23;38.9;25.49;34.2;20050801;27167
295098420;125.12;85.6;20.72;83.84;20050801;27168
295098421;122.23;83.7;20.59;81.22;20050801;27169
295098456;96.42;62.73;25.03;57.41;20050801;27170
295098457;111.56;65.5;0;65.5;20050801;27171
295098629;129.89;77.79;0;77.79;20050801;27172
295098637;104.01;73.25;0;73.25;20050801;27173
1007442;650.01;292.68;51.49;292.68;20050801;26755
1007338;637.87;270.54;8.62;270.54;20050801;26756
1007341;1122.87;306.35;0;306.35;20050801;26757
1007343;709.46;275.46;0;271.97;20050801;26758
1007344;1755.16;524.51;0;519.29;20050801;26759
1007345;689.7;264.46;0;259.01;20050801;26760
1007346;1143.25;301.85;0;301.85;20050801;26761
2036118;898.39;321.78;68.67;316.78;20050801;26883
295050047;399.1;184.88;0;184.88;20050801;26884
295050048;437.29;208.38;49.17;208.38;20050801;26885
295050049;428.31;203.86;49.07;203.86;20050801;26886
295050050;492.62;235.98;52.39;234.17;20050801;26887
295050051;457.31;219.61;52.39;218.03;20050801;26888
2037825;8013.38;1789.91;1029.47;1761.05;20050801;26889
295070174;103.8;118.77;0;118.29;20050801;27481
1017113;375.33;145.52;0;134.83;20050801;27482
1017114;896.64;366.91;0;284.74;20050801;27483
1017116;700.65;203.01;0;157.96;20050801;27484
1017117;761.44;308.53;0;305.95;20050801;27485
1017118;602.76;197.19;24.75;189.52;20050801;27486
1017119;657.02;208.24;20.16;196.87;20050801;27487
1007140;709.13;241.92;86.02;241.92;20050801;26503
1007152;1006.93;322.48;0;322.48;20050801;26504
1007154;776.93;353.35;106.43;353.35;20050801;26505
1007155;722.3;329.2;119.01;329.2;20050801;26506
1008052;1371.13;519.12;40.77;516.01;20050801;26507
2035915;1052.41;283.27;57.72;283.27;20050801;26508
2035916;1120.96;305.28;57.72;305.28;20050801;26509
2035924;668.16;238.41;0;238.41;20050801;26510
1007294;1427.25;380.29;96.23;380.29;20050801;26668
1007305;882.13;307.5;27.37;305.18;20050801;26669
2749831;3343;974.85;0;959.59;20190608;26670
295519874;20;33.88;0;32.7;20190608;26671
1007403;658.63;239.23;16.21;238.94;20050801;26672
1007404;499.3;228.35;0;226.59;20050801;26673
1007405;656.19;236.35;31.93;236.35;20050801;26674
1007406;628.3;227.52;15.72;227.52;20050801;26675
1007418;806.53;279.09;0;279.09;20050801;26676
1007419;795.5;274.41;0;274.41;20050801;26677
1011582;3066.95;1030.1;1002.42;927.14;20050801;27346
1011583;4793.17;1211.44;1209.93;1187.24;20050801;27347
1011584;2146.74;756.84;756.84;743.58;20050801;27348
1011585;4348.98;1142.31;482.54;1125.51;20050801;27349
1011586;8210.89;1708.03;542.28;1675.82;20050801;27350
1011587;3321;1080.87;923.38;1056.85;20050801;27351
295088452;483.03;264.99;0;241.07;20050801;27352
2038130;6057.42;1410.02;1407.54;1315.09;20050801;27353
2038131;6609.17;1512.04;901.05;1439.91;20050801;27354
1016883;535.71;188.82;13.75;182.62;20050801;27488
1017014;730.56;231.02;51.29;216.14;20050801;27489
1017015;719.08;226.65;51.23;215.81;20050801;27490
1017017;2328.67;606.52;228.13;590.65;20050801;27491
1017018;2011.51;522.11;104.22;496.64;20050801;27492
295050125;584.9;240.59;0;226.74;20050801;27493
295050126;498.27;185.54;15.94;181.01;20050801;27494
295050127;493.44;183.65;0;179.29;20050801;27495
2035931;3273.69;790.76;0;790.76;20050801;26511
2035933;665.07;247.34;57.53;243.22;20050801;26512
2035949;1925.85;583.36;0;577.22;20050801;26513
2035950;707.75;238.87;0;235.79;20050801;26514
2035951;857.49;254.57;0;254.41;20050801;26515
2035953;477.22;213.58;63.72;211.65;20050801;26516
2035956;576.5;177.22;19.37;177.22;20050801;26517
2035957;735.56;303.99;18.89;303.99;20050801;26518
1007420;655.79;202.89;29.87;198.63;20050801;26678
1007423;625.96;264.41;0;264.41;20050801;26679
1007424;812.13;321.86;19.8;317.99;20050801;26680
1007425;673.85;272.11;20.69;269.4;20050801;26681
1007426;436.54;203.07;20.69;202.76;20050801;26682
1007427;646.7;301.95;51.33;298.42;20050801;26683
1007428;623.45;296.91;51.33;296.91;20050801;26684
1007429;655.52;295.56;189.21;295.56;20050801;26685
1007430;916.93;346.7;0;346.7;20050801;26686
2038173;9609.44;2267.94;917.58;1988.38;20050801;27355
2038195;4571.05;967.71;114.5;925.09;20050801;27356
2038217;3693.49;1023.59;249.87;1007.7;20050801;27357
2038218;3694.02;1035.8;1035.8;1016.77;20050801;27358
2038221;3248.72;936.73;904.43;914.26;20050801;27359
2038223;3515.86;959.56;916.21;939.26;20050801;27360
1011497;5601.74;1284.5;695.32;1196.73;20050801;27361
1011499;4645.63;1398.51;188.79;1292.16;20050801;27362
1011500;4185;1126.64;515.09;905.45;20050801;27363
1011501;4641.33;1164.47;1127.92;1092.36;20050801;27364
1002119;2189;646.11;0;562.96;20190608;27540
295105032;74.94;69.33;49.49;65.13;20050801;27541
295105033;77.86;71.88;50.32;64.59;20050801;27542
295105065;47.55;46.37;15.86;45.32;20050801;27543
295105069;58.38;49.74;0;48.46;20050801;27544
295105954;68.94;75.45;12.93;68.1;20050801;27545
295106091;48.11;44.48;16.59;43.28;20050801;27546
1017032;513.19;231.47;96.62;223.13;20050801;27547
1021421;33054;4962.64;37.26;4288.18;20190608;27548
1017033;583.21;291.62;97.13;279.79;20050801;27549
1017034;521.12;235.87;21.07;224.62;20050801;27550
2035964;673.26;275.45;63.58;271.02;20050801;26519
2035965;675.13;275.53;86.87;275.53;20050801;26520
2035996;194.07;156.7;92.89;140.21;20050801;26521
2036112;730.92;283.01;0;283.01;20050801;26522
1007142;1021.44;315.25;0;315.25;20050801;26523
1008024;661.84;200.13;0;200.13;20050801;26524
1008033;575.18;221.7;11.37;221.7;20050801;26525
1008043;1371.34;473.53;0;473.53;20050801;26526
1008046;450.43;191.46;0;191.46;20050801;26527
1008047;909.91;319.49;0;316.04;20050801;26528
1007431;591.96;213.65;0;213.65;20050801;26687
1007432;720.58;299.33;191.54;299.33;20050801;26688
1009250;735;272.03;0;259.2;20190608;26689
1022688;463;158.9;0;149.53;20190608;26690
1031360;3140;624.9;184.62;597.1;20190608;26691
1007298;1113.17;342.19;0;342.19;20050801;26692
1007365;464.6;218.49;121.16;218.49;20050801;26693
1007366;446.2;207.25;76.07;207.25;20050801;26694
1007375;665.6;283.79;14.21;281.8;20050801;26695
1007395;960.19;316.01;52.42;311.34;20050801;26696
1011502;5583.14;1351.86;553.83;1291.1;20050801;27365
1011503;3332.29;967.95;474.75;872.74;20050801;27366
1011504;2129.6;760.74;381.89;707.95;20050801;27367
1011505;1590.94;621.03;317.07;610.61;20050801;27368
1011506;2612.29;871.68;398.71;829.95;20050801;27369
1011511;2069.72;784;481.13;649.83;20050801;27370
1011518;3304.96;1211.25;276.4;1096.76;20050801;27371
1011520;3344.66;1057.72;1053.63;1035.01;20050801;27372
1017035;486.43;218.11;92.49;215.8;20050801;27551
1017036;484.07;217.57;91.76;215.54;20050801;27552
1017037;537.29;260.48;91.18;256.53;20050801;27553
1017038;491.16;223.33;90.64;216.75;20050801;27554
1017039;509.51;229.37;94.86;220.29;20050801;27555
295075562;65.65;61.02;21.64;60.06;20050801;27556
295083240;113.81;86.78;39.27;79.54;20050801;27557
1003684;9124;1901.94;0;1752.88;20190608;27558
295084313;4271.48;756.25;215.35;689.74;20050801;27559
1008048;701.06;211.01;0;211.01;20050801;26529
1008051;1107.41;381.01;0;381.01;20050801;26530
2035920;1038.11;348.43;0;342.98;20050801;26531
3131542;613.28;339.29;0;338.6;20050801;26532
3131552;350.26;157.08;57.04;155.84;20050801;26533
3131554;355.28;163.06;74.97;160.92;20050801;26534
1007408;441.7;223.51;62.95;223.51;20050801;26697
1007409;514.94;209.78;0;209.78;20050801;26698
1007412;291.04;120.63;11.19;117.65;20050801;26699
1007413;334.68;141.34;12.96;141.34;20050801;26700
295030352;433.98;198.34;59.21;198.34;20050801;26701
295040142;724.9;291.23;34.59;282.37;20050801;26702
295040143;800.98;308.41;40.11;296.58;20050801;26703
295040144;914.21;354.87;38.27;350.53;20050801;26704
295040264;762.66;306.78;35.34;290.62;20050801;26705
295049967;5557.46;1234.91;0;1227.75;20050801;26706
1010242;7307.21;1549.85;0;1549.85;20050801;27373
1010248;7732.96;1563.15;0;1552.16;20050801;27374
295088454;140.12;139.88;0;139.88;20050801;27375
295088474;28.1;43.16;10.73;41.81;20050801;27376
295088703;275.12;291.66;63.19;274.41;20050801;27377
295088731;205.27;95.36;49.9;86.07;20050801;27378
295089248;226.14;133.92;0;133.92;20050801;27379
295089249;129.78;95.53;0;75;20050801;27380
295089251;89.66;73.79;0;73.73;20050801;27381
1017040;494.72;222.38;94.58;218.73;20050801;27579
295084015;196571;17513.4;733.97;11208.84;20190608;27580
1029402;249;176.08;0;174.87;20190608;27581
1017041;500.19;225.68;20.04;219.04;20050801;27582
295070550;96.24;56.28;0;50.27;20050801;27583
